session_id,agent_id,session_date,logged_hours,productive_hours
S00007113,AG0032,2026-03-07,4.0,6.98
S00007114,AG0032,2026-03-16,6.69,4.74
S00007115,AG0033,2026-03-22,5.42,5.14
S00007116,AG0033,2026-03-25,6.83,6.63
S00007117,AG0033,2026-03-14,7.32,5.7
S00007118,AG0033,2026-03-13,4.97,4.75
S00007119,AG0033,2026-03-23,4.89,5.2
S00007120,AG0033,2026-03-24,7.7,6.27
S00007121,AG0033,2026-03-13,6.2,4.65
S00007122,AG0034,2026-03-12,7.02,6.26
S00007123,AG0034,2026-03-12,6.7,4.79
S00007124,AG0034,2026-03-24,8.12,5.48
S00007125,AG0034,2026-03-21,6.79,3.64
S00007126,AG0034,2026-03-05,5.14,7.05
S00007127,AG0034,2026-03-19,5.8,7.01
S00007128,AG0034,2026-03-06,6.49,5.61
S00007129,AG0035,2026-03-24,6.68,6.46
S00007130,AG0035,2026-03-17,6.99,5.3
S00007131,AG0035,2026-03-11,6.49,5.27
S00007132,AG0035,2026-03-11,6.29,5.84
S00007133,AG0035,2026-03-10,6.33,6.82
S00007134,AG0035,2026-03-05,4.28,6.36
S00007135,AG0035,2026-03-27,4.88,7.1
S00007136,AG0035,2026-03-03,6.69,6.82
S00007137,AG0035,2026-03-12,6.84,5.48
S00007138,AG0035,2026-03-16,5.87,5.78
S00007139,AG0035,2026-03-13,6.97,5.26
S00007140,AG0035,2026-03-27,6.68,3.38
S00007141,AG0035,2026-03-06,4.94,5.81
S00007142,AG0036,2026-03-25,8.05,5.32
S00007143,AG0036,2026-03-04,7.24,6.36
S00007144,AG0036,2026-03-08,7.47,6.06
S00007145,AG0036,2026-03-22,6.25,5.47
S00007146,AG0036,2026-03-23,6.81,4.31
S00007147,AG0036,2026-03-17,5.73,5.49
S00007148,AG0036,2026-03-03,7.64,5.5
S00007149,AG0036,2026-03-02,6.59,6.4
S00007150,AG0036,2026-03-02,7.01,6.1
S00007151,AG0036,2026-03-12,6.37,5.03
S00007152,AG0036,2026-03-15,5.28,5.63
S00007153,AG0036,2026-03-13,7.42,5.62
S00007154,AG0036,2026-03-17,7.08,7.05
S00007155,AG0036,2026-03-02,6.52,6.62
S00007156,AG0036,2026-03-01,5.74,5.63
S00007157,AG0037,2026-03-19,8.02,3.23
S00007158,AG0037,2026-03-21,4.49,6.0
S00007159,AG0037,2026-03-16,5.88,6.23
S00007160,AG0037,2026-03-26,4.17,5.43
S00007161,AG0037,2026-03-08,9.65,4.14
S00007162,AG0038,2026-03-02,4.71,6.25
S00007163,AG0038,2026-03-02,5.62,4.89
S00007164,AG0038,2026-03-24,9.65,4.81
S00007165,AG0038,2026-03-12,6.65,5.48
S00007166,AG0038,2026-03-18,7.16,4.69
S00007167,AG0038,2026-03-02,5.8,4.82
S00007168,AG0038,2026-03-27,8.96,4.92
S00007169,AG0038,2026-03-21,6.64,4.6
S00007170,AG0038,2026-03-20,4.84,5.83
S00007171,AG0038,2026-03-26,7.83,4.98
S00007172,AG0038,2026-03-27,6.0,4.95
S00007173,AG0038,2026-03-02,7.23,5.35
S00007174,AG0038,2026-03-09,5.8,6.34
S00007175,AG0038,2026-03-23,7.26,7.62
S00007176,AG0038,2026-03-14,6.96,5.85
S00007177,AG0039,2026-03-27,4.71,5.65
S00007178,AG0039,2026-03-24,7.03,4.5
S00007179,AG0039,2026-03-15,5.13,4.28
S00007180,AG0039,2026-03-02,6.03,5.1
S00007181,AG0039,2026-03-04,6.59,5.33
S00007182,AG0039,2026-03-14,7.41,4.1
S00007183,AG0039,2026-03-07,5.25,4.34
S00007184,AG0039,2026-03-11,6.06,6.09
S00007185,AG0039,2026-03-02,5.02,6.13
S00007186,AG0039,2026-03-02,5.2,4.92
S00007187,AG0040,2026-03-19,7.71,5.17
S00007188,AG0040,2026-03-02,7.14,5.69
S00007189,AG0040,2026-03-27,6.27,4.92
S00007190,AG0040,2026-03-01,7.04,6.28
S00007191,AG0040,2026-03-21,6.81,5.29
S00007192,AG0041,2026-03-15,7.61,4.96
S00007193,AG0041,2026-03-23,7.08,4.87
S00007194,AG0041,2026-03-09,6.29,6.18
S00007195,AG0041,2026-03-13,6.69,4.7
S00007196,AG0041,2026-03-26,6.49,5.64
S00007197,AG0042,2026-03-25,5.77,4.15
S00007198,AG0042,2026-03-24,5.71,4.44
S00007199,AG0042,2026-03-13,6.8,4.15
S00007200,AG0042,2026-03-10,7.62,4.98
S00007201,AG0042,2026-03-14,7.64,5.65
S00007202,AG0042,2026-03-24,7.73,3.99
S00007203,AG0042,2026-03-01,5.76,6.31
S00007204,AG0042,2026-03-14,5.41,5.56
S00007205,AG0042,2026-03-10,7.37,7.0
S00007206,AG0042,2026-03-10,7.29,4.64
S00007207,AG0042,2026-03-25,7.68,2.89
S00007208,AG0043,2026-03-15,8.57,6.86
S00007209,AG0043,2026-03-19,3.73,5.39
S00007210,AG0043,2026-03-04,6.94,5.01
S00007211,AG0043,2026-03-20,5.8,5.88
S00007212,AG0043,2026-03-11,5.71,6.79
S00007213,AG0043,2026-03-25,6.23,7.98
S00007214,AG0044,2026-03-08,6.36,7.82
S00007215,AG0044,2026-03-10,6.36,6.89
S00007216,AG0044,2026-03-21,6.31,6.16
S00007217,AG0044,2026-03-01,7.82,4.9
S00007218,AG0044,2026-03-08,5.89,4.55
S00007219,AG0044,2026-03-20,7.29,5.55
S00007220,AG0044,2026-03-04,4.93,5.13
S00007221,AG0044,2026-03-12,5.74,6.7
S00007222,AG0044,2026-03-07,5.46,6.21
S00007223,AG0044,2026-03-15,6.28,5.07
S00007224,AG0044,2026-03-20,7.62,6.07
S00007225,AG0044,2026-03-16,4.74,5.39
S00007226,AG0044,2026-03-27,6.95,5.88
S00007227,AG0045,2026-03-09,6.06,5.55
S00007228,AG0045,2026-03-17,4.89,4.0
S00007229,AG0045,2026-03-15,4.01,5.76
S00007230,AG0045,2026-03-01,8.29,6.3
S00007231,AG0046,2026-03-19,5.14,5.3
S00007232,AG0046,2026-03-01,6.82,5.55
S00007233,AG0046,2026-03-07,4.96,5.55
S00007234,AG0046,2026-03-12,6.66,7.07
S00007235,AG0047,2026-03-25,6.34,6.49
S00007236,AG0047,2026-03-02,5.63,5.24
S00007237,AG0047,2026-03-11,6.48,5.23
S00007238,AG0047,2026-03-13,5.55,6.02
S00007239,AG0047,2026-03-21,5.47,6.56
S00007240,AG0047,2026-03-15,6.03,5.92
S00007241,AG0047,2026-03-24,5.31,5.75
S00007242,AG0048,2026-03-06,5.76,4.49
S00007243,AG0048,2026-03-23,6.03,6.72
S00007244,AG0048,2026-03-24,5.98,6.01
S00007245,AG0048,2026-03-14,6.98,6.56
S00007246,AG0048,2026-03-20,5.91,5.81
S00007247,AG0048,2026-03-21,7.08,5.98
S00007248,AG0048,2026-03-09,4.96,5.37
S00007249,AG0049,2026-03-08,6.62,6.77
S00007250,AG0049,2026-03-21,4.47,6.81
S00007251,AG0049,2026-03-07,6.28,5.78
S00007252,AG0049,2026-03-03,6.4,5.48
S00007253,AG0049,2026-03-22,5.18,5.67
S00007254,AG0049,2026-03-10,7.48,6.44
S00007255,AG0049,2026-03-18,6.68,6.99
S00007256,AG0049,2026-03-17,4.28,6.72
S00007257,AG0049,2026-03-18,6.91,4.51
S00007258,AG0050,2026-03-04,7.87,3.45
S00007259,AG0050,2026-03-27,6.33,5.86
S00007260,AG0050,2026-03-11,6.13,6.91
S00007261,AG0050,2026-03-09,5.72,3.83
S00007262,AG0050,2026-03-08,5.45,5.98
S00007263,AG0050,2026-03-21,6.77,5.94
S00007264,AG0050,2026-03-22,6.67,5.06
S00007265,AG0050,2026-03-20,7.49,4.43
S00007266,AG0050,2026-03-16,6.72,6.74
S00007267,AG0051,2026-03-09,7.21,5.54
S00007268,AG0051,2026-03-01,6.72,6.49
S00007269,AG0051,2026-03-20,5.95,6.76
S00007270,AG0051,2026-03-25,7.92,5.97
S00007271,AG0051,2026-03-20,6.96,5.86
S00007272,AG0051,2026-03-24,7.32,6.36
S00007273,AG0052,2026-03-01,6.47,4.02
S00007274,AG0052,2026-03-17,4.14,4.76
S00007275,AG0052,2026-03-06,9.06,6.36
S00007276,AG0052,2026-03-08,5.94,4.81
S00007277,AG0052,2026-03-10,6.26,4.24
S00007278,AG0052,2026-03-22,5.85,5.36
S00007279,AG0052,2026-03-21,7.83,5.32
S00007280,AG0052,2026-03-04,7.11,6.24
S00007281,AG0052,2026-03-20,5.49,5.08
S00007282,AG0052,2026-03-09,6.9,6.5
S00007283,AG0052,2026-03-24,6.97,5.86
S00007284,AG0052,2026-03-02,8.11,5.45
S00007285,AG0052,2026-03-13,7.55,4.55
S00007286,AG0052,2026-03-08,8.2,6.35
S00007287,AG0053,2026-03-10,7.38,5.68
S00007288,AG0053,2026-03-09,5.35,4.92
S00007289,AG0053,2026-03-24,6.34,6.8
S00007290,AG0053,2026-03-04,7.42,4.95
S00007291,AG0053,2026-03-19,6.86,4.91
S00007292,AG0053,2026-03-24,6.76,6.76
S00007293,AG0053,2026-03-16,5.67,6.43
S00007294,AG0053,2026-03-13,5.14,5.18
S00007295,AG0053,2026-03-25,5.95,7.12
S00007296,AG0053,2026-03-03,8.47,6.24
S00007297,AG0053,2026-03-18,5.86,5.01
S00007298,AG0053,2026-03-17,5.36,5.26
S00007299,AG0054,2026-03-15,4.9,5.81
S00007300,AG0054,2026-03-19,7.8,5.44
S00007301,AG0054,2026-03-13,6.11,7.1
S00007302,AG0054,2026-03-22,7.13,4.44
S00007303,AG0054,2026-03-07,7.29,5.96
S00007304,AG0054,2026-03-21,5.18,6.39
S00007305,AG0054,2026-03-24,4.88,4.92
S00007306,AG0054,2026-03-16,6.92,4.28
S00007307,AG0054,2026-03-02,8.09,4.89
S00007308,AG0054,2026-03-12,6.45,4.18
S00007309,AG0055,2026-03-21,7.95,5.43
S00007310,AG0055,2026-03-18,6.18,5.47
S00007311,AG0055,2026-03-05,7.65,4.23
S00007312,AG0055,2026-03-23,5.69,4.85
S00007313,AG0056,2026-03-05,5.17,5.16
S00007314,AG0056,2026-03-21,7.03,5.65
S00007315,AG0056,2026-03-01,4.3,4.1
S00007316,AG0056,2026-03-14,6.34,3.73
S00007317,AG0056,2026-03-03,6.63,4.75
S00007318,AG0056,2026-03-15,6.89,6.26
S00007319,AG0056,2026-03-26,6.53,6.77
S00007320,AG0056,2026-03-19,8.82,4.47
S00007321,AG0056,2026-03-05,6.03,6.0
S00007322,AG0056,2026-03-04,5.27,4.99
S00007323,AG0056,2026-03-08,5.98,4.84
S00007324,AG0057,2026-03-21,6.66,5.37
S00007325,AG0057,2026-03-23,5.98,5.32
S00007326,AG0057,2026-03-06,6.43,7.11
S00007327,AG0057,2026-03-19,4.32,5.95
S00007328,AG0057,2026-03-18,7.09,6.86
S00007329,AG0057,2026-03-15,5.45,5.09
S00007330,AG0057,2026-03-09,5.94,5.75
S00007331,AG0057,2026-03-10,5.85,5.16
S00007332,AG0057,2026-03-26,6.01,6.33
S00007333,AG0057,2026-03-07,7.03,7.21
S00007334,AG0057,2026-03-23,4.33,6.22
S00007335,AG0057,2026-03-11,6.83,5.37
S00007336,AG0058,2026-03-23,6.49,7.1
S00007337,AG0058,2026-03-15,5.3,4.22
S00007338,AG0058,2026-03-17,6.54,6.79
S00007339,AG0058,2026-03-08,5.92,4.28
S00007340,AG0058,2026-03-22,6.25,5.89
S00007341,AG0058,2026-03-16,7.41,4.66
S00007342,AG0058,2026-03-06,6.79,6.86
S00007343,AG0058,2026-03-17,5.33,5.91
S00007344,AG0058,2026-03-17,5.61,4.21
S00007345,AG0058,2026-03-23,8.02,3.4
S00007346,AG0058,2026-03-11,5.5,7.21
S00007347,AG0058,2026-03-23,6.19,3.62
S00007348,AG0058,2026-03-04,7.34,5.14
S00007349,AG0058,2026-03-13,7.21,4.73
S00007350,AG0059,2026-03-19,7.14,5.56
S00007351,AG0059,2026-03-27,7.83,6.36
S00007352,AG0059,2026-03-01,6.22,6.63
S00007353,AG0059,2026-03-23,4.46,5.59
S00007354,AG0059,2026-03-26,6.71,6.04
S00007355,AG0059,2026-03-04,6.83,5.69
S00007356,AG0059,2026-03-10,4.17,4.9
S00007357,AG0059,2026-03-04,4.85,3.18
S00007358,AG0059,2026-03-02,7.04,4.68
S00007359,AG0059,2026-03-05,6.3,4.63
S00007360,AG0059,2026-03-22,7.88,5.44
S00007361,AG0059,2026-03-02,6.06,4.93
S00007362,AG0060,2026-03-11,7.52,4.74
S00007363,AG0060,2026-03-09,5.92,4.68
S00007364,AG0060,2026-03-05,7.76,5.59
S00007365,AG0060,2026-03-08,7.59,5.46
S00007366,AG0060,2026-03-15,6.88,7.18
S00007367,AG0060,2026-03-02,5.92,6.4
S00007368,AG0060,2026-03-07,6.88,5.93
S00007369,AG0061,2026-03-21,5.13,4.94
S00007370,AG0061,2026-03-13,7.51,4.0
S00007371,AG0061,2026-03-24,6.07,7.8
S00007372,AG0061,2026-03-24,6.97,6.29
S00007373,AG0061,2026-03-12,6.75,5.7
S00007374,AG0061,2026-03-14,7.62,6.18
S00007375,AG0061,2026-03-05,6.48,5.42
S00007376,AG0061,2026-03-20,7.03,6.54
S00007377,AG0061,2026-03-17,8.34,5.82
S00007378,AG0061,2026-03-08,4.94,5.13
S00007379,AG0062,2026-03-25,6.99,6.75
S00007380,AG0062,2026-03-11,5.67,5.29
S00007381,AG0062,2026-03-23,6.82,5.86
S00007382,AG0062,2026-03-06,5.59,5.15
S00007383,AG0062,2026-03-22,5.15,4.84
S00007384,AG0062,2026-03-25,8.18,6.14
S00007385,AG0062,2026-03-25,7.52,6.86
S00007386,AG0062,2026-03-11,6.56,5.92
S00007387,AG0062,2026-03-11,5.73,6.76
S00007388,AG0062,2026-03-24,5.91,5.83
S00007389,AG0062,2026-03-06,5.42,5.97
S00007390,AG0062,2026-03-25,7.29,4.31
S00007391,AG0063,2026-03-03,5.94,5.26
S00007392,AG0063,2026-03-25,6.92,5.59
S00007393,AG0063,2026-03-24,4.82,4.76
S00007394,AG0063,2026-03-26,5.45,6.59
S00007395,AG0063,2026-03-06,5.5,4.36
S00007396,AG0064,2026-03-03,4.7,6.18
S00007397,AG0064,2026-03-08,6.19,7.39
S00007398,AG0064,2026-03-01,6.07,5.38
S00007399,AG0064,2026-03-24,6.29,5.44
S00007400,AG0064,2026-03-20,5.29,6.64
S00007401,AG0065,2026-03-08,5.52,4.91
S00007402,AG0065,2026-03-09,8.06,3.36
S00007403,AG0065,2026-03-27,7.3,6.37
S00007404,AG0065,2026-03-03,6.61,6.44
S00007405,AG0065,2026-03-14,3.96,5.41
S00007406,AG0065,2026-03-13,8.07,5.92
S00007407,AG0065,2026-03-27,6.12,6.78
S00007408,AG0065,2026-03-21,4.76,6.16
S00007409,AG0065,2026-03-17,6.01,5.14
S00007410,AG0065,2026-03-26,5.73,6.63
S00007411,AG0065,2026-03-10,6.1,5.25
S00007412,AG0066,2026-03-16,6.54,5.81
S00007413,AG0066,2026-03-27,6.2,5.73
S00007414,AG0066,2026-03-24,6.7,5.07
S00007415,AG0066,2026-03-26,7.04,5.12
S00007416,AG0066,2026-03-02,8.45,4.42
S00007417,AG0066,2026-03-13,7.19,5.44
S00007418,AG0066,2026-03-04,5.99,5.56
S00007419,AG0067,2026-03-13,7.26,6.64
S00007420,AG0067,2026-03-25,5.91,5.37
S00007421,AG0067,2026-03-04,6.2,6.04
S00007422,AG0067,2026-03-18,7.99,6.68
S00007423,AG0068,2026-03-16,6.67,5.46
S00007424,AG0068,2026-03-04,6.67,6.36
S00007425,AG0068,2026-03-08,6.72,4.31
S00007426,AG0068,2026-03-04,7.28,5.5
S00007427,AG0068,2026-03-08,7.32,5.67
S00007428,AG0068,2026-03-02,5.3,4.32
S00007429,AG0068,2026-03-03,5.43,6.62
S00007430,AG0068,2026-03-13,8.94,7.47
S00007431,AG0068,2026-03-22,7.56,4.53
S00007432,AG0068,2026-03-02,6.58,6.17
S00007433,AG0068,2026-03-25,5.47,5.71
S00007434,AG0068,2026-03-21,8.24,6.36
S00007435,AG0069,2026-03-10,8.95,4.37
S00007436,AG0069,2026-03-17,6.69,4.86
S00007437,AG0069,2026-03-19,6.85,6.53
S00007438,AG0069,2026-03-13,5.31,5.71
S00007439,AG0069,2026-03-18,5.92,5.03
S00007440,AG0070,2026-03-05,10.24,5.12
S00007441,AG0070,2026-03-01,5.76,6.47
S00007442,AG0070,2026-03-08,7.0,5.98
S00007443,AG0070,2026-03-04,6.8,6.55
S00007444,AG0070,2026-03-03,6.15,6.27
S00007445,AG0070,2026-03-04,4.84,5.45
S00007446,AG0070,2026-03-18,7.69,7.05
S00007447,AG0070,2026-03-18,5.93,4.98
S00007448,AG0070,2026-03-21,8.11,5.12
S00007449,AG0070,2026-03-27,8.09,7.44
S00007450,AG0070,2026-03-14,7.07,5.94
S00007451,AG0071,2026-03-21,6.95,5.93
S00007452,AG0071,2026-03-16,7.83,5.72
S00007453,AG0071,2026-03-27,7.81,5.0
S00007454,AG0071,2026-03-23,6.6,5.07
S00007455,AG0071,2026-03-03,6.63,6.36
S00007456,AG0071,2026-03-06,6.34,5.77
S00007457,AG0071,2026-03-27,5.11,4.5
S00007458,AG0071,2026-03-11,5.77,5.85
S00007459,AG0071,2026-03-11,6.46,4.18
S00007460,AG0071,2026-03-04,5.39,5.27
S00007461,AG0071,2026-03-11,6.81,6.8
S00007462,AG0071,2026-03-02,5.41,4.72
S00007463,AG0071,2026-03-25,7.86,4.74
S00007464,AG0071,2026-03-07,4.37,3.52
S00007465,AG0072,2026-03-27,6.5,7.08
S00007466,AG0072,2026-03-09,7.23,5.45
S00007467,AG0072,2026-03-19,7.41,6.62
S00007468,AG0072,2026-03-20,7.13,6.83
S00007469,AG0073,2026-03-27,6.37,5.12
S00007470,AG0073,2026-03-23,5.39,4.72
S00007471,AG0073,2026-03-26,7.12,5.01
S00007472,AG0073,2026-03-18,5.52,4.97
S00007473,AG0073,2026-03-07,6.32,5.74
S00007474,AG0073,2026-03-03,7.03,4.56
S00007475,AG0073,2026-03-18,6.96,4.35
S00007476,AG0073,2026-03-22,6.31,5.1
S00007477,AG0073,2026-03-25,6.44,6.5
S00007478,AG0073,2026-03-17,5.12,5.02
S00007479,AG0073,2026-03-05,6.97,5.09
S00007480,AG0074,2026-03-23,6.22,5.73
S00007481,AG0074,2026-03-12,4.99,7.12
S00007482,AG0074,2026-03-24,6.57,4.89
S00007483,AG0074,2026-03-03,7.79,5.16
S00007484,AG0074,2026-03-22,6.63,5.14
S00007485,AG0074,2026-03-05,6.45,5.44
S00007486,AG0074,2026-03-19,6.24,5.83
S00007487,AG0075,2026-03-05,7.18,5.58
S00007488,AG0075,2026-03-27,9.52,5.16
S00007489,AG0075,2026-03-22,4.49,6.04
S00007490,AG0075,2026-03-15,5.44,5.03
S00007491,AG0075,2026-03-23,6.75,6.09
S00007492,AG0075,2026-03-05,6.99,5.3
S00007493,AG0075,2026-03-15,5.92,6.13
S00007494,AG0075,2026-03-09,6.89,4.79
S00007495,AG0075,2026-03-25,6.25,6.38
S00007496,AG0076,2026-03-06,8.4,5.24
S00007497,AG0076,2026-03-06,6.83,6.01
S00007498,AG0076,2026-03-09,9.5,5.88
S00007499,AG0076,2026-03-11,8.32,5.82
S00007500,AG0076,2026-03-02,5.33,5.97
S00007501,AG0076,2026-03-11,4.53,6.6
S00007502,AG0076,2026-03-16,8.41,6.05
S00007503,AG0076,2026-03-03,5.0,5.44
S00007504,AG0077,2026-03-10,9.15,4.86
S00007505,AG0077,2026-03-11,8.49,6.0
S00007506,AG0077,2026-03-10,6.51,6.48
S00007507,AG0077,2026-03-18,6.02,4.58
S00007508,AG0077,2026-03-15,4.91,4.66
S00007509,AG0077,2026-03-02,4.9,4.5
S00007510,AG0077,2026-03-27,4.3,4.49
S00007511,AG0078,2026-03-26,7.31,4.16
S00007512,AG0078,2026-03-21,5.03,6.13
S00007513,AG0078,2026-03-08,6.48,6.07
S00007514,AG0078,2026-03-04,5.77,5.38
S00007515,AG0078,2026-03-08,6.46,6.53
S00007516,AG0079,2026-03-07,5.71,4.18
S00007517,AG0079,2026-03-05,6.56,6.4
S00007518,AG0079,2026-03-27,7.25,4.58
S00007519,AG0079,2026-03-02,7.16,6.5
S00007520,AG0079,2026-03-13,5.46,5.72
S00007521,AG0079,2026-03-19,7.11,6.38
S00007522,AG0079,2026-03-08,5.97,5.81
S00007523,AG0079,2026-03-04,6.19,5.85
S00007524,AG0080,2026-03-14,6.42,3.91
S00007525,AG0080,2026-03-03,6.75,7.57
S00007526,AG0080,2026-03-20,6.45,5.29
S00007527,AG0080,2026-03-24,7.14,4.35
S00007528,AG0080,2026-03-23,7.06,5.9
S00007529,AG0080,2026-03-05,6.39,5.32
S00007530,AG0080,2026-03-16,6.17,6.86
S00007531,AG0080,2026-03-11,7.04,5.65
S00007532,AG0080,2026-03-01,7.51,5.78
S00007533,AG0080,2026-03-23,7.58,6.43
S00007534,AG0080,2026-03-10,9.63,5.99
S00007535,AG0080,2026-03-24,6.27,5.15
S00007536,AG0081,2026-03-18,7.99,3.25
S00007537,AG0081,2026-03-23,5.6,6.12
S00007538,AG0081,2026-03-06,5.2,6.25
S00007539,AG0081,2026-03-11,5.72,6.72
S00007540,AG0081,2026-03-24,8.17,5.78
S00007541,AG0081,2026-03-04,7.59,5.05
S00007542,AG0081,2026-03-19,6.64,6.64
S00007543,AG0081,2026-03-06,5.3,5.6
S00007544,AG0081,2026-03-03,6.63,6.01
S00007545,AG0081,2026-03-14,5.11,5.89
S00007546,AG0081,2026-03-20,5.3,6.5
S00007547,AG0081,2026-03-07,6.55,6.57
S00007548,AG0081,2026-03-11,6.82,4.42
S00007549,AG0082,2026-03-23,5.13,5.37
S00007550,AG0082,2026-03-06,6.69,6.7
S00007551,AG0082,2026-03-01,8.49,4.96
S00007552,AG0082,2026-03-25,6.7,4.49
S00007553,AG0082,2026-03-04,8.07,4.81
S00007554,AG0082,2026-03-18,7.75,4.56
S00007555,AG0082,2026-03-24,6.63,6.26
S00007556,AG0082,2026-03-26,6.86,4.22
S00007557,AG0082,2026-03-11,6.14,5.6
S00007558,AG0082,2026-03-19,6.92,5.57
S00007559,AG0082,2026-03-26,7.22,4.78
S00007560,AG0083,2026-03-05,5.57,5.32
S00007561,AG0083,2026-03-13,5.14,5.4
S00007562,AG0083,2026-03-08,6.11,4.63
S00007563,AG0083,2026-03-22,6.02,5.88
S00007564,AG0083,2026-03-24,8.04,5.28
S00007565,AG0083,2026-03-24,6.49,5.19
S00007566,AG0083,2026-03-17,5.79,5.89
S00007567,AG0084,2026-03-25,6.0,4.66
S00007568,AG0084,2026-03-11,7.1,6.15
S00007569,AG0084,2026-03-17,7.24,3.78
S00007570,AG0084,2026-03-14,6.26,5.5
S00007571,AG0084,2026-03-07,6.88,5.36
S00007572,AG0084,2026-03-21,7.24,5.72
S00007573,AG0084,2026-03-25,7.18,5.1
S00007574,AG0084,2026-03-13,6.51,6.71
S00007575,AG0084,2026-03-06,6.29,5.66
S00007576,AG0084,2026-03-02,5.34,6.72
S00007577,AG0084,2026-03-24,4.45,5.63
S00007578,AG0084,2026-03-08,6.55,5.43
S00007579,AG0084,2026-03-03,6.72,4.65
S00007580,AG0084,2026-03-21,6.29,6.37
S00007581,AG0085,2026-03-16,6.53,6.36
S00007582,AG0085,2026-03-09,5.2,6.54
S00007583,AG0085,2026-03-24,8.69,5.72
S00007584,AG0085,2026-03-21,6.48,4.97
S00007585,AG0086,2026-03-27,7.63,5.69
S00007586,AG0086,2026-03-14,6.58,5.92
S00007587,AG0086,2026-03-05,5.65,5.94
S00007588,AG0086,2026-03-25,7.87,5.8
S00007589,AG0087,2026-03-01,4.8,4.44
S00007590,AG0087,2026-03-04,6.0,4.87
S00007591,AG0087,2026-03-27,6.37,5.92
S00007592,AG0087,2026-03-03,4.74,5.88
S00007593,AG0087,2026-03-23,5.95,6.1
S00007594,AG0087,2026-03-23,6.62,5.94
S00007595,AG0088,2026-03-23,5.29,5.67
S00007596,AG0088,2026-03-07,8.64,5.71
S00007597,AG0088,2026-03-14,6.34,4.54
S00007598,AG0088,2026-03-18,6.26,4.07
S00007599,AG0088,2026-03-12,7.99,5.16
S00007600,AG0088,2026-03-26,6.78,5.35
S00007601,AG0088,2026-03-04,6.87,5.41
S00007602,AG0088,2026-03-15,4.32,7.54
S00007603,AG0089,2026-03-24,6.32,5.68
S00007604,AG0089,2026-03-02,6.66,6.38
S00007605,AG0089,2026-03-01,4.42,6.17
S00007606,AG0089,2026-03-04,4.58,5.44
S00007607,AG0089,2026-03-11,6.9,5.16
S00007608,AG0089,2026-03-13,7.75,4.01
S00007609,AG0089,2026-03-24,5.23,4.93
S00007610,AG0090,2026-03-01,7.15,4.38
S00007611,AG0090,2026-03-13,6.15,6.93
S00007612,AG0090,2026-03-18,6.85,6.2
S00007613,AG0090,2026-03-13,3.51,6.5
S00007614,AG0090,2026-03-24,7.96,4.18
S00007615,AG0090,2026-03-06,4.95,6.39
S00007616,AG0091,2026-03-25,5.69,4.3
S00007617,AG0091,2026-03-21,6.71,2.59
S00007618,AG0091,2026-03-08,6.21,5.36
S00007619,AG0091,2026-03-08,7.12,6.74
S00007620,AG0091,2026-03-09,4.9,6.6
S00007621,AG0092,2026-03-06,6.72,5.53
S00007622,AG0092,2026-03-26,6.73,4.64
S00007623,AG0092,2026-03-25,6.56,6.57
S00007624,AG0092,2026-03-27,5.96,4.34
S00007625,AG0092,2026-03-11,6.07,5.17
S00007626,AG0092,2026-03-18,6.86,6.15
S00007627,AG0092,2026-03-15,7.11,5.75
S00007628,AG0092,2026-03-26,7.24,2.63
S00007629,AG0092,2026-03-24,8.37,5.78
S00007630,AG0092,2026-03-27,7.21,6.2
S00007631,AG0093,2026-03-17,6.54,5.11
S00007632,AG0093,2026-03-02,4.69,5.43
S00007633,AG0093,2026-03-06,9.38,2.5
S00007634,AG0093,2026-03-10,7.56,3.84
S00007635,AG0093,2026-03-18,6.77,6.28
S00007636,AG0093,2026-03-20,6.41,5.57
S00007637,AG0093,2026-03-24,6.09,5.16
S00007638,AG0093,2026-03-12,6.34,5.83
S00007639,AG0093,2026-03-15,6.84,4.35
S00007640,AG0093,2026-03-23,6.83,3.75
S00007641,AG0093,2026-03-21,4.36,5.4
S00007642,AG0093,2026-03-04,6.78,5.89
S00007643,AG0093,2026-03-15,8.12,6.72
S00007644,AG0093,2026-03-07,7.02,4.33
S00007645,AG0094,2026-03-22,6.76,5.17
S00007646,AG0094,2026-03-04,4.2,5.05
S00007647,AG0094,2026-03-23,7.65,5.59
S00007648,AG0094,2026-03-10,6.98,6.62
S00007649,AG0094,2026-03-19,6.71,5.83
S00007650,AG0094,2026-03-16,6.39,7.84
S00007651,AG0094,2026-03-10,6.88,5.74
S00007652,AG0094,2026-03-05,7.19,5.63
S00007653,AG0094,2026-03-17,6.26,5.18
S00007654,AG0094,2026-03-26,6.4,6.34
S00007655,AG0094,2026-03-21,5.48,4.77
S00007656,AG0094,2026-03-19,6.13,6.48
S00007657,AG0095,2026-03-24,8.05,4.96
S00007658,AG0095,2026-03-27,6.96,4.67
S00007659,AG0095,2026-03-19,7.05,4.99
S00007660,AG0095,2026-03-02,6.52,6.22
S00007661,AG0095,2026-03-04,7.26,5.07
S00007662,AG0095,2026-03-13,6.49,5.24
S00007663,AG0095,2026-03-09,6.63,4.59
S00007664,AG0095,2026-03-11,4.75,5.11
S00007665,AG0095,2026-03-09,6.51,4.57
S00007666,AG0095,2026-03-16,7.61,5.82
S00007667,AG0095,2026-03-05,6.81,5.68
S00007668,AG0095,2026-03-09,5.41,5.07
S00007669,AG0095,2026-03-04,5.22,4.47
S00007670,AG0096,2026-03-12,9.6,4.41
S00007671,AG0096,2026-03-27,5.95,5.5
