event_id,account_id,event_timestamp,event_type
WA00004565,A002012,2026-05-10 20:00:00,DELIVERED
WA00004566,A002396,2026-06-13 19:00:00,DELIVERED
WA00004567,A001170,2026-05-08 21:00:00,READ
WA00004568,A003522,2026-08-11 22:00:00,READ
WA00004569,A004129,2025-09-23 12:00:00,READ
WA00004570,A001935,2026-05-22 13:00:00,SENT
WA00004571,A003909,2026-04-09 19:00:00,FAILED
WA00004572,A001557,2026-04-13 10:00:00,DELIVERED
WA00004573,A003906,2026-03-05 16:00:00,REPLIED
WA00004574,A003244,2026-08-11 13:00:00,FAILED
WA00004575,A002504,2025-11-07 12:00:00,DELIVERED
WA00004576,A004193,2026-08-07 16:00:00,DELIVERED
WA00004577,A001537,2025-09-05 16:00:00,READ
WA00004578,A002929,2025-09-27 13:00:00,READ
WA00004579,A000278,2026-05-12 11:00:00,DELIVERED
WA00004580,A001634,2026-05-14 07:00:00,SENT
WA00004581,A000495,2026-05-07 07:00:00,SENT
WA00004582,A002392,2026-06-04 11:00:00,READ
WA00004583,A003906,2025-10-20 16:00:00,DELIVERED
WA00004584,A003701,2026-07-21 20:00:00,READ
WA00004585,A001652,2025-09-14 15:00:00,READ
WA00004586,A000343,2026-07-10 08:00:00,READ
WA00004587,A001201,2025-09-27 18:00:00,READ
WA00004588,A001043,2026-01-17 11:00:00,SENT
WA00004589,A000842,2026-08-17 20:00:00,READ
WA00004590,A001024,2026-04-27 20:00:00,REPLIED
WA00004591,A002302,2026-04-17 10:00:00,READ
WA00004592,A000395,2025-09-07 17:00:00,DELIVERED
WA00004593,A002448,2026-05-08 20:00:00,READ
WA00004594,A000579,2026-04-24 15:00:00,READ
WA00004595,A003332,2026-06-19 11:00:00,DELIVERED
WA00004596,A000266,2026-08-18 20:00:00,SENT
WA00004597,A004149,2025-10-23 13:00:00,REPLIED
WA00004598,A001122,2025-09-08 09:00:00,SENT
WA00004599,A000838,2026-02-20 19:00:00,REPLIED
WA00004600,A004198,2026-03-15 16:00:00,FAILED
WA00004601,A001164,2025-11-12 11:00:00,REPLIED
WA00004602,A004190,2026-07-18 21:00:00,DELIVERED
WA00004603,A003303,2026-01-14 07:00:00,DELIVERED
WA00004604,A001308,2026-04-01 07:00:00,SENT
WA00004605,A001827,2026-03-10 08:00:00,DELIVERED
WA00004606,A001232,2026-03-21 10:00:00,FAILED
WA00004607,A001812,2026-08-18 12:00:00,DELIVERED
WA00004608,A003234,2025-11-18 17:00:00,SENT
WA00004609,A003870,2026-01-21 20:00:00,READ
WA00004610,A003688,2025-12-21 16:00:00,READ
WA00004611,A003734,2026-07-01 20:00:00,READ
WA00004612,A001439,2026-08-23 16:00:00,SENT
WA00004613,A003813,2025-09-14 10:00:00,DELIVERED
WA00004614,A002919,2025-11-13 10:00:00,DELIVERED
WA00004615,A001099,2026-02-20 11:00:00,DELIVERED
WA00004616,A001544,2026-06-18 19:00:00,READ
WA00004617,A002340,2026-03-23 12:00:00,DELIVERED
WA00004618,A000082,2026-05-19 08:00:00,READ
WA00004619,A001966,2026-06-11 14:00:00,DELIVERED
WA00004620,A000728,2026-01-03 20:00:00,DELIVERED
WA00004621,A003825,2026-06-12 19:00:00,REPLIED
WA00004622,A002712,2026-04-08 18:00:00,DELIVERED
WA00004623,A003141,2025-09-14 17:00:00,DELIVERED
WA00004624,A004029,2026-03-04 09:00:00,DELIVERED
WA00004625,A002346,2026-03-01 07:00:00,FAILED
WA00004626,A003649,2026-02-06 19:00:00,FAILED
WA00004627,A001866,2026-04-14 17:00:00,FAILED
WA00004628,A000804,2025-11-22 08:00:00,READ
WA00004629,A004156,2026-01-02 21:00:00,DELIVERED
WA00004630,A001848,2025-10-06 22:00:00,SENT
WA00004631,A003160,2026-05-20 12:00:00,REPLIED
WA00004632,A002082,2026-07-12 20:00:00,FAILED
WA00004633,A002538,2026-01-04 16:00:00,REPLIED
WA00004634,A003877,2026-05-10 07:00:00,REPLIED
WA00004635,A002671,2025-11-18 21:00:00,DELIVERED
WA00004636,A000498,2025-10-02 13:00:00,DELIVERED
WA00004637,A002105,2025-11-14 11:00:00,READ
WA00004638,A003290,2026-07-20 15:00:00,READ
WA00004639,A003501,2026-01-23 09:00:00,DELIVERED
WA00004640,A002109,2026-02-13 16:00:00,SENT
WA00004641,A001767,2026-07-09 13:00:00,FAILED
WA00004642,A002548,2025-12-20 12:00:00,DELIVERED
WA00004643,A000117,2026-05-03 17:00:00,READ
WA00004644,A000367,2025-09-12 13:00:00,SENT
WA00004645,A003591,2025-12-21 08:00:00,DELIVERED
WA00004646,A002285,2026-05-17 20:00:00,REPLIED
WA00004647,A003972,2025-11-18 15:00:00,DELIVERED
WA00004648,A002666,2026-02-13 20:00:00,READ
WA00004649,A000819,2025-11-13 10:00:00,DELIVERED
WA00004650,A000188,2026-07-02 22:00:00,DELIVERED
WA00004651,A000389,2025-12-22 15:00:00,FAILED
WA00004652,A001753,2026-07-19 14:00:00,DELIVERED
WA00004653,A001984,2026-04-07 22:00:00,DELIVERED
WA00004654,A002894,2025-11-12 17:00:00,REPLIED
WA00004655,A003903,2025-12-17 21:00:00,SENT
WA00004656,A002009,2026-01-22 15:00:00,READ
WA00004657,A003740,2026-06-16 10:00:00,DELIVERED
WA00004658,A000791,2026-06-12 07:00:00,REPLIED
WA00004659,A000033,2025-09-11 07:00:00,READ
WA00004660,A004089,2026-04-10 19:00:00,SENT
WA00004661,A002117,2026-08-06 21:00:00,READ
WA00004662,A002725,2025-11-21 13:00:00,DELIVERED
WA00004663,A001532,2026-02-23 15:00:00,REPLIED
WA00004664,A003367,2026-03-18 17:00:00,FAILED
WA00004665,A002778,2026-03-11 16:00:00,READ
WA00004666,A003333,2025-10-25 13:00:00,READ
WA00004667,A001174,2026-05-25 19:00:00,DELIVERED
WA00004668,A000307,2025-11-13 10:00:00,DELIVERED
WA00004669,A001854,2026-08-25 13:00:00,REPLIED
WA00004670,A004048,2026-05-22 20:00:00,FAILED
WA00004671,A002169,2025-09-14 07:00:00,READ
WA00004672,A001578,2026-02-20 20:00:00,READ
WA00004673,A000781,2025-10-23 07:00:00,READ
WA00004674,A001708,2026-02-09 14:00:00,SENT
WA00004675,A000361,2025-11-04 14:00:00,DELIVERED
WA00004676,A000899,2025-10-19 15:00:00,REPLIED
WA00004677,A001347,2026-07-11 16:00:00,DELIVERED
WA00004678,A004187,2025-12-07 16:00:00,SENT
WA00004679,A002944,2025-11-26 09:00:00,DELIVERED
WA00004680,A002461,2025-10-10 22:00:00,REPLIED
WA00004681,A000702,2025-09-18 22:00:00,REPLIED
WA00004682,A002806,2026-03-14 11:00:00,READ
WA00004683,A002250,2026-08-18 08:00:00,DELIVERED
WA00004684,A003765,2025-09-19 14:00:00,DELIVERED
WA00004685,A003325,2025-12-18 16:00:00,REPLIED
WA00004686,A000992,2026-08-11 22:00:00,DELIVERED
WA00004687,A002449,2026-02-18 17:00:00,DELIVERED
WA00004688,A003164,2026-08-22 11:00:00,REPLIED
WA00004689,A004082,2025-12-24 16:00:00,DELIVERED
WA00004690,A002248,2025-11-21 19:00:00,DELIVERED
WA00004691,A003022,2026-02-19 21:00:00,READ
WA00004692,A001594,2026-07-22 20:00:00,DELIVERED
WA00004693,A000745,2026-01-24 19:00:00,DELIVERED
WA00004694,A004085,2025-11-27 13:00:00,SENT
WA00004695,A003115,2025-12-05 12:00:00,READ
WA00004696,A001413,2026-04-11 09:00:00,REPLIED
WA00004697,A002900,2026-08-20 13:00:00,SENT
WA00004698,A003674,2026-03-16 20:00:00,DELIVERED
WA00004699,A003526,2026-04-21 18:00:00,DELIVERED
WA00004700,A000551,2026-02-11 19:00:00,REPLIED
WA00004701,A003065,2026-05-21 10:00:00,READ
WA00004702,A001897,2025-10-08 19:00:00,DELIVERED
WA00004703,A003510,2026-02-26 20:00:00,READ
WA00004704,A000007,2026-04-03 17:00:00,DELIVERED
WA00004705,A001476,2026-03-19 14:00:00,FAILED
WA00004706,A003782,2025-12-08 09:00:00,DELIVERED
WA00004707,A002846,2026-01-16 16:00:00,FAILED
WA00004708,A000464,2025-11-26 11:00:00,DELIVERED
WA00004709,A001788,2025-09-11 08:00:00,REPLIED
WA00004710,A004145,2026-07-13 18:00:00,REPLIED
WA00004711,A003596,2026-07-14 13:00:00,SENT
WA00004712,A001647,2026-07-11 08:00:00,READ
WA00004713,A001045,2026-01-20 12:00:00,DELIVERED
WA00004714,A001118,2025-12-03 16:00:00,REPLIED
WA00004715,A003748,2025-09-15 08:00:00,DELIVERED
WA00004716,A001166,2026-07-21 12:00:00,READ
WA00004717,A002399,2026-08-04 20:00:00,READ
WA00004718,A003148,2026-04-25 09:00:00,SENT
WA00004719,A003249,2025-12-25 16:00:00,READ
WA00004720,A003562,2026-01-21 07:00:00,REPLIED
WA00004721,A002852,2025-10-10 19:00:00,REPLIED
WA00004722,A000955,2026-06-05 13:00:00,REPLIED
WA00004723,A002017,2025-11-07 09:00:00,FAILED
WA00004724,A000683,2026-01-22 08:00:00,FAILED
WA00004725,A004160,2025-10-09 07:00:00,REPLIED
WA00004726,A002338,2026-01-23 13:00:00,DELIVERED
WA00004727,A001950,2026-05-14 15:00:00,DELIVERED
WA00004728,A000843,2026-07-18 21:00:00,READ
WA00004729,A002848,2025-09-25 07:00:00,DELIVERED
WA00004730,A003607,2025-12-13 10:00:00,DELIVERED
WA00004731,A001479,2026-01-23 15:00:00,REPLIED
WA00004732,A003864,2026-03-13 13:00:00,DELIVERED
WA00004733,A003049,2025-12-03 21:00:00,REPLIED
WA00004734,A002598,2026-01-12 12:00:00,DELIVERED
WA00004735,A002689,2025-12-04 13:00:00,SENT
WA00004736,A002785,2025-10-23 17:00:00,READ
WA00004737,A000425,2025-12-18 08:00:00,READ
WA00004738,A002784,2025-10-27 19:00:00,SENT
WA00004739,A002721,2026-06-10 11:00:00,DELIVERED
WA00004740,A001774,2026-05-05 12:00:00,DELIVERED
WA00004741,A002073,2026-08-17 13:00:00,READ
WA00004742,A001764,2025-10-17 13:00:00,READ
WA00004743,A003373,2026-01-25 21:00:00,DELIVERED
WA00004744,A000054,2025-11-19 08:00:00,DELIVERED
WA00004745,A000068,2025-09-20 21:00:00,REPLIED
WA00004746,A000425,2026-05-08 20:00:00,REPLIED
WA00004747,A003550,2025-12-22 21:00:00,READ
WA00004748,A000885,2025-12-20 11:00:00,REPLIED
WA00004749,A001524,2026-07-03 07:00:00,READ
WA00004750,A002993,2026-08-11 16:00:00,READ
WA00004751,A003891,2026-03-19 16:00:00,DELIVERED
WA00004752,A002862,2026-01-27 07:00:00,DELIVERED
WA00004753,A000171,2026-04-13 11:00:00,DELIVERED
WA00004754,A002582,2026-07-25 10:00:00,SENT
WA00004755,A000371,2025-12-23 18:00:00,DELIVERED
WA00004756,A001835,2026-04-04 21:00:00,READ
WA00004757,A000973,2025-09-10 17:00:00,REPLIED
WA00004758,A003806,2026-06-27 07:00:00,READ
WA00004759,A000190,2025-10-15 17:00:00,DELIVERED
WA00004760,A000221,2026-02-26 14:00:00,DELIVERED
WA00004761,A002044,2026-03-11 17:00:00,SENT
WA00004762,A002694,2025-09-20 18:00:00,READ
WA00004763,A004146,2026-02-08 15:00:00,SENT
WA00004764,A001215,2026-04-04 15:00:00,REPLIED
WA00004765,A000972,2026-06-03 18:00:00,REPLIED
WA00004766,A000544,2026-08-26 15:00:00,READ
WA00004767,A002115,2025-11-03 13:00:00,READ
WA00004768,A001740,2026-07-14 19:00:00,REPLIED
WA00004769,A001409,2026-05-24 17:00:00,SENT
WA00004770,A003952,2026-03-14 16:00:00,READ
WA00004771,A004046,2026-08-15 15:00:00,DELIVERED
WA00004772,A000641,2026-08-14 07:00:00,REPLIED
WA00004773,A001904,2025-12-23 13:00:00,FAILED
WA00004774,A003918,2025-10-09 11:00:00,DELIVERED
WA00004775,A003786,2026-01-22 12:00:00,READ
WA00004776,A000515,2026-03-07 11:00:00,DELIVERED
WA00004777,A003311,2025-10-16 19:00:00,DELIVERED
WA00004778,A000235,2026-04-21 17:00:00,DELIVERED
WA00004779,A000524,2025-12-27 18:00:00,READ
WA00004780,A003288,2025-10-26 14:00:00,SENT
WA00004781,A001882,2025-09-20 14:00:00,READ
WA00004782,A003232,2026-06-16 17:00:00,DELIVERED
WA00004783,A000429,2026-07-15 09:00:00,READ
WA00004784,A003148,2026-07-03 18:00:00,SENT
WA00004785,A000100,2026-08-16 21:00:00,SENT
WA00004786,A003872,2025-09-14 21:00:00,SENT
WA00004787,A001671,2025-09-11 16:00:00,FAILED
WA00004788,A003686,2026-08-22 11:00:00,FAILED
WA00004789,A001069,2025-10-26 07:00:00,DELIVERED
WA00004790,A000672,2025-11-07 21:00:00,DELIVERED
WA00004791,A001336,2026-03-19 12:00:00,REPLIED
WA00004792,A003899,2026-01-10 13:00:00,REPLIED
WA00004793,A002067,2026-06-04 21:00:00,FAILED
WA00004794,A000216,2025-10-09 16:00:00,FAILED
WA00004795,A000802,2025-11-14 18:00:00,DELIVERED
WA00004796,A002888,2026-05-08 15:00:00,DELIVERED
WA00004797,A003877,2026-01-22 16:00:00,REPLIED
WA00004798,A002006,2025-09-12 17:00:00,FAILED
WA00004799,A001423,2026-07-04 11:00:00,REPLIED
WA00004800,A002236,2026-07-03 15:00:00,DELIVERED
WA00004801,A001123,2026-02-06 17:00:00,REPLIED
WA00004802,A003172,2025-10-26 14:00:00,REPLIED
WA00004803,A002249,2026-03-26 14:00:00,FAILED
WA00004804,A001533,2025-10-10 17:00:00,SENT
WA00004805,A001098,2026-04-25 12:00:00,DELIVERED
WA00004806,A004053,2025-11-25 21:00:00,READ
WA00004807,A004099,2026-06-20 14:00:00,DELIVERED
WA00004808,A002976,2026-01-23 12:00:00,SENT
WA00004809,A002182,2026-03-06 14:00:00,DELIVERED
WA00004810,A004038,2025-09-15 07:00:00,REPLIED
WA00004811,A002498,2026-07-25 15:00:00,REPLIED
WA00004812,A001062,2026-03-08 17:00:00,DELIVERED
WA00004813,A001678,2026-03-13 21:00:00,REPLIED
WA00004814,A002626,2026-08-05 20:00:00,READ
WA00004815,A003696,2026-07-20 22:00:00,SENT
WA00004816,A003803,2025-11-17 14:00:00,READ
WA00004817,A003439,2026-02-17 08:00:00,DELIVERED
WA00004818,A003181,2025-12-06 13:00:00,DELIVERED
WA00004819,A003560,2025-09-21 18:00:00,FAILED
WA00004820,A000807,2026-03-20 07:00:00,REPLIED
WA00004821,A003932,2025-11-09 22:00:00,DELIVERED
WA00004822,A003892,2026-02-25 18:00:00,DELIVERED
WA00004823,A003585,2026-02-12 20:00:00,REPLIED
WA00004824,A000747,2025-11-18 17:00:00,DELIVERED
WA00004825,A001909,2025-09-16 19:00:00,READ
WA00004826,A003607,2026-02-14 12:00:00,DELIVERED
WA00004827,A001284,2026-02-11 15:00:00,FAILED
WA00004828,A000455,2025-09-27 19:00:00,READ
WA00004829,A003094,2025-10-21 13:00:00,DELIVERED
WA00004830,A000516,2026-01-24 18:00:00,DELIVERED
WA00004831,A003245,2025-11-27 11:00:00,DELIVERED
WA00004832,A003519,2026-03-16 20:00:00,SENT
WA00004833,A002449,2025-09-15 13:00:00,DELIVERED
WA00004834,A000500,2025-11-24 09:00:00,READ
WA00004835,A003948,2025-10-06 20:00:00,DELIVERED
WA00004836,A003407,2026-01-06 19:00:00,FAILED
WA00004837,A003160,2026-02-11 18:00:00,READ
WA00004838,A003345,2026-04-14 12:00:00,REPLIED
WA00004839,A001804,2026-03-13 10:00:00,READ
WA00004840,A002152,2026-01-13 09:00:00,SENT
WA00004841,A003736,2026-06-23 17:00:00,DELIVERED
WA00004842,A002524,2026-07-25 16:00:00,FAILED
WA00004843,A001593,2026-02-11 07:00:00,DELIVERED
WA00004844,A000549,2026-03-10 12:00:00,SENT
WA00004845,A002528,2025-09-21 10:00:00,FAILED
WA00004846,A002538,2025-10-15 21:00:00,DELIVERED
WA00004847,A002016,2026-08-15 11:00:00,READ
WA00004848,A001212,2025-11-05 14:00:00,REPLIED
WA00004849,A001425,2025-12-06 09:00:00,READ
WA00004850,A000279,2025-09-08 15:00:00,READ
WA00004851,A003984,2026-08-19 12:00:00,SENT
WA00004852,A000840,2026-03-03 21:00:00,READ
WA00004853,A000546,2025-09-26 18:00:00,REPLIED
WA00004854,A000943,2026-06-24 10:00:00,DELIVERED
WA00004855,A000151,2026-02-22 11:00:00,READ
WA00004856,A001378,2026-01-04 21:00:00,FAILED
WA00004857,A000324,2026-06-20 09:00:00,DELIVERED
WA00004858,A001206,2025-09-26 22:00:00,REPLIED
WA00004859,A000722,2025-09-06 10:00:00,READ
WA00004860,A000391,2026-03-04 22:00:00,REPLIED
WA00004861,A002468,2026-04-15 22:00:00,DELIVERED
WA00004862,A003133,2026-08-26 15:00:00,DELIVERED
WA00004863,A003597,2026-03-03 07:00:00,SENT
WA00004864,A002271,2026-04-09 11:00:00,REPLIED
WA00004865,A002843,2026-02-22 14:00:00,SENT
WA00004866,A000859,2025-10-23 21:00:00,DELIVERED
WA00004867,A001277,2026-08-01 17:00:00,READ
WA00004868,A001016,2026-04-02 16:00:00,REPLIED
WA00004869,A001496,2026-02-17 11:00:00,SENT
WA00004870,A001032,2026-01-23 22:00:00,DELIVERED
WA00004871,A000048,2026-01-18 07:00:00,REPLIED
WA00004872,A000515,2025-12-12 16:00:00,READ
WA00004873,A000726,2026-06-23 21:00:00,DELIVERED
WA00004874,A000474,2026-03-12 18:00:00,DELIVERED
WA00004875,A000385,2025-09-16 21:00:00,SENT
WA00004876,A001360,2026-05-08 17:00:00,DELIVERED
WA00004877,A002561,2026-08-23 09:00:00,READ
WA00004878,A001585,2026-06-01 19:00:00,DELIVERED
WA00004879,A000255,2025-11-05 09:00:00,READ
WA00004880,A003280,2026-06-27 17:00:00,SENT
WA00004881,A001745,2026-08-06 20:00:00,READ
WA00004882,A000939,2025-09-19 14:00:00,REPLIED
WA00004883,A002003,2026-07-13 12:00:00,SENT
WA00004884,A003707,2025-09-18 12:00:00,READ
WA00004885,A002101,2025-11-15 15:00:00,REPLIED
WA00004886,A001221,2026-05-08 11:00:00,DELIVERED
WA00004887,A000809,2026-06-16 21:00:00,DELIVERED
WA00004888,A000134,2026-07-14 16:00:00,DELIVERED
WA00004889,A003365,2025-11-03 15:00:00,READ
WA00004890,A000250,2026-06-11 17:00:00,SENT
WA00004891,A001531,2026-05-11 22:00:00,READ
WA00004892,A004024,2025-12-15 21:00:00,SENT
WA00004893,A000077,2025-11-26 20:00:00,REPLIED
WA00004894,A002863,2026-01-19 20:00:00,DELIVERED
WA00004895,A000126,2026-05-11 07:00:00,READ
WA00004896,A003921,2025-12-01 15:00:00,DELIVERED
WA00004897,A000072,2026-04-19 15:00:00,READ
WA00004898,A002792,2026-04-02 10:00:00,READ
WA00004899,A002577,2026-08-01 13:00:00,DELIVERED
WA00004900,A003625,2025-11-21 14:00:00,READ
WA00004901,A003239,2026-04-11 07:00:00,READ
WA00004902,A000979,2026-01-13 08:00:00,DELIVERED
WA00004903,A002106,2025-12-27 15:00:00,SENT
WA00004904,A003726,2026-07-03 13:00:00,READ
WA00004905,A000607,2026-03-07 20:00:00,FAILED
WA00004906,A001819,2026-08-08 20:00:00,DELIVERED
WA00004907,A002054,2026-02-08 16:00:00,READ
WA00004908,A002867,2025-12-17 22:00:00,REPLIED
WA00004909,A003570,2026-03-03 12:00:00,REPLIED
WA00004910,A001944,2025-10-24 10:00:00,DELIVERED
WA00004911,A003050,2025-09-18 10:00:00,READ
WA00004912,A001529,2026-04-22 10:00:00,SENT
WA00004913,A000800,2026-08-25 17:00:00,REPLIED
WA00004914,A001110,2026-05-17 16:00:00,DELIVERED
WA00004915,A001730,2026-02-07 13:00:00,DELIVERED
WA00004916,A000665,2026-06-19 12:00:00,READ
WA00004917,A003768,2026-02-13 17:00:00,READ
WA00004918,A001645,2026-01-15 08:00:00,DELIVERED
WA00004919,A000514,2026-05-03 22:00:00,READ
WA00004920,A001849,2026-08-16 22:00:00,FAILED
WA00004921,A001382,2025-11-23 22:00:00,DELIVERED
WA00004922,A002847,2026-05-19 15:00:00,READ
WA00004923,A001608,2026-03-21 16:00:00,READ
WA00004924,A001950,2025-12-12 21:00:00,SENT
WA00004925,A001332,2026-08-16 09:00:00,DELIVERED
WA00004926,A003004,2025-11-03 15:00:00,SENT
WA00004927,A000457,2026-06-01 16:00:00,REPLIED
WA00004928,A001511,2026-04-25 09:00:00,DELIVERED
WA00004929,A002978,2026-04-04 13:00:00,DELIVERED
WA00004930,A002399,2025-09-21 10:00:00,SENT
WA00004931,A002335,2026-08-21 12:00:00,REPLIED
WA00004932,A000120,2026-08-23 20:00:00,FAILED
WA00004933,A000427,2026-07-27 21:00:00,DELIVERED
WA00004934,A002124,2026-06-19 09:00:00,SENT
WA00004935,A002216,2025-11-06 07:00:00,READ
WA00004936,A002773,2026-08-05 20:00:00,SENT
WA00004937,A001696,2026-02-18 11:00:00,DELIVERED
WA00004938,A001325,2026-03-06 22:00:00,DELIVERED
WA00004939,A002568,2026-08-11 09:00:00,SENT
WA00004940,A000184,2026-02-18 14:00:00,READ
WA00004941,A002015,2026-04-24 14:00:00,FAILED
WA00004942,A001331,2026-05-06 11:00:00,REPLIED
WA00004943,A000732,2026-02-22 16:00:00,READ
WA00004944,A002437,2026-01-15 08:00:00,DELIVERED
WA00004945,A002590,2025-12-20 10:00:00,FAILED
WA00004946,A000655,2026-03-20 14:00:00,SENT
WA00004947,A001701,2025-12-20 08:00:00,DELIVERED
WA00004948,A001736,2026-04-26 10:00:00,DELIVERED
WA00004949,A004077,2025-11-17 15:00:00,SENT
WA00004950,A003234,2025-09-18 22:00:00,DELIVERED
WA00004951,A002247,2026-03-26 09:00:00,SENT
WA00004952,A002572,2026-01-07 12:00:00,DELIVERED
WA00004953,A001712,2025-10-03 15:00:00,SENT
WA00004954,A000372,2026-05-23 16:00:00,DELIVERED
WA00004955,A001888,2025-09-07 09:00:00,SENT
WA00004956,A001186,2026-02-18 15:00:00,DELIVERED
WA00004957,A001267,2026-05-19 16:00:00,DELIVERED
WA00004958,A001608,2026-07-05 22:00:00,READ
WA00004959,A000478,2026-08-08 12:00:00,READ
WA00004960,A003788,2026-04-17 07:00:00,READ
WA00004961,A001789,2026-08-18 12:00:00,REPLIED
WA00004962,A003778,2026-06-10 19:00:00,DELIVERED
WA00004963,A001843,2025-11-12 22:00:00,REPLIED
WA00004964,A001240,2026-03-02 09:00:00,READ
WA00004965,A001699,2026-02-15 10:00:00,READ
WA00004966,A001992,2026-07-01 22:00:00,REPLIED
WA00004967,A003653,2026-03-13 19:00:00,READ
WA00004968,A001750,2026-06-22 18:00:00,FAILED
WA00004969,A000923,2026-07-27 07:00:00,REPLIED
WA00004970,A003421,2025-09-19 09:00:00,DELIVERED
WA00004971,A000905,2026-07-03 16:00:00,SENT
WA00004972,A000649,2026-02-14 08:00:00,READ
WA00004973,A002879,2026-06-22 18:00:00,FAILED
WA00004974,A003411,2025-10-19 13:00:00,READ
WA00004975,A001462,2026-01-27 09:00:00,REPLIED
WA00004976,A000757,2026-07-19 13:00:00,REPLIED
WA00004977,A000120,2026-03-21 16:00:00,DELIVERED
WA00004978,A000873,2026-02-21 17:00:00,READ
WA00004979,A003345,2026-07-12 18:00:00,SENT
WA00004980,A002331,2025-12-14 18:00:00,FAILED
WA00004981,A004085,2026-06-09 13:00:00,FAILED
WA00004982,A002901,2025-09-03 11:00:00,DELIVERED
WA00004983,A003491,2026-03-14 19:00:00,DELIVERED
WA00004984,A002752,2026-05-25 12:00:00,DELIVERED
WA00004985,A003306,2026-05-03 18:00:00,REPLIED
WA00004986,A000152,2026-06-26 11:00:00,DELIVERED
WA00004987,A003697,2026-01-19 13:00:00,REPLIED
WA00004988,A001997,2026-04-18 10:00:00,REPLIED
WA00004989,A003043,2026-07-10 16:00:00,READ
WA00004990,A000951,2025-10-24 07:00:00,SENT
WA00004991,A001908,2026-08-14 14:00:00,REPLIED
WA00004992,A002771,2025-10-03 15:00:00,READ
WA00004993,A004199,2026-05-16 08:00:00,DELIVERED
WA00004994,A000883,2026-03-23 17:00:00,FAILED
WA00004995,A002984,2025-11-19 21:00:00,SENT
WA00004996,A000348,2025-12-03 22:00:00,DELIVERED
WA00004997,A002885,2026-06-04 22:00:00,REPLIED
WA00004998,A001591,2025-11-04 13:00:00,DELIVERED
WA00004999,A000151,2025-10-04 17:00:00,READ
WA00005000,A002199,2026-02-16 16:00:00,DELIVERED
WA00005001,A000366,2026-05-12 21:00:00,DELIVERED
WA00005002,A001179,2025-11-17 21:00:00,READ
WA00005003,A000752,2026-03-12 12:00:00,DELIVERED
WA00005004,A002760,2026-03-22 11:00:00,SENT
WA00005005,A001888,2026-04-19 13:00:00,DELIVERED
WA00005006,A001949,2025-10-05 16:00:00,FAILED
WA00005007,A001431,2026-08-15 19:00:00,SENT
WA00005008,A002825,2026-04-12 13:00:00,READ
WA00005009,A002473,2025-12-18 17:00:00,SENT
WA00005010,A004139,2025-10-27 07:00:00,SENT
WA00005011,A002761,2025-10-23 17:00:00,DELIVERED
WA00005012,A002215,2026-05-01 21:00:00,READ
WA00005013,A004044,2026-08-11 13:00:00,DELIVERED
WA00005014,A002207,2026-08-19 08:00:00,READ
WA00005015,A002656,2026-01-12 10:00:00,READ
WA00005016,A002306,2025-12-21 22:00:00,DELIVERED
WA00005017,A003184,2026-03-05 07:00:00,REPLIED
WA00005018,A004035,2026-01-08 21:00:00,DELIVERED
WA00005019,A001483,2026-01-19 20:00:00,READ
WA00005020,A001993,2025-10-16 13:00:00,SENT
WA00005021,A001013,2026-01-21 18:00:00,SENT
WA00005022,A001230,2026-03-03 11:00:00,DELIVERED
WA00005023,A003553,2025-12-07 07:00:00,SENT
WA00005024,A002431,2026-02-26 14:00:00,DELIVERED
WA00005025,A003453,2026-05-05 12:00:00,DELIVERED
WA00005026,A002519,2026-04-09 22:00:00,SENT
WA00005027,A002262,2026-04-15 08:00:00,REPLIED
WA00005028,A000294,2026-02-06 12:00:00,READ
WA00005029,A003253,2025-12-03 18:00:00,REPLIED
WA00005030,A001115,2026-02-16 11:00:00,SENT
WA00005031,A000058,2025-12-02 18:00:00,DELIVERED
WA00005032,A001750,2025-10-01 09:00:00,REPLIED
WA00005033,A003580,2026-02-22 13:00:00,SENT
WA00005034,A000801,2026-03-26 08:00:00,READ
WA00005035,A002530,2026-07-22 14:00:00,READ
WA00005036,A001685,2026-07-20 07:00:00,SENT
WA00005037,A002800,2025-11-14 09:00:00,READ
WA00005038,A000558,2025-09-23 22:00:00,SENT
WA00005039,A000668,2025-12-15 22:00:00,REPLIED
WA00005040,A001203,2025-10-06 09:00:00,READ
WA00005041,A003243,2026-02-16 19:00:00,REPLIED
WA00005042,A002567,2026-03-27 11:00:00,DELIVERED
WA00005043,A003024,2025-09-15 08:00:00,SENT
WA00005044,A000453,2025-09-08 10:00:00,SENT
WA00005045,A004082,2026-06-10 16:00:00,READ
WA00005046,A000027,2025-12-26 22:00:00,READ
WA00005047,A003702,2025-10-10 14:00:00,REPLIED
WA00005048,A004191,2026-02-16 13:00:00,READ
WA00005049,A003170,2026-04-04 12:00:00,DELIVERED
WA00005050,A002111,2026-01-12 21:00:00,READ
WA00005051,A002275,2026-06-12 19:00:00,DELIVERED
WA00005052,A000343,2025-10-24 14:00:00,DELIVERED
WA00005053,A000564,2025-09-21 15:00:00,FAILED
WA00005054,A001803,2026-07-15 11:00:00,FAILED
WA00005055,A003236,2025-09-02 15:00:00,REPLIED
WA00005056,A002866,2025-12-20 13:00:00,SENT
WA00005057,A000503,2026-07-22 09:00:00,DELIVERED
WA00005058,A002060,2025-12-10 13:00:00,SENT
WA00005059,A002096,2026-03-14 14:00:00,DELIVERED
WA00005060,A000822,2026-01-17 07:00:00,DELIVERED
