complaint_id,account_id,complaint_timestamp,complaint_type,status
COMP0000809,A001850,2025-12-19,WRONG_PERSON,RESOLVED
COMP0000810,A002811,2026-06-04,WRONG_PERSON,OPEN
COMP0000811,A000729,2026-02-19,WRONG_PERSON,CLOSED
COMP0000812,A003458,2026-03-22,WRONG_PERSON,RESOLVED
COMP0000813,A003286,2025-11-20,OTHER,CLOSED
COMP0000814,A000562,2025-11-24,TOO_MANY_CALLS,CLOSED
COMP0000815,A003324,2025-10-09,OTHER,CLOSED
COMP0000816,A000573,2026-07-20,WRONG_PERSON,OPEN
COMP0000817,A000536,2026-04-10,WRONG_PERSON,OPEN
COMP0000818,A003850,2026-04-14,WRONG_PERSON,CLOSED
COMP0000819,A002236,2025-09-21,OTHER,OPEN
COMP0000820,A000690,2026-01-19,WRONG_PERSON,OPEN
COMP0000821,A002763,2025-09-20,OTHER,OPEN
COMP0000822,A000097,2025-12-01,TOO_MANY_CALLS,RESOLVED
COMP0000823,A001850,2026-04-20,TOO_MANY_CALLS,OPEN
COMP0000824,A004159,2026-02-04,WRONG_PERSON,OPEN
COMP0000825,A003964,2026-03-22,TOO_MANY_CALLS,CLOSED
COMP0000826,A002369,2025-11-01,OTHER,RESOLVED
COMP0000827,A001972,2025-11-22,OTHER,CLOSED
COMP0000828,A002858,2026-01-01,OTHER,OPEN
COMP0000829,A002605,2026-07-20,AGENT_BEHAVIOR,CLOSED
COMP0000830,A002956,2026-04-24,OTHER,OPEN
COMP0000831,A003212,2025-09-23,OTHER,RESOLVED
COMP0000832,A000930,2026-03-02,AGENT_BEHAVIOR,RESOLVED
COMP0000833,A003095,2025-11-14,OTHER,OPEN
COMP0000834,A000947,2026-03-04,TOO_MANY_CALLS,CLOSED
COMP0000835,A003007,2025-12-16,OTHER,CLOSED
COMP0000836,A003493,2026-06-10,AGENT_BEHAVIOR,OPEN
COMP0000837,A002958,2026-02-19,AGENT_BEHAVIOR,CLOSED
COMP0000838,A001605,2026-02-07,OTHER,RESOLVED
COMP0000839,A000855,2025-11-25,TOO_MANY_CALLS,RESOLVED
COMP0000840,A002071,2026-05-10,OTHER,RESOLVED
COMP0000841,A000886,2026-06-10,WRONG_PERSON,CLOSED
COMP0000842,A001928,2026-07-07,OTHER,RESOLVED
COMP0000843,A002809,2026-02-06,OTHER,OPEN
COMP0000844,A002602,2026-08-01,TOO_MANY_CALLS,CLOSED
COMP0000845,A003257,2026-05-10,AGENT_BEHAVIOR,RESOLVED
COMP0000846,A003338,2026-04-22,OTHER,OPEN
COMP0000847,A000537,2026-03-09,TOO_MANY_CALLS,OPEN
COMP0000848,A002715,2026-04-14,WRONG_PERSON,CLOSED
COMP0000849,A003647,2026-07-01,WRONG_PERSON,CLOSED
COMP0000850,A002096,2026-07-07,AGENT_BEHAVIOR,OPEN
COMP0000851,A003792,2026-02-20,AGENT_BEHAVIOR,CLOSED
COMP0000852,A001436,2026-07-22,OTHER,CLOSED
COMP0000853,A004042,2025-10-08,OTHER,CLOSED
COMP0000854,A001713,2026-04-20,TOO_MANY_CALLS,RESOLVED
COMP0000855,A003229,2025-11-03,OTHER,RESOLVED
COMP0000856,A003931,2026-04-20,AGENT_BEHAVIOR,RESOLVED
COMP0000857,A001826,2026-06-09,TOO_MANY_CALLS,OPEN
COMP0000858,A004146,2025-09-21,WRONG_PERSON,OPEN
COMP0000859,A002423,2025-12-02,WRONG_PERSON,CLOSED
COMP0000860,A002477,2025-10-21,OTHER,CLOSED
COMP0000861,A001961,2026-05-01,AGENT_BEHAVIOR,RESOLVED
COMP0000862,A001531,2026-08-18,TOO_MANY_CALLS,RESOLVED
COMP0000863,A003533,2026-02-09,TOO_MANY_CALLS,CLOSED
COMP0000864,A002157,2025-11-03,WRONG_PERSON,OPEN
COMP0000865,A000716,2026-01-16,AGENT_BEHAVIOR,CLOSED
COMP0000866,A002925,2026-01-18,WRONG_PERSON,RESOLVED
COMP0000867,A000241,2026-08-12,WRONG_PERSON,OPEN
COMP0000868,A003347,2026-08-15,WRONG_PERSON,CLOSED
COMP0000869,A002342,2026-08-04,AGENT_BEHAVIOR,RESOLVED
COMP0000870,A003554,2026-03-10,OTHER,OPEN
COMP0000871,A000587,2025-12-20,OTHER,RESOLVED
COMP0000872,A002813,2026-06-13,WRONG_PERSON,CLOSED
COMP0000873,A001498,2026-01-20,OTHER,RESOLVED
COMP0000874,A001207,2026-07-16,TOO_MANY_CALLS,RESOLVED
COMP0000875,A000337,2026-05-02,TOO_MANY_CALLS,CLOSED
COMP0000876,A001478,2026-01-16,AGENT_BEHAVIOR,CLOSED
COMP0000877,A004158,2026-04-18,AGENT_BEHAVIOR,OPEN
COMP0000878,A001739,2025-11-12,TOO_MANY_CALLS,RESOLVED
COMP0000879,A004180,2026-01-16,WRONG_PERSON,CLOSED
COMP0000880,A000727,2025-09-14,TOO_MANY_CALLS,CLOSED
COMP0000881,A004189,2026-01-20,OTHER,CLOSED
COMP0000882,A002880,2026-07-16,WRONG_PERSON,RESOLVED
COMP0000883,A001862,2026-08-21,OTHER,CLOSED
COMP0000884,A002957,2026-04-27,WRONG_PERSON,RESOLVED
COMP0000885,A003260,2026-01-06,TOO_MANY_CALLS,RESOLVED
COMP0000886,A002222,2026-02-01,AGENT_BEHAVIOR,RESOLVED
COMP0000887,A003942,2026-03-06,TOO_MANY_CALLS,CLOSED
COMP0000888,A003456,2026-06-10,TOO_MANY_CALLS,CLOSED
COMP0000889,A003599,2026-04-22,AGENT_BEHAVIOR,OPEN
COMP0000890,A003463,2025-12-23,TOO_MANY_CALLS,RESOLVED
COMP0000891,A003739,2025-12-03,AGENT_BEHAVIOR,RESOLVED
COMP0000892,A002133,2025-10-15,TOO_MANY_CALLS,OPEN
COMP0000893,A001013,2026-04-08,OTHER,RESOLVED
COMP0000894,A001720,2026-01-09,TOO_MANY_CALLS,OPEN
COMP0000895,A000296,2026-01-05,TOO_MANY_CALLS,RESOLVED
COMP0000896,A002429,2025-10-05,AGENT_BEHAVIOR,RESOLVED
COMP0000897,A001209,2025-11-24,AGENT_BEHAVIOR,RESOLVED
COMP0000898,A004137,2026-08-24,TOO_MANY_CALLS,OPEN
COMP0000899,A001762,2026-03-19,WRONG_PERSON,RESOLVED
COMP0000900,A001625,2026-03-25,TOO_MANY_CALLS,CLOSED
COMP0000901,A000060,2025-12-05,OTHER,OPEN
COMP0000902,A000693,2025-12-06,OTHER,RESOLVED
COMP0000903,A002227,2025-12-19,AGENT_BEHAVIOR,RESOLVED
COMP0000904,A002099,2026-05-07,TOO_MANY_CALLS,RESOLVED
COMP0000905,A001253,2026-03-10,AGENT_BEHAVIOR,OPEN
COMP0000906,A000502,2025-12-14,AGENT_BEHAVIOR,CLOSED
COMP0000907,A003801,2026-07-13,TOO_MANY_CALLS,OPEN
COMP0000908,A002401,2026-01-19,TOO_MANY_CALLS,CLOSED
COMP0000909,A004186,2026-01-10,WRONG_PERSON,CLOSED
COMP0000910,A002446,2026-07-01,WRONG_PERSON,CLOSED
COMP0000911,A000816,2025-09-18,OTHER,RESOLVED
COMP0000912,A000958,2026-07-02,OTHER,CLOSED
COMP0000913,A000786,2025-12-22,TOO_MANY_CALLS,CLOSED
COMP0000914,A003639,2026-03-06,AGENT_BEHAVIOR,OPEN
COMP0000915,A002826,2026-01-06,OTHER,OPEN
COMP0000916,A002116,2026-04-24,TOO_MANY_CALLS,CLOSED
COMP0000917,A001521,2026-07-04,AGENT_BEHAVIOR,CLOSED
COMP0000918,A003215,2026-08-19,TOO_MANY_CALLS,RESOLVED
COMP0000919,A002111,2026-04-16,AGENT_BEHAVIOR,OPEN
COMP0000920,A001326,2025-09-20,TOO_MANY_CALLS,CLOSED
COMP0000921,A001657,2025-11-03,TOO_MANY_CALLS,OPEN
COMP0000922,A002612,2026-07-11,WRONG_PERSON,OPEN
COMP0000923,A000649,2026-04-22,WRONG_PERSON,OPEN
COMP0000924,A003889,2026-06-23,AGENT_BEHAVIOR,CLOSED
COMP0000925,A003057,2026-06-03,WRONG_PERSON,OPEN
COMP0000926,A000928,2026-03-08,OTHER,OPEN
COMP0000927,A000431,2026-01-11,AGENT_BEHAVIOR,CLOSED
COMP0000928,A001160,2026-02-09,WRONG_PERSON,RESOLVED
COMP0000929,A001616,2025-11-05,OTHER,RESOLVED
COMP0000930,A002662,2026-04-20,OTHER,CLOSED
COMP0000931,A003733,2025-10-27,TOO_MANY_CALLS,CLOSED
COMP0000932,A000139,2026-03-10,AGENT_BEHAVIOR,CLOSED
COMP0000933,A000419,2026-07-02,TOO_MANY_CALLS,RESOLVED
COMP0000934,A000835,2026-01-08,TOO_MANY_CALLS,CLOSED
COMP0000935,A002157,2025-12-21,OTHER,OPEN
COMP0000936,A000241,2026-01-27,TOO_MANY_CALLS,OPEN
COMP0000937,A001974,2026-05-24,OTHER,OPEN
COMP0000938,A001621,2025-12-22,AGENT_BEHAVIOR,CLOSED
COMP0000939,A003904,2026-01-02,WRONG_PERSON,OPEN
COMP0000940,A001931,2026-02-06,TOO_MANY_CALLS,RESOLVED
COMP0000941,A002059,2026-03-27,OTHER,OPEN
COMP0000942,A002921,2026-07-22,AGENT_BEHAVIOR,OPEN
COMP0000943,A001118,2026-03-15,OTHER,OPEN
COMP0000944,A000861,2026-08-24,TOO_MANY_CALLS,CLOSED
COMP0000945,A000519,2025-11-13,TOO_MANY_CALLS,CLOSED
COMP0000946,A003821,2026-01-22,OTHER,OPEN
COMP0000947,A000944,2026-08-27,WRONG_PERSON,CLOSED
COMP0000948,A002272,2026-07-25,OTHER,RESOLVED
COMP0000949,A000783,2026-02-03,OTHER,RESOLVED
COMP0000950,A003126,2026-05-01,WRONG_PERSON,CLOSED
COMP0000951,A002030,2026-07-09,AGENT_BEHAVIOR,CLOSED
COMP0000952,A000836,2026-01-23,TOO_MANY_CALLS,OPEN
COMP0000953,A003564,2026-02-17,TOO_MANY_CALLS,CLOSED
COMP0000954,A001895,2025-10-06,TOO_MANY_CALLS,CLOSED
COMP0000955,A001898,2026-04-21,WRONG_PERSON,RESOLVED
COMP0000956,A000374,2026-06-18,OTHER,OPEN
COMP0000957,A003900,2025-12-02,AGENT_BEHAVIOR,OPEN
COMP0000958,A002901,2026-04-06,AGENT_BEHAVIOR,OPEN
COMP0000959,A003573,2026-07-10,TOO_MANY_CALLS,OPEN
COMP0000960,A002691,2025-10-19,WRONG_PERSON,RESOLVED
COMP0000961,A000697,2025-09-15,AGENT_BEHAVIOR,CLOSED
COMP0000962,A001879,2026-07-20,WRONG_PERSON,OPEN
COMP0000963,A000454,2026-07-20,AGENT_BEHAVIOR,OPEN
COMP0000964,A001906,2026-02-24,TOO_MANY_CALLS,CLOSED
COMP0000965,A000339,2025-12-02,TOO_MANY_CALLS,OPEN
COMP0000966,A001738,2025-09-08,AGENT_BEHAVIOR,OPEN
COMP0000967,A001613,2026-08-02,TOO_MANY_CALLS,RESOLVED
COMP0000968,A000940,2026-07-18,WRONG_PERSON,OPEN
COMP0000969,A004067,2026-05-19,OTHER,RESOLVED
COMP0000970,A001624,2025-11-21,WRONG_PERSON,RESOLVED
COMP0000971,A001975,2026-01-08,WRONG_PERSON,RESOLVED
COMP0000972,A000121,2025-10-22,WRONG_PERSON,OPEN
COMP0000973,A001831,2026-04-24,WRONG_PERSON,RESOLVED
COMP0000974,A000818,2026-03-07,TOO_MANY_CALLS,RESOLVED
COMP0000975,A002116,2026-05-21,TOO_MANY_CALLS,CLOSED
COMP0000976,A003464,2026-07-18,OTHER,OPEN
COMP0000977,A000048,2025-10-04,OTHER,RESOLVED
COMP0000978,A000144,2026-01-13,AGENT_BEHAVIOR,RESOLVED
COMP0000979,A001087,2026-02-08,WRONG_PERSON,CLOSED
COMP0000980,A000890,2026-08-17,AGENT_BEHAVIOR,CLOSED
COMP0000981,A001662,2025-09-22,OTHER,CLOSED
COMP0000982,A002187,2026-04-15,AGENT_BEHAVIOR,RESOLVED
COMP0000983,A001038,2026-07-03,AGENT_BEHAVIOR,OPEN
COMP0000984,A000165,2026-08-13,WRONG_PERSON,RESOLVED
COMP0000985,A002725,2025-09-10,TOO_MANY_CALLS,RESOLVED
COMP0000986,A002643,2026-02-18,OTHER,CLOSED
COMP0000987,A002389,2026-01-16,WRONG_PERSON,OPEN
COMP0000988,A003862,2025-10-01,AGENT_BEHAVIOR,RESOLVED
COMP0000989,A000214,2026-07-06,TOO_MANY_CALLS,RESOLVED
COMP0000990,A002955,2026-05-16,AGENT_BEHAVIOR,CLOSED
COMP0000991,A002484,2025-09-09,WRONG_PERSON,OPEN
COMP0000992,A001154,2026-07-11,OTHER,OPEN
COMP0000993,A003066,2026-08-08,TOO_MANY_CALLS,OPEN
COMP0000994,A000586,2025-09-18,TOO_MANY_CALLS,RESOLVED
COMP0000995,A000694,2026-03-21,AGENT_BEHAVIOR,OPEN
COMP0000996,A001058,2026-01-03,AGENT_BEHAVIOR,OPEN
COMP0000997,A002523,2025-10-06,AGENT_BEHAVIOR,CLOSED
COMP0000998,A001885,2025-09-06,TOO_MANY_CALLS,OPEN
COMP0000999,A002407,2026-02-20,OTHER,CLOSED
COMP0001000,A003535,2026-05-13,TOO_MANY_CALLS,CLOSED
COMP0001001,A001102,2026-02-11,TOO_MANY_CALLS,OPEN
COMP0001002,A002673,2026-05-20,TOO_MANY_CALLS,RESOLVED
COMP0001003,A000590,2026-01-11,WRONG_PERSON,RESOLVED
COMP0001004,A000412,2025-11-03,TOO_MANY_CALLS,RESOLVED
COMP0001005,A000707,2025-09-04,OTHER,OPEN
COMP0001006,A001510,2026-02-27,OTHER,RESOLVED
COMP0001007,A000047,2026-08-14,OTHER,RESOLVED
COMP0001008,A003662,2026-02-19,WRONG_PERSON,OPEN
COMP0001009,A002495,2026-06-04,AGENT_BEHAVIOR,CLOSED
COMP0001010,A003314,2025-09-20,AGENT_BEHAVIOR,CLOSED
COMP0001011,A003739,2026-07-20,WRONG_PERSON,OPEN
COMP0001012,A001942,2025-09-10,TOO_MANY_CALLS,CLOSED
COMP0001013,A002484,2025-09-07,WRONG_PERSON,RESOLVED
COMP0001014,A002392,2026-07-17,WRONG_PERSON,OPEN
COMP0001015,A001529,2026-02-13,TOO_MANY_CALLS,RESOLVED
COMP0001016,A003291,2026-01-10,AGENT_BEHAVIOR,CLOSED
COMP0001017,A004103,2026-01-23,OTHER,RESOLVED
COMP0001018,A002557,2026-08-10,AGENT_BEHAVIOR,CLOSED
COMP0001019,A003380,2025-12-25,TOO_MANY_CALLS,CLOSED
COMP0001020,A003574,2026-01-05,TOO_MANY_CALLS,OPEN
COMP0001021,A003934,2025-09-01,WRONG_PERSON,OPEN
COMP0001022,A001894,2026-01-02,TOO_MANY_CALLS,CLOSED
COMP0001023,A002806,2025-11-13,AGENT_BEHAVIOR,RESOLVED
COMP0001024,A003346,2026-02-17,TOO_MANY_CALLS,RESOLVED
COMP0001025,A003707,2026-06-13,WRONG_PERSON,CLOSED
COMP0001026,A000935,2026-06-11,WRONG_PERSON,CLOSED
COMP0001027,A002166,2026-02-14,OTHER,OPEN
COMP0001028,A003851,2025-12-19,OTHER,CLOSED
COMP0001029,A000553,2026-07-03,WRONG_PERSON,CLOSED
COMP0001030,A003096,2026-08-14,TOO_MANY_CALLS,OPEN
COMP0001031,A002513,2025-12-20,OTHER,OPEN
COMP0001032,A003916,2026-01-27,WRONG_PERSON,RESOLVED
COMP0001033,A003244,2026-01-18,TOO_MANY_CALLS,RESOLVED
COMP0001034,A002494,2026-01-17,WRONG_PERSON,OPEN
COMP0001035,A001194,2025-09-02,AGENT_BEHAVIOR,CLOSED
COMP0001036,A001792,2025-11-01,OTHER,CLOSED
COMP0001037,A001485,2025-09-18,WRONG_PERSON,CLOSED
COMP0001038,A003538,2025-11-08,AGENT_BEHAVIOR,CLOSED
COMP0001039,A003309,2026-03-11,AGENT_BEHAVIOR,OPEN
COMP0001040,A002582,2026-02-09,AGENT_BEHAVIOR,CLOSED
COMP0001041,A000029,2025-12-09,WRONG_PERSON,OPEN
COMP0001042,A004169,2025-09-09,OTHER,CLOSED
COMP0001043,A000680,2025-09-19,OTHER,RESOLVED
COMP0001044,A003967,2026-03-08,WRONG_PERSON,RESOLVED
COMP0001045,A001163,2026-08-10,AGENT_BEHAVIOR,OPEN
COMP0001046,A003858,2026-01-11,TOO_MANY_CALLS,CLOSED
COMP0001047,A001868,2025-10-07,OTHER,CLOSED
COMP0001048,A003904,2026-05-12,TOO_MANY_CALLS,RESOLVED
COMP0001049,A002042,2025-12-23,TOO_MANY_CALLS,OPEN
COMP0001050,A001297,2026-08-10,TOO_MANY_CALLS,CLOSED
COMP0001051,A003373,2026-06-06,AGENT_BEHAVIOR,CLOSED
COMP0001052,A001466,2026-08-04,TOO_MANY_CALLS,RESOLVED
COMP0001053,A004121,2026-05-17,AGENT_BEHAVIOR,CLOSED
COMP0001054,A002460,2026-03-21,AGENT_BEHAVIOR,CLOSED
COMP0001055,A002483,2026-08-23,AGENT_BEHAVIOR,CLOSED
COMP0001056,A000606,2026-06-25,TOO_MANY_CALLS,OPEN
COMP0001057,A003547,2026-03-18,TOO_MANY_CALLS,RESOLVED
COMP0001058,A003040,2026-08-01,OTHER,RESOLVED
COMP0001059,A000422,2026-05-01,OTHER,CLOSED
COMP0001060,A003029,2026-05-19,AGENT_BEHAVIOR,OPEN
COMP0001061,A001196,2026-08-22,TOO_MANY_CALLS,CLOSED
COMP0001062,A001319,2026-04-11,AGENT_BEHAVIOR,RESOLVED
COMP0001063,A000266,2026-01-18,WRONG_PERSON,OPEN
COMP0001064,A003497,2026-07-23,AGENT_BEHAVIOR,CLOSED
COMP0001065,A002779,2025-09-20,AGENT_BEHAVIOR,RESOLVED
COMP0001066,A002986,2026-08-20,TOO_MANY_CALLS,OPEN
COMP0001067,A004163,2025-11-05,OTHER,RESOLVED
COMP0001068,A002378,2025-12-09,AGENT_BEHAVIOR,CLOSED
COMP0001069,A002063,2025-09-13,WRONG_PERSON,OPEN
COMP0001070,A003992,2026-08-15,TOO_MANY_CALLS,OPEN
COMP0001071,A001254,2025-12-12,AGENT_BEHAVIOR,RESOLVED
COMP0001072,A002144,2025-11-16,TOO_MANY_CALLS,CLOSED
COMP0001073,A002281,2026-04-13,WRONG_PERSON,CLOSED
COMP0001074,A000163,2025-12-15,OTHER,OPEN
COMP0001075,A002528,2025-12-11,AGENT_BEHAVIOR,RESOLVED
COMP0001076,A000438,2026-05-23,OTHER,OPEN
COMP0001077,A001191,2026-01-24,WRONG_PERSON,OPEN
COMP0001078,A001324,2025-12-08,TOO_MANY_CALLS,RESOLVED
COMP0001079,A003034,2025-11-08,WRONG_PERSON,RESOLVED
COMP0001080,A001310,2026-01-13,OTHER,RESOLVED
COMP0001081,A003688,2026-02-02,TOO_MANY_CALLS,RESOLVED
COMP0001082,A003404,2026-01-13,TOO_MANY_CALLS,OPEN
COMP0001083,A003008,2025-09-14,OTHER,OPEN
COMP0001084,A002625,2026-02-23,OTHER,CLOSED
COMP0001085,A000322,2026-06-13,OTHER,RESOLVED
COMP0001086,A002798,2026-05-22,AGENT_BEHAVIOR,RESOLVED
COMP0001087,A001471,2026-07-23,WRONG_PERSON,RESOLVED
COMP0001088,A000810,2026-02-14,AGENT_BEHAVIOR,OPEN
COMP0001089,A001396,2026-06-08,TOO_MANY_CALLS,CLOSED
COMP0001090,A001801,2026-04-13,WRONG_PERSON,CLOSED
COMP0001091,A003228,2025-10-17,OTHER,OPEN
COMP0001092,A000556,2026-06-09,OTHER,CLOSED
COMP0001093,A002835,2025-12-05,AGENT_BEHAVIOR,OPEN
COMP0001094,A001980,2026-01-23,AGENT_BEHAVIOR,OPEN
COMP0001095,A001714,2026-08-24,OTHER,CLOSED
COMP0001096,A002646,2026-04-20,TOO_MANY_CALLS,CLOSED
COMP0001097,A000630,2026-08-06,TOO_MANY_CALLS,RESOLVED
COMP0001098,A004042,2026-08-06,OTHER,RESOLVED
COMP0001099,A000469,2025-10-19,OTHER,CLOSED
COMP0001100,A002306,2026-01-27,WRONG_PERSON,CLOSED
COMP0001101,A001643,2025-12-17,AGENT_BEHAVIOR,OPEN
COMP0001102,A003291,2026-07-06,TOO_MANY_CALLS,CLOSED
COMP0001103,A003543,2026-03-22,AGENT_BEHAVIOR,OPEN
COMP0001104,A002021,2025-11-27,OTHER,CLOSED
COMP0001105,A000238,2025-10-10,WRONG_PERSON,OPEN
COMP0001106,A000663,2026-08-17,WRONG_PERSON,RESOLVED
COMP0001107,A001086,2026-02-08,WRONG_PERSON,CLOSED
COMP0001108,A001772,2025-10-17,WRONG_PERSON,CLOSED
COMP0001109,A001631,2026-08-15,WRONG_PERSON,OPEN
COMP0001110,A002109,2026-01-12,AGENT_BEHAVIOR,CLOSED
COMP0001111,A002869,2026-01-04,WRONG_PERSON,RESOLVED
COMP0001112,A002665,2026-05-08,OTHER,CLOSED
COMP0001113,A004090,2026-06-15,TOO_MANY_CALLS,RESOLVED
COMP0001114,A003859,2025-12-18,AGENT_BEHAVIOR,CLOSED
COMP0001115,A000963,2025-10-27,AGENT_BEHAVIOR,CLOSED
COMP0001116,A001947,2026-02-16,WRONG_PERSON,CLOSED
COMP0001117,A004066,2026-07-23,AGENT_BEHAVIOR,CLOSED
COMP0001118,A001925,2025-11-02,WRONG_PERSON,RESOLVED
COMP0001119,A002269,2026-03-18,AGENT_BEHAVIOR,OPEN
COMP0001120,A002035,2026-04-18,AGENT_BEHAVIOR,RESOLVED
COMP0001121,A001035,2025-10-11,OTHER,OPEN
COMP0001122,A003946,2026-02-18,TOO_MANY_CALLS,CLOSED
COMP0001123,A001473,2026-05-24,WRONG_PERSON,RESOLVED
COMP0001124,A003916,2026-03-20,AGENT_BEHAVIOR,OPEN
COMP0001125,A001864,2026-04-11,AGENT_BEHAVIOR,OPEN
COMP0001126,A000618,2026-01-11,AGENT_BEHAVIOR,RESOLVED
COMP0001127,A004033,2026-05-16,OTHER,OPEN
COMP0001128,A001276,2025-12-02,TOO_MANY_CALLS,OPEN
COMP0001129,A002102,2026-05-03,AGENT_BEHAVIOR,CLOSED
COMP0001130,A002556,2025-11-23,OTHER,RESOLVED
COMP0001131,A002370,2026-01-09,OTHER,CLOSED
COMP0001132,A001606,2026-03-17,WRONG_PERSON,RESOLVED
COMP0001133,A002829,2026-07-16,WRONG_PERSON,RESOLVED
COMP0001134,A001430,2025-09-05,WRONG_PERSON,RESOLVED
COMP0001135,A000543,2026-02-05,WRONG_PERSON,CLOSED
COMP0001136,A003445,2025-11-17,AGENT_BEHAVIOR,CLOSED
COMP0001137,A001225,2026-07-21,AGENT_BEHAVIOR,OPEN
COMP0001138,A002514,2026-02-03,AGENT_BEHAVIOR,RESOLVED
COMP0001139,A000433,2026-03-21,WRONG_PERSON,RESOLVED
COMP0001140,A002963,2026-05-25,AGENT_BEHAVIOR,RESOLVED
COMP0001141,A002700,2025-09-20,OTHER,CLOSED
COMP0001142,A002892,2026-02-10,AGENT_BEHAVIOR,RESOLVED
COMP0001143,A000810,2026-01-03,WRONG_PERSON,OPEN
COMP0001144,A003980,2026-08-04,OTHER,CLOSED
COMP0001145,A000643,2026-02-16,TOO_MANY_CALLS,OPEN
COMP0001146,A003863,2025-11-02,OTHER,OPEN
COMP0001147,A002471,2025-09-26,AGENT_BEHAVIOR,RESOLVED
COMP0001148,A004134,2026-08-24,AGENT_BEHAVIOR,CLOSED
COMP0001149,A003702,2026-07-04,AGENT_BEHAVIOR,CLOSED
COMP0001150,A001287,2026-04-17,WRONG_PERSON,CLOSED
COMP0001151,A001434,2026-01-18,TOO_MANY_CALLS,RESOLVED
COMP0001152,A002037,2025-11-18,AGENT_BEHAVIOR,CLOSED
COMP0001153,A004003,2026-06-08,WRONG_PERSON,OPEN
COMP0001154,A002042,2026-05-01,OTHER,OPEN
COMP0001155,A001427,2026-04-21,WRONG_PERSON,OPEN
COMP0001156,A002096,2026-05-20,OTHER,RESOLVED
COMP0001157,A004008,2026-02-12,TOO_MANY_CALLS,RESOLVED
COMP0001158,A000398,2026-03-17,WRONG_PERSON,CLOSED
COMP0001159,A003143,2025-11-10,OTHER,OPEN
COMP0001160,A000361,2025-10-20,WRONG_PERSON,OPEN
COMP0001161,A001192,2025-10-14,AGENT_BEHAVIOR,RESOLVED
COMP0001162,A003035,2026-03-05,TOO_MANY_CALLS,OPEN
COMP0001163,A000512,2025-09-13,OTHER,CLOSED
COMP0001164,A001496,2025-12-11,OTHER,RESOLVED
COMP0001165,A001399,2026-01-22,AGENT_BEHAVIOR,CLOSED
COMP0001166,A004045,2026-02-11,TOO_MANY_CALLS,RESOLVED
COMP0001167,A003958,2026-07-17,OTHER,OPEN
COMP0001168,A004051,2025-11-03,AGENT_BEHAVIOR,CLOSED
COMP0001169,A001223,2026-03-01,AGENT_BEHAVIOR,OPEN
COMP0001170,A003127,2025-09-20,WRONG_PERSON,OPEN
COMP0001171,A000062,2025-11-03,WRONG_PERSON,CLOSED
COMP0001172,A001298,2026-04-11,OTHER,RESOLVED
COMP0001173,A003316,2026-02-18,AGENT_BEHAVIOR,OPEN
COMP0001174,A003288,2026-03-25,WRONG_PERSON,OPEN
COMP0001175,A002341,2026-05-24,OTHER,RESOLVED
COMP0001176,A000475,2026-02-03,WRONG_PERSON,OPEN
COMP0001177,A001154,2026-02-15,AGENT_BEHAVIOR,CLOSED
COMP0001178,A001882,2025-10-01,TOO_MANY_CALLS,OPEN
COMP0001179,A002094,2026-07-04,TOO_MANY_CALLS,OPEN
COMP0001180,A002114,2025-12-24,TOO_MANY_CALLS,OPEN
COMP0001181,A004065,2025-11-20,WRONG_PERSON,CLOSED
COMP0001182,A001218,2026-01-05,OTHER,CLOSED
COMP0001183,A003087,2026-08-27,WRONG_PERSON,RESOLVED
COMP0001184,A002957,2026-07-12,TOO_MANY_CALLS,RESOLVED
COMP0001185,A002940,2025-11-07,OTHER,OPEN
COMP0001186,A003807,2025-09-20,WRONG_PERSON,OPEN
COMP0001187,A000161,2026-03-13,TOO_MANY_CALLS,RESOLVED
COMP0001188,A001412,2025-12-03,OTHER,RESOLVED
COMP0001189,A001303,2026-02-11,WRONG_PERSON,RESOLVED
COMP0001190,A003576,2026-08-16,AGENT_BEHAVIOR,RESOLVED
COMP0001191,A000646,2025-10-01,WRONG_PERSON,OPEN
COMP0001192,A003510,2026-06-25,WRONG_PERSON,OPEN
COMP0001193,A003887,2025-11-06,TOO_MANY_CALLS,RESOLVED
COMP0001194,A002968,2026-05-13,AGENT_BEHAVIOR,CLOSED
COMP0001195,A000279,2026-07-26,OTHER,RESOLVED
COMP0001196,A002367,2026-06-19,WRONG_PERSON,CLOSED
COMP0001197,A001462,2026-04-20,TOO_MANY_CALLS,RESOLVED
COMP0001198,A001453,2026-01-05,WRONG_PERSON,OPEN
COMP0001199,A002307,2025-12-24,AGENT_BEHAVIOR,RESOLVED
COMP0001200,A003040,2026-01-09,OTHER,CLOSED
COMP0001201,A004089,2025-10-04,TOO_MANY_CALLS,RESOLVED
COMP0001202,A002684,2025-09-06,TOO_MANY_CALLS,CLOSED
COMP0001203,A002084,2026-05-11,TOO_MANY_CALLS,RESOLVED
COMP0001204,A003645,2026-05-01,WRONG_PERSON,RESOLVED
COMP0001205,A000433,2025-10-01,TOO_MANY_CALLS,RESOLVED
COMP0001206,A003714,2025-12-02,TOO_MANY_CALLS,CLOSED
COMP0001207,A000465,2026-01-26,AGENT_BEHAVIOR,OPEN
COMP0001208,A000951,2026-01-09,OTHER,RESOLVED
COMP0001209,A001935,2025-10-16,TOO_MANY_CALLS,OPEN
COMP0001210,A002877,2026-08-17,TOO_MANY_CALLS,RESOLVED
COMP0001211,A003387,2026-01-05,OTHER,RESOLVED
COMP0001212,A000026,2026-06-26,TOO_MANY_CALLS,CLOSED
