targeting_id,account_id,target_date,campaign_id,strategy,priority_band,propensity_score
T000004497,A003131,2026-01-13,C005,OLD_TARGETING,MEDIUM,0.494
T000004498,A002087,2026-01-20,C005,OLD_TARGETING,LOW,0.956
T000004499,A002108,2026-01-21,C005,OLD_TARGETING,MEDIUM,0.21
T000004500,A000328,2026-01-04,C005,OLD_TARGETING,HIGH,0.42
T000004501,A002898,2026-02-24,C006,OLD_TARGETING,MEDIUM,0.648
T000004502,A000259,2026-02-23,C006,OLD_TARGETING,HIGH,0.948
T000004503,A000112,2026-02-23,C006,OLD_TARGETING,LOW,0.581
T000004504,A001835,2026-02-10,C006,OLD_TARGETING,HIGH,0.884
T000004505,A000353,2026-02-06,C006,OLD_TARGETING,MEDIUM,0.94
T000004506,A001990,2026-02-06,C006,OLD_TARGETING,LOW,0.609
T000004507,A002600,2026-02-12,C006,OLD_TARGETING,HIGH,0.842
T000004508,A004190,2026-02-02,C006,OLD_TARGETING,HIGH,0.925
T000004509,A002551,2026-02-22,C006,OLD_TARGETING,LOW,0.631
T000004510,A002832,2026-02-19,C006,OLD_TARGETING,LOW,0.893
T000004511,A002878,2026-02-21,C006,OLD_TARGETING,LOW,0.136
T000004512,A001404,2026-02-17,C006,OLD_TARGETING,MEDIUM,0.497
T000004513,A001691,2026-02-24,C006,OLD_TARGETING,HIGH,0.348
T000004514,A000183,2026-02-20,C006,OLD_TARGETING,MEDIUM,0.84
T000004515,A003115,2026-02-10,C006,OLD_TARGETING,LOW,0.888
T000004516,A002912,2026-02-05,C006,OLD_TARGETING,MEDIUM,0.257
T000004517,A000957,2026-02-03,C006,OLD_TARGETING,MEDIUM,0.389
T000004518,A000234,2026-02-15,C006,OLD_TARGETING,HIGH,0.439
T000004519,A000126,2026-02-24,C006,OLD_TARGETING,LOW,0.327
T000004520,A003547,2026-02-05,C006,OLD_TARGETING,LOW,0.644
T000004521,A004075,2026-02-21,C006,OLD_TARGETING,HIGH,0.686
T000004522,A004002,2026-02-18,C006,OLD_TARGETING,HIGH,0.639
T000004523,A003958,2026-02-21,C006,OLD_TARGETING,LOW,0.354
T000004524,A000467,2026-02-27,C006,OLD_TARGETING,MEDIUM,0.584
T000004525,A000570,2026-02-17,C006,OLD_TARGETING,HIGH,0.542
T000004526,A001259,2026-02-22,C006,OLD_TARGETING,HIGH,0.532
T000004527,A000331,2026-02-01,C006,OLD_TARGETING,MEDIUM,0.4
T000004528,A003580,2026-02-05,C006,OLD_TARGETING,HIGH,0.705
T000004529,A003127,2026-02-16,C006,OLD_TARGETING,MEDIUM,0.658
T000004530,A002317,2026-02-13,C006,OLD_TARGETING,LOW,0.341
T000004531,A000169,2026-02-10,C006,OLD_TARGETING,HIGH,0.511
T000004532,A003237,2026-02-02,C006,OLD_TARGETING,HIGH,0.395
T000004533,A003252,2026-02-10,C006,OLD_TARGETING,LOW,0.813
T000004534,A003560,2026-02-12,C006,OLD_TARGETING,HIGH,0.843
T000004535,A003206,2026-02-05,C006,OLD_TARGETING,LOW,0.689
T000004536,A003030,2026-02-11,C006,OLD_TARGETING,HIGH,0.251
T000004537,A000096,2026-02-25,C006,OLD_TARGETING,LOW,0.26
T000004538,A002356,2026-02-14,C006,OLD_TARGETING,MEDIUM,0.529
T000004539,A004035,2026-02-08,C006,OLD_TARGETING,HIGH,0.626
T000004540,A000959,2026-02-12,C006,OLD_TARGETING,MEDIUM,0.806
T000004541,A001599,2026-02-21,C006,OLD_TARGETING,LOW,0.58
T000004542,A002967,2026-02-13,C006,OLD_TARGETING,MEDIUM,0.164
T000004543,A003030,2026-02-06,C006,OLD_TARGETING,LOW,0.206
T000004544,A003899,2026-02-10,C006,OLD_TARGETING,MEDIUM,0.551
T000004545,A001928,2026-02-02,C006,OLD_TARGETING,HIGH,0.981
T000004546,A001718,2026-02-06,C006,OLD_TARGETING,MEDIUM,0.632
T000004547,A002410,2026-02-23,C006,OLD_TARGETING,LOW,0.453
T000004548,A003728,2026-02-06,C006,OLD_TARGETING,MEDIUM,0.47
T000004549,A003934,2026-02-24,C006,OLD_TARGETING,LOW,0.815
T000004550,A002892,2026-02-18,C006,OLD_TARGETING,MEDIUM,0.89
T000004551,A001298,2026-02-15,C006,OLD_TARGETING,LOW,0.458
T000004552,A000493,2026-02-16,C006,OLD_TARGETING,LOW,0.863
T000004553,A004088,2026-02-06,C006,OLD_TARGETING,HIGH,0.38
T000004554,A004186,2026-02-09,C006,OLD_TARGETING,HIGH,0.364
T000004555,A000014,2026-02-06,C006,OLD_TARGETING,MEDIUM,0.392
T000004556,A000685,2026-02-13,C006,OLD_TARGETING,HIGH,0.381
T000004557,A001885,2026-02-12,C006,OLD_TARGETING,MEDIUM,0.472
T000004558,A004119,2026-02-13,C006,OLD_TARGETING,LOW,0.105
T000004559,A001229,2026-02-23,C006,OLD_TARGETING,MEDIUM,0.265
T000004560,A001726,2026-02-10,C006,OLD_TARGETING,HIGH,0.206
T000004561,A000066,2026-02-19,C006,OLD_TARGETING,MEDIUM,0.575
T000004562,A000121,2026-02-11,C006,OLD_TARGETING,LOW,0.478
T000004563,A004009,2026-02-23,C006,OLD_TARGETING,LOW,0.851
T000004564,A003818,2026-02-11,C006,OLD_TARGETING,HIGH,0.189
T000004565,A002528,2026-02-20,C006,OLD_TARGETING,LOW,0.166
T000004566,A003003,2026-02-19,C006,OLD_TARGETING,MEDIUM,0.817
T000004567,A002233,2026-02-09,C006,OLD_TARGETING,MEDIUM,0.36
T000004568,A001227,2026-02-03,C006,OLD_TARGETING,MEDIUM,0.803
T000004569,A001745,2026-02-01,C006,OLD_TARGETING,MEDIUM,0.229
T000004570,A000379,2026-02-01,C006,OLD_TARGETING,MEDIUM,0.649
T000004571,A001787,2026-02-13,C006,OLD_TARGETING,MEDIUM,0.691
T000004572,A002330,2026-02-07,C006,OLD_TARGETING,LOW,0.938
T000004573,A002282,2026-02-06,C006,OLD_TARGETING,MEDIUM,0.216
T000004574,A002542,2026-02-18,C006,OLD_TARGETING,HIGH,0.939
T000004575,A001850,2026-02-18,C006,OLD_TARGETING,HIGH,0.144
T000004576,A002732,2026-02-21,C006,OLD_TARGETING,MEDIUM,0.701
T000004577,A000448,2026-02-01,C006,OLD_TARGETING,MEDIUM,0.555
T000004578,A000999,2026-02-23,C006,OLD_TARGETING,HIGH,0.201
T000004579,A000622,2026-02-17,C006,OLD_TARGETING,HIGH,0.137
T000004580,A003489,2026-02-08,C006,OLD_TARGETING,MEDIUM,0.132
T000004581,A001931,2026-02-13,C006,OLD_TARGETING,MEDIUM,0.633
T000004582,A002611,2026-02-12,C006,OLD_TARGETING,LOW,0.455
T000004583,A000158,2026-02-01,C006,OLD_TARGETING,MEDIUM,0.678
T000004584,A000686,2026-02-03,C006,OLD_TARGETING,MEDIUM,0.888
T000004585,A000852,2026-02-04,C006,OLD_TARGETING,HIGH,0.491
T000004586,A003188,2026-02-14,C006,OLD_TARGETING,MEDIUM,0.987
T000004587,A003591,2026-02-20,C006,OLD_TARGETING,LOW,0.711
T000004588,A003189,2026-02-04,C006,OLD_TARGETING,LOW,0.338
T000004589,A000601,2026-02-10,C006,OLD_TARGETING,LOW,0.308
T000004590,A000225,2026-02-12,C006,OLD_TARGETING,LOW,0.535
T000004591,A001360,2026-02-20,C006,OLD_TARGETING,LOW,0.447
T000004592,A003221,2026-02-21,C006,OLD_TARGETING,MEDIUM,0.866
T000004593,A003508,2026-02-13,C006,OLD_TARGETING,LOW,0.481
T000004594,A003369,2026-02-05,C006,OLD_TARGETING,LOW,0.87
T000004595,A000579,2026-02-13,C006,OLD_TARGETING,MEDIUM,0.779
T000004596,A002746,2026-02-15,C006,OLD_TARGETING,HIGH,0.548
T000004597,A000622,2026-02-17,C006,OLD_TARGETING,MEDIUM,0.462
T000004598,A003752,2026-02-26,C006,OLD_TARGETING,MEDIUM,0.552
T000004599,A003860,2026-02-09,C006,OLD_TARGETING,MEDIUM,0.418
T000004600,A002213,2026-02-06,C006,OLD_TARGETING,MEDIUM,0.212
T000004601,A003076,2026-02-13,C006,OLD_TARGETING,LOW,0.561
T000004602,A002724,2026-02-22,C006,OLD_TARGETING,HIGH,0.723
T000004603,A001165,2026-02-27,C006,OLD_TARGETING,MEDIUM,0.233
T000004604,A000346,2026-02-10,C006,OLD_TARGETING,MEDIUM,0.651
T000004605,A003151,2026-02-20,C006,OLD_TARGETING,HIGH,0.486
T000004606,A001328,2026-02-13,C006,OLD_TARGETING,HIGH,0.506
T000004607,A002811,2026-02-24,C006,OLD_TARGETING,HIGH,0.94
T000004608,A002205,2026-02-09,C006,OLD_TARGETING,HIGH,0.881
T000004609,A000743,2026-02-12,C006,OLD_TARGETING,MEDIUM,0.988
T000004610,A003554,2026-02-26,C006,OLD_TARGETING,MEDIUM,0.213
T000004611,A002519,2026-02-22,C006,OLD_TARGETING,MEDIUM,0.318
T000004612,A002462,2026-02-14,C006,OLD_TARGETING,MEDIUM,0.159
T000004613,A003146,2026-02-23,C006,OLD_TARGETING,HIGH,0.572
T000004614,A001909,2026-02-09,C006,OLD_TARGETING,MEDIUM,0.954
T000004615,A000016,2026-02-15,C006,OLD_TARGETING,MEDIUM,0.437
T000004616,A003586,2026-02-16,C006,OLD_TARGETING,MEDIUM,0.746
T000004617,A000808,2026-02-18,C006,OLD_TARGETING,MEDIUM,0.787
T000004618,A001479,2026-02-27,C006,OLD_TARGETING,HIGH,0.929
T000004619,A002172,2026-02-09,C006,OLD_TARGETING,MEDIUM,0.383
T000004620,A003768,2026-02-05,C006,OLD_TARGETING,LOW,0.877
T000004621,A000437,2026-02-09,C006,OLD_TARGETING,HIGH,0.903
T000004622,A003542,2026-02-27,C006,OLD_TARGETING,MEDIUM,0.401
T000004623,A000196,2026-02-01,C006,OLD_TARGETING,MEDIUM,0.559
T000004624,A000037,2026-02-05,C006,OLD_TARGETING,MEDIUM,0.186
T000004625,A001647,2026-02-27,C006,OLD_TARGETING,HIGH,0.733
T000004626,A002184,2026-02-15,C006,OLD_TARGETING,LOW,0.413
T000004627,A003698,2026-02-10,C006,OLD_TARGETING,MEDIUM,0.61
T000004628,A000451,2026-02-22,C006,OLD_TARGETING,MEDIUM,0.104
T000004629,A003545,2026-02-16,C006,OLD_TARGETING,HIGH,0.381
T000004630,A002478,2026-02-13,C006,OLD_TARGETING,MEDIUM,0.213
T000004631,A001195,2026-02-03,C006,OLD_TARGETING,LOW,0.621
T000004632,A002146,2026-02-19,C006,OLD_TARGETING,HIGH,0.531
T000004633,A001860,2026-02-07,C006,OLD_TARGETING,MEDIUM,0.917
T000004634,A000763,2026-02-05,C006,OLD_TARGETING,LOW,0.368
T000004635,A002288,2026-02-09,C006,OLD_TARGETING,LOW,0.319
T000004636,A000580,2026-02-18,C006,OLD_TARGETING,MEDIUM,0.892
T000004637,A002780,2026-02-20,C006,OLD_TARGETING,MEDIUM,0.642
T000004638,A002897,2026-02-15,C006,OLD_TARGETING,LOW,0.451
T000004639,A001749,2026-02-09,C006,OLD_TARGETING,LOW,0.105
T000004640,A002401,2026-02-25,C006,OLD_TARGETING,MEDIUM,0.573
T000004641,A000027,2026-02-23,C006,OLD_TARGETING,LOW,0.103
T000004642,A003035,2026-02-06,C006,OLD_TARGETING,LOW,0.525
T000004643,A002987,2026-02-19,C006,OLD_TARGETING,LOW,0.907
T000004644,A003019,2026-02-17,C006,OLD_TARGETING,MEDIUM,0.935
T000004645,A001699,2026-02-23,C006,OLD_TARGETING,HIGH,0.146
T000004646,A000771,2026-02-12,C006,OLD_TARGETING,HIGH,0.344
T000004647,A003652,2026-02-11,C006,OLD_TARGETING,HIGH,0.722
T000004648,A002046,2026-02-03,C006,OLD_TARGETING,MEDIUM,0.274
T000004649,A001104,2026-02-13,C006,OLD_TARGETING,HIGH,0.806
T000004650,A000771,2026-02-03,C006,OLD_TARGETING,LOW,0.724
T000004651,A004096,2026-02-15,C006,OLD_TARGETING,MEDIUM,0.155
T000004652,A001730,2026-02-13,C006,OLD_TARGETING,MEDIUM,0.272
T000004653,A003755,2026-02-16,C006,OLD_TARGETING,LOW,0.722
T000004654,A003968,2026-02-19,C006,OLD_TARGETING,HIGH,0.519
T000004655,A003623,2026-02-15,C006,OLD_TARGETING,MEDIUM,0.603
T000004656,A003081,2026-02-08,C006,OLD_TARGETING,LOW,0.532
T000004657,A003364,2026-02-24,C006,OLD_TARGETING,MEDIUM,0.12
T000004658,A002351,2026-02-22,C006,OLD_TARGETING,LOW,0.674
T000004659,A002161,2026-02-13,C006,OLD_TARGETING,MEDIUM,0.533
T000004660,A001561,2026-02-23,C006,OLD_TARGETING,MEDIUM,0.767
T000004661,A003523,2026-02-06,C006,OLD_TARGETING,LOW,0.281
T000004662,A003489,2026-02-13,C006,OLD_TARGETING,LOW,0.14
T000004663,A003443,2026-02-04,C006,OLD_TARGETING,MEDIUM,0.511
T000004664,A004082,2026-02-03,C006,OLD_TARGETING,HIGH,0.629
T000004665,A001945,2026-02-10,C006,OLD_TARGETING,MEDIUM,0.734
T000004666,A001164,2026-02-03,C006,OLD_TARGETING,MEDIUM,0.869
T000004667,A002801,2026-02-15,C006,OLD_TARGETING,MEDIUM,0.647
T000004668,A000345,2026-02-10,C006,OLD_TARGETING,MEDIUM,0.394
T000004669,A003769,2026-02-11,C006,OLD_TARGETING,LOW,0.757
T000004670,A003652,2026-02-04,C006,OLD_TARGETING,HIGH,0.922
T000004671,A001268,2026-02-21,C006,OLD_TARGETING,MEDIUM,0.785
T000004672,A004061,2026-02-06,C006,OLD_TARGETING,MEDIUM,0.385
T000004673,A001487,2026-02-05,C006,OLD_TARGETING,MEDIUM,0.22
T000004674,A002830,2026-02-21,C006,OLD_TARGETING,MEDIUM,0.331
T000004675,A002949,2026-02-22,C006,OLD_TARGETING,MEDIUM,0.47
T000004676,A000309,2026-02-02,C006,OLD_TARGETING,HIGH,0.593
T000004677,A003170,2026-02-17,C006,OLD_TARGETING,LOW,0.46
T000004678,A001039,2026-02-11,C006,OLD_TARGETING,MEDIUM,0.971
T000004679,A002583,2026-02-15,C006,OLD_TARGETING,LOW,0.115
T000004680,A000912,2026-02-01,C006,OLD_TARGETING,MEDIUM,0.945
T000004681,A001455,2026-02-21,C006,OLD_TARGETING,MEDIUM,0.798
T000004682,A000534,2026-02-24,C006,OLD_TARGETING,LOW,0.571
T000004683,A004066,2026-02-17,C006,OLD_TARGETING,LOW,0.836
T000004684,A000175,2026-02-04,C006,OLD_TARGETING,LOW,0.831
T000004685,A001515,2026-02-12,C006,OLD_TARGETING,LOW,0.292
T000004686,A003038,2026-02-07,C006,OLD_TARGETING,MEDIUM,0.52
T000004687,A002799,2026-02-04,C006,OLD_TARGETING,MEDIUM,0.903
T000004688,A002121,2026-02-02,C006,OLD_TARGETING,HIGH,0.437
T000004689,A002621,2026-02-01,C006,OLD_TARGETING,LOW,0.61
T000004690,A002655,2026-02-14,C006,OLD_TARGETING,HIGH,0.81
T000004691,A001420,2026-02-17,C006,OLD_TARGETING,MEDIUM,0.676
T000004692,A001588,2026-02-08,C006,OLD_TARGETING,MEDIUM,0.485
T000004693,A001614,2026-02-26,C006,OLD_TARGETING,MEDIUM,0.985
T000004694,A000207,2026-02-25,C006,OLD_TARGETING,MEDIUM,0.548
T000004695,A004141,2026-02-03,C006,OLD_TARGETING,MEDIUM,0.607
T000004696,A000349,2026-02-24,C006,OLD_TARGETING,MEDIUM,0.737
T000004697,A001142,2026-02-18,C006,OLD_TARGETING,MEDIUM,0.575
T000004698,A003694,2026-02-20,C006,OLD_TARGETING,MEDIUM,0.674
T000004699,A001904,2026-02-23,C006,OLD_TARGETING,HIGH,0.352
T000004700,A001219,2026-02-24,C006,OLD_TARGETING,HIGH,0.495
T000004701,A003588,2026-02-19,C006,OLD_TARGETING,HIGH,0.443
T000004702,A000595,2026-02-12,C006,OLD_TARGETING,LOW,0.387
T000004703,A001481,2026-02-16,C006,OLD_TARGETING,HIGH,0.399
T000004704,A004071,2026-02-15,C006,OLD_TARGETING,LOW,0.838
T000004705,A000690,2026-02-19,C006,OLD_TARGETING,MEDIUM,0.506
T000004706,A001498,2026-02-02,C006,OLD_TARGETING,MEDIUM,0.368
T000004707,A002485,2026-02-24,C006,OLD_TARGETING,MEDIUM,0.158
T000004708,A002800,2026-02-01,C006,OLD_TARGETING,LOW,0.366
T000004709,A001019,2026-02-12,C006,OLD_TARGETING,LOW,0.766
T000004710,A002481,2026-02-06,C006,OLD_TARGETING,LOW,0.909
T000004711,A000140,2026-02-24,C006,OLD_TARGETING,LOW,0.847
T000004712,A002739,2026-02-27,C006,OLD_TARGETING,MEDIUM,0.95
T000004713,A001219,2026-02-12,C006,OLD_TARGETING,MEDIUM,0.112
T000004714,A003928,2026-02-01,C006,OLD_TARGETING,MEDIUM,0.799
T000004715,A000373,2026-02-17,C006,OLD_TARGETING,HIGH,0.408
T000004716,A003995,2026-02-03,C006,OLD_TARGETING,LOW,0.968
T000004717,A003689,2026-02-17,C006,OLD_TARGETING,MEDIUM,0.715
T000004718,A002139,2026-02-07,C006,OLD_TARGETING,MEDIUM,0.592
T000004719,A003871,2026-02-23,C006,OLD_TARGETING,MEDIUM,0.375
T000004720,A000880,2026-02-26,C006,OLD_TARGETING,LOW,0.857
T000004721,A000651,2026-02-19,C006,OLD_TARGETING,MEDIUM,0.812
T000004722,A001265,2026-02-19,C006,OLD_TARGETING,HIGH,0.974
T000004723,A000431,2026-02-08,C006,OLD_TARGETING,HIGH,0.74
T000004724,A001030,2026-02-11,C006,OLD_TARGETING,MEDIUM,0.674
T000004725,A002970,2026-02-12,C006,OLD_TARGETING,MEDIUM,0.16
T000004726,A001235,2026-02-16,C006,OLD_TARGETING,MEDIUM,0.643
T000004727,A002415,2026-02-22,C006,OLD_TARGETING,MEDIUM,0.755
T000004728,A001013,2026-02-11,C006,OLD_TARGETING,MEDIUM,0.261
T000004729,A001473,2026-02-09,C006,OLD_TARGETING,LOW,0.98
T000004730,A003112,2026-02-06,C006,OLD_TARGETING,MEDIUM,0.707
T000004731,A004103,2026-02-04,C006,OLD_TARGETING,MEDIUM,0.558
T000004732,A003496,2026-02-02,C006,OLD_TARGETING,HIGH,0.152
T000004733,A003680,2026-02-03,C006,OLD_TARGETING,MEDIUM,0.321
T000004734,A002022,2026-02-03,C006,OLD_TARGETING,MEDIUM,0.685
T000004735,A000083,2026-02-22,C006,OLD_TARGETING,MEDIUM,0.437
T000004736,A002994,2026-02-16,C006,OLD_TARGETING,LOW,0.747
T000004737,A002310,2026-02-13,C006,OLD_TARGETING,LOW,0.388
T000004738,A003456,2026-02-15,C006,OLD_TARGETING,HIGH,0.228
T000004739,A003873,2026-02-27,C006,OLD_TARGETING,MEDIUM,0.646
T000004740,A000694,2026-02-08,C006,OLD_TARGETING,MEDIUM,0.154
T000004741,A001662,2026-02-18,C006,OLD_TARGETING,HIGH,0.23
T000004742,A000217,2026-02-12,C006,OLD_TARGETING,HIGH,0.494
T000004743,A001582,2026-02-13,C006,OLD_TARGETING,MEDIUM,0.707
T000004744,A004127,2026-02-10,C006,OLD_TARGETING,MEDIUM,0.849
T000004745,A002319,2026-02-12,C006,OLD_TARGETING,MEDIUM,0.987
T000004746,A003875,2026-02-14,C006,OLD_TARGETING,LOW,0.459
T000004747,A003400,2026-02-15,C006,OLD_TARGETING,LOW,0.926
T000004748,A001692,2026-02-26,C006,OLD_TARGETING,MEDIUM,0.425
T000004749,A004032,2026-02-15,C006,OLD_TARGETING,HIGH,0.147
T000004750,A000847,2026-02-14,C006,OLD_TARGETING,MEDIUM,0.497
T000004751,A001919,2026-02-10,C006,OLD_TARGETING,HIGH,0.622
T000004752,A002958,2026-02-20,C006,OLD_TARGETING,LOW,0.421
T000004753,A001758,2026-02-16,C006,OLD_TARGETING,LOW,0.733
T000004754,A000456,2026-02-02,C006,OLD_TARGETING,MEDIUM,0.203
T000004755,A001844,2026-02-08,C006,OLD_TARGETING,MEDIUM,0.739
T000004756,A002489,2026-02-13,C006,OLD_TARGETING,MEDIUM,0.203
T000004757,A002292,2026-02-25,C006,OLD_TARGETING,MEDIUM,0.637
T000004758,A000872,2026-02-15,C006,OLD_TARGETING,MEDIUM,0.102
T000004759,A001987,2026-02-03,C006,OLD_TARGETING,LOW,0.951
T000004760,A001214,2026-02-13,C006,OLD_TARGETING,MEDIUM,0.653
T000004761,A001288,2026-02-24,C006,OLD_TARGETING,MEDIUM,0.945
T000004762,A003294,2026-02-26,C006,OLD_TARGETING,MEDIUM,0.283
T000004763,A000909,2026-02-05,C006,OLD_TARGETING,MEDIUM,0.706
T000004764,A000347,2026-02-12,C006,OLD_TARGETING,HIGH,0.831
T000004765,A001832,2026-02-02,C006,OLD_TARGETING,MEDIUM,0.516
T000004766,A003568,2026-02-13,C006,OLD_TARGETING,MEDIUM,0.716
T000004767,A002273,2026-02-05,C006,OLD_TARGETING,MEDIUM,0.931
T000004768,A000125,2026-02-13,C006,OLD_TARGETING,MEDIUM,0.491
T000004769,A002189,2026-02-01,C006,OLD_TARGETING,HIGH,0.471
T000004770,A001438,2026-02-10,C006,OLD_TARGETING,HIGH,0.43
T000004771,A001780,2026-02-15,C006,OLD_TARGETING,LOW,0.191
T000004772,A002232,2026-02-13,C006,OLD_TARGETING,MEDIUM,0.547
T000004773,A003233,2026-02-11,C006,OLD_TARGETING,LOW,0.436
T000004774,A001699,2026-02-03,C006,OLD_TARGETING,MEDIUM,0.801
T000004775,A000934,2026-02-14,C006,OLD_TARGETING,MEDIUM,0.941
T000004776,A001047,2026-02-20,C006,OLD_TARGETING,HIGH,0.855
T000004777,A002389,2026-02-08,C006,OLD_TARGETING,LOW,0.319
T000004778,A000690,2026-02-12,C006,OLD_TARGETING,LOW,0.55
T000004779,A002725,2026-02-13,C006,OLD_TARGETING,LOW,0.325
T000004780,A000293,2026-02-10,C006,OLD_TARGETING,LOW,0.514
T000004781,A002365,2026-02-21,C006,OLD_TARGETING,HIGH,0.412
T000004782,A000683,2026-02-03,C006,OLD_TARGETING,HIGH,0.843
T000004783,A000246,2026-02-23,C006,OLD_TARGETING,MEDIUM,0.126
T000004784,A001529,2026-02-15,C006,OLD_TARGETING,HIGH,0.599
T000004785,A004053,2026-02-10,C006,OLD_TARGETING,MEDIUM,0.643
T000004786,A000077,2026-02-17,C006,OLD_TARGETING,MEDIUM,0.471
T000004787,A003517,2026-02-22,C006,OLD_TARGETING,MEDIUM,0.505
T000004788,A001017,2026-02-26,C006,OLD_TARGETING,MEDIUM,0.359
T000004789,A003234,2026-02-15,C006,OLD_TARGETING,LOW,0.514
T000004790,A001848,2026-02-18,C006,OLD_TARGETING,MEDIUM,0.308
T000004791,A002754,2026-02-05,C006,OLD_TARGETING,MEDIUM,0.157
T000004792,A002420,2026-02-22,C006,OLD_TARGETING,MEDIUM,0.396
T000004793,A002174,2026-02-09,C006,OLD_TARGETING,MEDIUM,0.638
T000004794,A002035,2026-02-27,C006,OLD_TARGETING,LOW,0.978
T000004795,A004100,2026-02-14,C006,OLD_TARGETING,MEDIUM,0.322
T000004796,A002864,2026-02-24,C006,OLD_TARGETING,LOW,0.346
T000004797,A000366,2026-02-25,C006,OLD_TARGETING,MEDIUM,0.496
T000004798,A001539,2026-02-01,C006,OLD_TARGETING,MEDIUM,0.822
T000004799,A004133,2026-02-23,C006,OLD_TARGETING,HIGH,0.565
T000004800,A003363,2026-02-23,C006,OLD_TARGETING,MEDIUM,0.55
T000004801,A000157,2026-02-13,C006,OLD_TARGETING,HIGH,0.943
T000004802,A001047,2026-02-10,C006,OLD_TARGETING,HIGH,0.782
T000004803,A000084,2026-02-13,C006,OLD_TARGETING,MEDIUM,0.719
T000004804,A002873,2026-02-26,C006,OLD_TARGETING,MEDIUM,0.143
T000004805,A003391,2026-02-05,C006,OLD_TARGETING,MEDIUM,0.427
T000004806,A000573,2026-02-17,C006,OLD_TARGETING,HIGH,0.603
T000004807,A002638,2026-02-14,C006,OLD_TARGETING,MEDIUM,0.129
T000004808,A002060,2026-02-27,C006,OLD_TARGETING,LOW,0.838
T000004809,A002108,2026-02-05,C006,OLD_TARGETING,MEDIUM,0.616
T000004810,A001905,2026-02-12,C006,OLD_TARGETING,MEDIUM,0.937
T000004811,A002206,2026-02-13,C006,OLD_TARGETING,MEDIUM,0.624
T000004812,A001886,2026-02-14,C006,OLD_TARGETING,LOW,0.344
T000004813,A000678,2026-02-15,C006,OLD_TARGETING,MEDIUM,0.899
T000004814,A001202,2026-02-18,C006,OLD_TARGETING,LOW,0.496
T000004815,A004185,2026-02-17,C006,OLD_TARGETING,HIGH,0.584
T000004816,A002207,2026-02-03,C006,OLD_TARGETING,MEDIUM,0.951
T000004817,A002000,2026-02-09,C006,OLD_TARGETING,HIGH,0.314
T000004818,A004157,2026-02-06,C006,OLD_TARGETING,MEDIUM,0.92
T000004819,A001090,2026-02-25,C006,OLD_TARGETING,MEDIUM,0.858
T000004820,A004031,2026-02-11,C006,OLD_TARGETING,LOW,0.813
T000004821,A003114,2026-02-27,C006,OLD_TARGETING,MEDIUM,0.217
T000004822,A000053,2026-02-01,C006,OLD_TARGETING,MEDIUM,0.29
T000004823,A000991,2026-02-19,C006,OLD_TARGETING,MEDIUM,0.804
T000004824,A000442,2026-02-07,C006,OLD_TARGETING,HIGH,0.824
T000004825,A003785,2026-02-20,C006,OLD_TARGETING,LOW,0.557
T000004826,A001542,2026-02-01,C006,OLD_TARGETING,MEDIUM,0.318
T000004827,A001259,2026-02-14,C006,OLD_TARGETING,MEDIUM,0.851
T000004828,A002501,2026-02-11,C006,OLD_TARGETING,HIGH,0.765
T000004829,A000497,2026-02-21,C006,OLD_TARGETING,MEDIUM,0.858
T000004830,A003810,2026-02-07,C006,OLD_TARGETING,MEDIUM,0.476
T000004831,A000998,2026-02-09,C006,OLD_TARGETING,HIGH,0.104
T000004832,A000814,2026-02-21,C006,OLD_TARGETING,HIGH,0.406
T000004833,A000430,2026-02-04,C006,OLD_TARGETING,LOW,0.377
T000004834,A003252,2026-02-22,C006,OLD_TARGETING,LOW,0.506
T000004835,A001590,2026-02-05,C006,OLD_TARGETING,MEDIUM,0.973
T000004836,A002664,2026-02-22,C006,OLD_TARGETING,LOW,0.882
T000004837,A003105,2026-02-06,C006,OLD_TARGETING,MEDIUM,0.898
T000004838,A001004,2026-02-13,C006,OLD_TARGETING,MEDIUM,0.934
T000004839,A001727,2026-02-16,C006,OLD_TARGETING,HIGH,0.828
T000004840,A000251,2026-02-24,C006,OLD_TARGETING,HIGH,0.817
T000004841,A001050,2026-02-13,C006,OLD_TARGETING,HIGH,0.571
T000004842,A004054,2026-02-19,C006,OLD_TARGETING,LOW,0.868
T000004843,A003010,2026-02-24,C006,OLD_TARGETING,HIGH,0.772
T000004844,A000398,2026-02-21,C006,OLD_TARGETING,HIGH,0.882
T000004845,A002751,2026-02-04,C006,OLD_TARGETING,MEDIUM,0.776
T000004846,A003294,2026-02-25,C006,OLD_TARGETING,LOW,0.758
T000004847,A002674,2026-02-01,C006,OLD_TARGETING,LOW,0.962
T000004848,A000930,2026-02-20,C006,OLD_TARGETING,MEDIUM,0.204
T000004849,A003468,2026-02-11,C006,OLD_TARGETING,MEDIUM,0.589
T000004850,A003331,2026-02-03,C006,OLD_TARGETING,LOW,0.309
T000004851,A000857,2026-02-05,C006,OLD_TARGETING,MEDIUM,0.738
T000004852,A002830,2026-02-07,C006,OLD_TARGETING,MEDIUM,0.748
T000004853,A003792,2026-02-11,C006,OLD_TARGETING,MEDIUM,0.877
T000004854,A002311,2026-02-01,C006,OLD_TARGETING,MEDIUM,0.239
T000004855,A000072,2026-02-21,C006,OLD_TARGETING,MEDIUM,0.47
T000004856,A000574,2026-02-11,C006,OLD_TARGETING,MEDIUM,0.169
