attempt_id,call_id,account_id,attempt_timestamp,agent_id,channel
ATT000012894,CALL00012894,A000651,2026-08-11 20:26:00,AG0063,Predictive Dialer
ATT000012895,CALL00012895,A002376,2025-11-20 17:02:00,AG0115,Predictive Dialer
ATT000012896,CALL00012896,A001160,2025-09-08 22:16:00,AG0002,Predictive Dialer
ATT000012897,CALL00012897,A001730,2025-12-01 09:39:00,AG0088,Human Calling
ATT000012898,CALL00012898,A001487,2025-12-25 17:43:00,AG0069,Human Calling
ATT000012899,CALL00012899,A004168,2026-08-18 20:39:00,AG0037,Human Calling
ATT000012900,CALL00012900,A003417,2026-08-09 07:10:00,AG0053,AI Voice
ATT000012901,CALL00012901,A003737,2025-12-02 16:56:00,AG0102,Predictive Dialer
ATT000012902,CALL00012902,A003998,2026-06-11 08:31:00,AG0097,Human Calling
ATT000012903,CALL00012903,A000964,2025-09-10 14:44:00,AG0099,AI Voice
ATT000012904,CALL00012904,A000581,2026-01-07 11:32:00,AG0047,Human Calling
ATT000012905,CALL00012905,A002667,2025-09-13 19:04:00,AG0060,Predictive Dialer
ATT000012906,CALL00012906,A000598,2026-03-13 23:35:00,AG0066,AI Voice
ATT000012907,CALL00012907,A003870,2026-08-25 11:58:00,AG0110,IVR
ATT000012908,CALL00012908,A003479,2025-12-23 21:03:00,AG0006,Predictive Dialer
ATT000012909,CALL00012909,A001766,2026-05-15 23:50:00,AG0012,Predictive Dialer
ATT000012910,CALL00012910,A000173,2026-01-18 08:03:00,AG0096,Human Calling
ATT000012911,CALL00012911,A001691,2026-05-23 21:40:00,AG0010,Predictive Dialer
ATT000012912,CALL00012912,A001119,2026-03-13 13:35:00,AG0024,Predictive Dialer
ATT000012913,CALL00012913,A000671,2025-10-09 22:26:00,AG0111,Predictive Dialer
ATT000012914,CALL00012914,A001438,2026-03-24 10:43:00,AG0100,Predictive Dialer
ATT000012915,CALL00012915,A000355,2026-03-25 18:48:00,AG0097,Predictive Dialer
ATT000012916,CALL00012916,A000043,2025-09-22 23:57:00,AG0080,IVR
ATT000012917,CALL00012917,A003406,2025-12-17 22:45:00,AG0057,Human Calling
ATT000012918,CALL00012918,A000498,2026-01-09 14:58:00,AG0002,Human Calling
ATT000012919,CALL00012919,A000134,2025-10-22 20:29:00,AG0069,AI Voice
ATT000012920,CALL00012920,A001682,2026-03-18 21:38:00,AG0113,AI Voice
ATT000012921,CALL00012921,A003705,2026-02-27 15:53:00,AG0028,Predictive Dialer
ATT000012922,CALL00012922,A000761,2025-09-01 11:22:00,AG0023,Human Calling
ATT000012923,CALL00012923,A003082,2026-05-25 12:39:00,AG0044,AI Voice
ATT000012924,CALL00012924,A001225,2026-08-09 12:36:00,AG0022,AI Voice
ATT000012925,CALL00012925,A000642,2026-04-20 18:27:00,AG0039,Human Calling
ATT000012926,CALL00012926,A001647,2025-12-20 09:16:00,AG0036,Predictive Dialer
ATT000012927,CALL00012927,A000782,2026-06-08 12:13:00,AG0003,Human Calling
ATT000012928,CALL00012928,A002272,2026-06-27 11:11:00,AG0003,Human Calling
ATT000012929,CALL00012929,A002492,2026-08-01 23:54:00,AG0058,Predictive Dialer
ATT000012930,CALL00012930,A003282,2026-03-16 07:34:00,AG0041,Human Calling
ATT000012931,CALL00012931,A003324,2026-02-19 23:07:00,AG0043,AI Voice
ATT000012932,CALL00012932,A002632,2026-08-11 23:01:00,AG0053,AI Voice
ATT000012933,CALL00012933,A001337,2025-09-26 23:07:00,AG0011,Human Calling
ATT000012934,CALL00012934,A000827,2026-04-25 11:18:00,AG0103,AI Voice
ATT000012935,CALL00012935,A001094,2026-04-04 19:59:00,AG0023,Predictive Dialer
ATT000012936,CALL00012936,A003737,2026-06-08 14:15:00,AG0075,Predictive Dialer
ATT000012937,CALL00012937,A000983,2025-11-20 16:42:00,AG0031,IVR
ATT000012938,CALL00012938,A003446,2025-10-07 16:24:00,AG0100,Predictive Dialer
ATT000012939,CALL00012939,A001700,2026-08-04 07:16:00,AG0049,Predictive Dialer
ATT000012940,CALL00012940,A001983,2026-04-22 11:20:00,AG0069,Human Calling
ATT000012941,CALL00012941,A000810,2025-12-05 07:55:00,AG0007,Human Calling
ATT000012942,CALL00012942,A000400,2025-10-21 11:58:00,AG0080,Human Calling
ATT000012943,CALL00012943,A002449,2025-12-11 23:14:00,AG0012,AI Voice
ATT000012944,CALL00012944,A000385,2026-04-27 09:35:00,AG0015,Human Calling
ATT000012945,CALL00012945,A004118,2025-11-12 13:18:00,AG0083,Human Calling
ATT000012946,CALL00012946,A002592,2025-10-24 10:41:00,AG0063,AI Voice
ATT000012947,CALL00012947,A001867,2026-04-23 13:05:00,AG0026,Predictive Dialer
ATT000012948,CALL00012948,A000616,2026-03-26 10:37:00,AG0044,AI Voice
ATT000012949,CALL00012949,A002216,2025-12-09 23:19:00,AG0093,Predictive Dialer
ATT000012950,CALL00012950,A001532,2025-12-11 23:59:00,AG0046,AI Voice
ATT000012951,CALL00012951,A002297,2025-10-04 19:42:00,AG0083,Predictive Dialer
ATT000012952,CALL00012952,A002165,2026-07-24 19:09:00,AG0107,Predictive Dialer
ATT000012953,CALL00012953,A003963,2026-03-03 07:44:00,AG0011,Human Calling
ATT000012954,CALL00012954,A001671,2026-02-20 09:00:00,AG0019,Predictive Dialer
ATT000012955,CALL00012955,A003476,2025-10-04 13:15:00,AG0096,Predictive Dialer
ATT000012956,CALL00012956,A002438,2025-11-03 18:57:00,AG0003,AI Voice
ATT000012957,CALL00012957,A000876,2025-10-01 18:02:00,AG0007,Predictive Dialer
ATT000012958,CALL00012958,A000740,2026-05-21 18:25:00,AG0058,AI Voice
ATT000012959,CALL00012959,A001334,2026-02-24 21:36:00,AG0049,Human Calling
ATT000012960,CALL00012960,A003439,2025-11-26 06:37:00,AG0070,Human Calling
ATT000012961,CALL00012961,A001805,2026-02-20 16:38:00,AG0084,AI Voice
ATT000012962,CALL00012962,A000660,2026-04-02 17:07:00,AG0114,Human Calling
ATT000012963,CALL00012963,A003481,2025-09-16 12:21:00,AG0060,Human Calling
ATT000012964,CALL00012964,A002599,2026-01-17 16:59:00,AG0096,Human Calling
ATT000012965,CALL00012965,A001211,2025-10-05 17:03:00,AG0087,Human Calling
ATT000012966,CALL00012966,A002120,2026-01-01 08:53:00,AG0035,Human Calling
ATT000012967,CALL00012967,A003743,2026-01-11 12:47:00,AG0030,AI Voice
ATT000012968,CALL00012968,A001618,2026-01-26 11:48:00,AG0079,AI Voice
ATT000012969,CALL00012969,A003331,2025-09-13 06:44:00,AG0049,Predictive Dialer
ATT000012970,CALL00012970,A000475,2026-01-16 22:48:00,AG0101,IVR
ATT000012971,CALL00012971,A001965,2025-12-20 12:29:00,AG0097,Predictive Dialer
ATT000012972,CALL00012972,A001886,2026-05-27 10:53:00,AG0073,Human Calling
ATT000012973,CALL00012973,A003598,2026-06-02 17:43:00,AG0033,Human Calling
ATT000012974,CALL00012974,A004189,2026-08-11 12:35:00,AG0022,Predictive Dialer
ATT000012975,CALL00012975,A001508,2025-10-27 14:49:00,AG0055,Predictive Dialer
ATT000012976,CALL00012976,A001163,2026-03-03 16:13:00,AG0086,Human Calling
ATT000012977,CALL00012977,A002871,2026-08-26 16:25:00,AG0030,Human Calling
ATT000012978,CALL00012978,A001023,2026-04-11 08:01:00,AG0087,IVR
ATT000012979,CALL00012979,A000319,2026-05-12 15:03:00,AG0043,IVR
ATT000012980,CALL00012980,A000452,2025-09-06 09:10:00,AG0106,Predictive Dialer
ATT000012981,CALL00012981,A000964,2025-12-13 06:07:00,AG0010,Predictive Dialer
ATT000012982,CALL00012982,A003002,2026-03-06 19:31:00,AG0007,Predictive Dialer
ATT000012983,CALL00012983,A004035,2026-08-06 10:58:00,AG0033,Predictive Dialer
ATT000012984,CALL00012984,A001184,2025-12-11 14:44:00,AG0083,Human Calling
ATT000012985,CALL00012985,A001404,2025-09-21 07:01:00,AG0071,Human Calling
ATT000012986,CALL00012986,A003458,2026-08-09 13:24:00,AG0109,AI Voice
ATT000012987,CALL00012987,A001273,2025-09-23 18:03:00,AG0076,Predictive Dialer
ATT000012988,CALL00012988,A000883,2025-12-13 16:58:00,AG0037,Predictive Dialer
ATT000012989,CALL00012989,A002052,2026-02-05 12:09:00,AG0058,IVR
ATT000012990,CALL00012990,A000305,2026-07-08 16:24:00,AG0055,AI Voice
ATT000012991,CALL00012991,A002108,2026-08-07 11:36:00,AG0050,Predictive Dialer
ATT000012992,CALL00012992,A001710,2025-11-25 06:55:00,AG0114,Human Calling
ATT000012993,CALL00012993,A000392,2026-03-17 22:18:00,AG0114,Predictive Dialer
ATT000012994,CALL00012994,A002069,2026-06-16 13:06:00,AG0002,IVR
ATT000012995,CALL00012995,A001019,2026-05-26 16:26:00,AG0098,Human Calling
ATT000012996,CALL00012996,A004017,2026-04-04 14:08:00,AG0111,AI Voice
ATT000012997,CALL00012997,A002475,2025-11-10 22:24:00,AG0107,AI Voice
ATT000012998,CALL00012998,A001321,2026-07-16 16:33:00,AG0049,Predictive Dialer
ATT000012999,CALL00012999,A001677,2026-03-18 18:30:00,AG0091,IVR
ATT000013000,CALL00013000,A003850,2026-02-21 09:03:00,AG0048,IVR
ATT000013001,CALL00013001,A003235,2026-04-07 21:38:00,AG0028,AI Voice
ATT000013002,CALL00013002,A002123,2025-11-04 23:12:00,AG0054,Human Calling
ATT000013003,CALL00013003,A004139,2026-02-25 14:20:00,AG0058,Human Calling
ATT000013004,CALL00013004,A000421,2026-05-07 10:35:00,AG0099,Human Calling
ATT000013005,CALL00013005,A003788,2026-01-15 13:08:00,AG0110,Human Calling
ATT000013006,CALL00013006,A002876,2026-03-19 10:00:00,AG0109,Predictive Dialer
ATT000013007,CALL00013007,A001621,2026-01-16 06:39:00,AG0013,IVR
ATT000013008,CALL00013008,A003322,2026-07-25 22:01:00,AG0087,IVR
ATT000013009,CALL00013009,A002633,2026-05-06 10:40:00,AG0064,Predictive Dialer
ATT000013010,CALL00013010,A003001,2026-07-20 13:03:00,AG0010,Human Calling
ATT000013011,CALL00013011,A004084,2025-09-06 10:47:00,AG0070,AI Voice
ATT000013012,CALL00013012,A002790,2026-05-27 13:48:00,AG0094,Predictive Dialer
ATT000013013,CALL00013013,A002259,2026-06-06 12:35:00,AG0071,Human Calling
ATT000013014,CALL00013014,A002817,2025-10-26 16:52:00,AG0103,Predictive Dialer
ATT000013015,CALL00013015,A003660,2026-08-14 06:16:00,AG0088,Human Calling
ATT000013016,CALL00013016,A002458,2025-10-24 20:45:00,AG0112,AI Voice
ATT000013017,CALL00013017,A001610,2026-04-04 07:08:00,AG0032,Human Calling
ATT000013018,CALL00013018,A000327,2025-10-10 21:54:00,AG0036,AI Voice
ATT000013019,CALL00013019,A001321,2026-04-26 21:31:00,AG0107,Predictive Dialer
ATT000013020,CALL00013020,A000297,2026-03-09 08:58:00,AG0073,Predictive Dialer
ATT000013021,CALL00013021,A002647,2025-12-01 10:18:00,AG0047,IVR
ATT000013022,CALL00013022,A002480,2026-02-13 19:14:00,AG0021,Human Calling
ATT000013023,CALL00013023,A003304,2026-01-14 08:40:00,AG0004,Human Calling
ATT000013024,CALL00013024,A001358,2026-05-10 22:25:00,AG0092,IVR
ATT000013025,CALL00013025,A004168,2026-04-20 20:09:00,AG0099,Human Calling
ATT000013026,CALL00013026,A001275,2026-06-23 17:31:00,AG0008,Human Calling
ATT000013027,CALL00013027,A003374,2026-02-14 20:57:00,AG0109,Predictive Dialer
ATT000013028,CALL00013028,A003802,2026-03-06 14:15:00,AG0010,AI Voice
ATT000013029,CALL00013029,A001475,2026-01-05 21:20:00,AG0118,AI Voice
ATT000013030,CALL00013030,A001862,2025-11-26 09:46:00,AG0039,IVR
ATT000013031,CALL00013031,A003175,2025-12-01 23:24:00,AG0112,AI Voice
ATT000013032,CALL00013032,A000923,2025-10-27 11:50:00,AG0099,Predictive Dialer
ATT000013033,CALL00013033,A003051,2025-09-15 06:40:00,AG0003,Human Calling
ATT000013034,CALL00013034,A002769,2025-09-03 11:47:00,AG0001,Predictive Dialer
ATT000013035,CALL00013035,A000507,2026-02-07 19:56:00,AG0097,Human Calling
ATT000013036,CALL00013036,A000030,2025-11-26 07:13:00,AG0057,Human Calling
ATT000013037,CALL00013037,A000252,2026-08-17 15:17:00,AG0049,Human Calling
ATT000013038,CALL00013038,A003482,2026-01-06 07:28:00,AG0004,Predictive Dialer
ATT000013039,CALL00013039,A000132,2026-04-19 07:20:00,AG0088,AI Voice
ATT000013040,CALL00013040,A000237,2025-09-21 18:55:00,AG0034,Human Calling
ATT000013041,CALL00013041,A003545,2025-09-23 09:42:00,AG0064,Human Calling
ATT000013042,CALL00013042,A003719,2026-06-03 09:10:00,AG0087,IVR
ATT000013043,CALL00013043,A001084,2025-11-14 22:24:00,AG0102,Human Calling
ATT000013044,CALL00013044,A001965,2026-06-03 22:55:00,AG0050,IVR
ATT000013045,CALL00013045,A000579,2026-08-10 10:31:00,AG0061,Predictive Dialer
ATT000013046,CALL00013046,A002264,2026-07-18 20:39:00,AG0023,Human Calling
ATT000013047,CALL00013047,A003908,2026-01-12 23:52:00,AG0052,IVR
ATT000013048,CALL00013048,A001658,2026-03-25 16:19:00,AG0116,Predictive Dialer
ATT000013049,CALL00013049,A000331,2026-03-09 11:17:00,AG0112,Human Calling
ATT000013050,CALL00013050,A000487,2025-10-11 13:15:00,AG0051,IVR
ATT000013051,CALL00013051,A001040,2026-08-14 15:33:00,AG0049,AI Voice
ATT000013052,CALL00013052,A000763,2026-04-24 10:24:00,AG0087,Human Calling
ATT000013053,CALL00013053,A002789,2025-09-18 16:47:00,AG0113,Human Calling
ATT000013054,CALL00013054,A002709,2026-08-25 16:36:00,AG0109,IVR
ATT000013055,CALL00013055,A003461,2026-06-26 20:28:00,AG0032,Human Calling
ATT000013056,CALL00013056,A000149,2026-07-19 11:39:00,AG0085,Human Calling
ATT000013057,CALL00013057,A002590,2026-02-04 22:51:00,AG0019,IVR
ATT000013058,CALL00013058,A002476,2026-07-02 15:26:00,AG0082,Human Calling
ATT000013059,CALL00013059,A002034,2025-11-07 06:24:00,AG0118,Human Calling
ATT000013060,CALL00013060,A003742,2025-09-21 23:00:00,AG0109,Predictive Dialer
ATT000013061,CALL00013061,A002872,2026-05-09 14:17:00,AG0052,AI Voice
ATT000013062,CALL00013062,A001852,2026-07-23 20:18:00,AG0042,AI Voice
ATT000013063,CALL00013063,A000183,2025-11-06 19:44:00,AG0063,Human Calling
ATT000013064,CALL00013064,A003993,2026-03-10 08:16:00,AG0081,Human Calling
ATT000013065,CALL00013065,A001400,2026-07-25 10:59:00,AG0097,Predictive Dialer
ATT000013066,CALL00013066,A002163,2025-11-17 23:04:00,AG0094,Predictive Dialer
ATT000013067,CALL00013067,A003757,2025-11-02 16:38:00,AG0063,AI Voice
ATT000013068,CALL00013068,A001721,2026-07-27 17:02:00,AG0093,Human Calling
ATT000013069,CALL00013069,A002559,2026-06-02 14:17:00,AG0069,Human Calling
ATT000013070,CALL00013070,A002610,2025-09-22 18:11:00,AG0063,Human Calling
ATT000013071,CALL00013071,A001007,2025-12-07 13:49:00,AG0037,Predictive Dialer
ATT000013072,CALL00013072,A000886,2026-05-15 12:32:00,AG0118,Human Calling
ATT000013073,CALL00013073,A001546,2026-06-22 16:33:00,AG0048,Human Calling
ATT000013074,CALL00013074,A003604,2026-02-05 13:11:00,AG0117,Predictive Dialer
ATT000013075,CALL00013075,A003307,2026-07-21 19:51:00,AG0053,Predictive Dialer
ATT000013076,CALL00013076,A001975,2026-04-13 15:03:00,AG0033,AI Voice
ATT000013077,CALL00013077,A001696,2025-10-06 08:14:00,AG0009,Predictive Dialer
ATT000013078,CALL00013078,A002324,2026-07-04 17:57:00,AG0107,AI Voice
ATT000013079,CALL00013079,A002518,2025-11-18 07:17:00,AG0067,AI Voice
ATT000013080,CALL00013080,A000154,2026-06-15 21:58:00,AG0066,Predictive Dialer
ATT000013081,CALL00013081,A002082,2025-11-07 06:28:00,AG0105,AI Voice
ATT000013082,CALL00013082,A003478,2026-03-04 22:11:00,AG0070,Human Calling
ATT000013083,CALL00013083,A003598,2026-06-04 09:00:00,AG0099,Human Calling
ATT000013084,CALL00013084,A001769,2026-08-02 23:05:00,AG0025,IVR
ATT000013085,CALL00013085,A003578,2026-06-07 11:34:00,AG0112,Predictive Dialer
ATT000013086,CALL00013086,A002854,2026-04-22 19:28:00,AG0110,Human Calling
ATT000013087,CALL00013087,A003446,2025-11-23 23:46:00,AG0049,IVR
ATT000013088,CALL00013088,A002852,2025-12-18 22:37:00,AG0106,AI Voice
ATT000013089,CALL00013089,A002546,2026-06-07 18:27:00,AG0018,IVR
ATT000013090,CALL00013090,A000492,2025-10-23 18:56:00,AG0051,Human Calling
ATT000013091,CALL00013091,A000746,2025-10-17 15:43:00,AG0009,Human Calling
ATT000013092,CALL00013092,A002010,2026-05-02 21:06:00,AG0022,Human Calling
ATT000013093,CALL00013093,A001102,2026-07-09 11:26:00,AG0012,IVR
ATT000013094,CALL00013094,A000412,2026-07-23 11:33:00,AG0093,Human Calling
ATT000013095,CALL00013095,A002065,2026-06-08 12:54:00,AG0034,Human Calling
ATT000013096,CALL00013096,A000972,2026-08-02 13:50:00,AG0028,IVR
ATT000013097,CALL00013097,A001099,2025-12-27 22:02:00,AG0085,AI Voice
ATT000013098,CALL00013098,A002539,2026-01-08 10:48:00,AG0114,Human Calling
ATT000013099,CALL00013099,A003849,2025-10-05 10:15:00,AG0030,Human Calling
ATT000013100,CALL00013100,A001332,2025-10-11 08:35:00,AG0082,Human Calling
ATT000013101,CALL00013101,A004004,2025-12-26 07:09:00,AG0002,Human Calling
ATT000013102,CALL00013102,A001678,2025-12-04 10:29:00,AG0040,Human Calling
ATT000013103,CALL00013103,A001746,2026-08-20 17:14:00,AG0086,Human Calling
ATT000013104,CALL00013104,A001925,2026-08-21 22:31:00,AG0063,IVR
ATT000013105,CALL00013105,A001360,2026-05-12 11:39:00,AG0057,Human Calling
ATT000013106,CALL00013106,A004022,2026-05-13 07:22:00,AG0008,AI Voice
ATT000013107,CALL00013107,A001029,2026-05-03 21:43:00,AG0046,Predictive Dialer
ATT000013108,CALL00013108,A003617,2026-07-03 15:46:00,AG0048,Human Calling
ATT000013109,CALL00013109,A003172,2025-12-27 23:28:00,AG0017,IVR
ATT000013110,CALL00013110,A001719,2026-02-03 15:44:00,AG0115,Predictive Dialer
ATT000013111,CALL00013111,A002671,2025-10-12 21:23:00,AG0015,IVR
ATT000013112,CALL00013112,A003151,2026-08-09 14:26:00,AG0073,AI Voice
ATT000013113,CALL00013113,A002538,2026-02-05 14:11:00,AG0017,Human Calling
ATT000013114,CALL00013114,A003691,2026-01-24 21:55:00,AG0002,Predictive Dialer
ATT000013115,CALL00013115,A001340,2026-01-19 13:48:00,AG0051,IVR
ATT000013116,CALL00013116,A002700,2026-04-19 23:26:00,AG0095,Human Calling
ATT000013117,CALL00013117,A000252,2026-08-03 18:58:00,AG0034,AI Voice
ATT000013118,CALL00013118,A000170,2025-11-27 06:06:00,AG0050,AI Voice
ATT000013119,CALL00013119,A000888,2025-09-27 10:43:00,AG0103,AI Voice
ATT000013120,CALL00013120,A003134,2026-08-24 14:59:00,AG0056,Human Calling
ATT000013121,CALL00013121,A003763,2025-10-17 06:07:00,AG0099,AI Voice
ATT000013122,CALL00013122,A002607,2026-01-11 09:48:00,AG0043,Predictive Dialer
ATT000013123,CALL00013123,A001694,2026-04-06 13:23:00,AG0080,AI Voice
ATT000013124,CALL00013124,A000232,2026-05-03 22:11:00,AG0045,Predictive Dialer
ATT000013125,CALL00013125,A003519,2026-02-05 20:41:00,AG0020,Human Calling
ATT000013126,CALL00013126,A001221,2026-02-04 15:31:00,AG0033,Predictive Dialer
ATT000013127,CALL00013127,A003831,2026-04-24 19:32:00,AG0040,Human Calling
ATT000013128,CALL00013128,A000836,2026-06-04 22:45:00,AG0020,IVR
ATT000013129,CALL00013129,A003715,2026-08-14 20:05:00,AG0029,Human Calling
ATT000013130,CALL00013130,A003089,2025-12-10 08:05:00,AG0099,IVR
ATT000013131,CALL00013131,A004105,2026-02-27 19:20:00,AG0084,Human Calling
ATT000013132,CALL00013132,A000404,2026-01-13 21:20:00,AG0080,AI Voice
ATT000013133,CALL00013133,A001452,2026-08-17 23:22:00,AG0023,Human Calling
ATT000013134,CALL00013134,A002959,2025-10-22 22:15:00,AG0028,AI Voice
ATT000013135,CALL00013135,A001539,2025-11-18 16:56:00,AG0105,AI Voice
ATT000013136,CALL00013136,A003418,2025-12-17 07:34:00,AG0114,IVR
ATT000013137,CALL00013137,A003738,2026-08-06 17:21:00,AG0090,AI Voice
ATT000013138,CALL00013138,A000219,2025-12-24 21:24:00,AG0026,Human Calling
ATT000013139,CALL00013139,A003767,2026-02-11 06:55:00,AG0085,AI Voice
ATT000013140,CALL00013140,A003438,2026-07-12 12:39:00,AG0093,Predictive Dialer
ATT000013141,CALL00013141,A002451,2026-02-05 19:17:00,AG0010,Human Calling
ATT000013142,CALL00013142,A003071,2026-04-09 18:59:00,AG0050,Human Calling
ATT000013143,CALL00013143,A001611,2026-03-14 16:15:00,AG0104,Human Calling
ATT000013144,CALL00013144,A002244,2025-10-24 14:53:00,AG0109,Human Calling
ATT000013145,CALL00013145,A000701,2026-02-20 08:00:00,AG0021,Predictive Dialer
ATT000013146,CALL00013146,A003487,2025-09-16 09:21:00,AG0116,Human Calling
ATT000013147,CALL00013147,A001595,2025-10-03 19:24:00,AG0032,IVR
ATT000013148,CALL00013148,A003959,2026-03-09 16:01:00,AG0117,Human Calling
ATT000013149,CALL00013149,A004164,2025-09-26 14:15:00,AG0041,Human Calling
ATT000013150,CALL00013150,A002485,2025-11-17 18:52:00,AG0016,AI Voice
ATT000013151,CALL00013151,A000024,2025-12-02 20:20:00,AG0015,IVR
ATT000013152,CALL00013152,A003873,2026-03-23 15:20:00,AG0116,Human Calling
ATT000013153,CALL00013153,A002156,2025-11-17 20:53:00,AG0102,IVR
ATT000013154,CALL00013154,A001061,2025-09-05 15:34:00,AG0119,IVR
ATT000013155,CALL00013155,A002769,2026-02-11 09:07:00,AG0094,Human Calling
ATT000013156,CALL00013156,A000947,2026-03-01 10:39:00,AG0026,Human Calling
ATT000013157,CALL00013157,A002941,2025-12-20 09:06:00,AG0080,AI Voice
ATT000013158,CALL00013158,A002586,2025-12-04 23:43:00,AG0023,Human Calling
ATT000013159,CALL00013159,A000913,2026-02-07 20:55:00,AG0087,AI Voice
ATT000013160,CALL00013160,A000147,2025-11-20 19:44:00,AG0105,Human Calling
ATT000013161,CALL00013161,A003190,2025-10-18 22:40:00,AG0012,Human Calling
ATT000013162,CALL00013162,A001736,2026-07-07 12:08:00,AG0096,Predictive Dialer
ATT000013163,CALL00013163,A003371,2026-07-11 12:44:00,AG0054,AI Voice
ATT000013164,CALL00013164,A004040,2026-04-27 12:51:00,AG0011,Human Calling
ATT000013165,CALL00013165,A000301,2026-07-27 18:50:00,AG0053,IVR
ATT000013166,CALL00013166,A003126,2025-11-17 23:58:00,AG0019,Predictive Dialer
ATT000013167,CALL00013167,A003509,2026-06-10 23:23:00,AG0120,Predictive Dialer
ATT000013168,CALL00013168,A000438,2026-03-07 21:59:00,AG0054,Predictive Dialer
ATT000013169,CALL00013169,A000735,2026-07-19 13:54:00,AG0015,Human Calling
ATT000013170,CALL00013170,A003466,2025-12-06 18:58:00,AG0011,Human Calling
ATT000013171,CALL00013171,A002864,2026-07-24 21:33:00,AG0094,Predictive Dialer
ATT000013172,CALL00013172,A003115,2026-01-16 20:56:00,AG0117,Predictive Dialer
ATT000013173,CALL00013173,A000773,2026-02-15 12:19:00,AG0097,AI Voice
ATT000013174,CALL00013174,A001995,2026-04-14 20:23:00,AG0017,AI Voice
ATT000013175,CALL00013175,A003934,2025-12-21 16:23:00,AG0031,Human Calling
ATT000013176,CALL00013176,A000501,2026-01-23 08:54:00,AG0074,Human Calling
ATT000013177,CALL00013177,A003068,2026-04-21 12:21:00,AG0046,Predictive Dialer
ATT000013178,CALL00013178,A002527,2026-04-27 21:54:00,AG0056,AI Voice
ATT000013179,CALL00013179,A001873,2025-10-14 10:25:00,AG0071,AI Voice
ATT000013180,CALL00013180,A000500,2026-03-08 23:43:00,AG0085,Human Calling
ATT000013181,CALL00013181,A000858,2025-09-02 11:37:00,AG0035,Human Calling
ATT000013182,CALL00013182,A003285,2026-02-07 17:49:00,AG0013,Predictive Dialer
ATT000013183,CALL00013183,A002861,2026-03-08 13:03:00,AG0033,IVR
ATT000013184,CALL00013184,A001162,2026-03-06 13:43:00,AG0007,Human Calling
ATT000013185,CALL00013185,A003500,2026-03-01 12:03:00,AG0108,Predictive Dialer
ATT000013186,CALL00013186,A001518,2025-09-06 17:11:00,AG0016,Human Calling
ATT000013187,CALL00013187,A002814,2026-01-12 09:02:00,AG0116,Human Calling
ATT000013188,CALL00013188,A001165,2026-08-09 10:24:00,AG0081,Human Calling
ATT000013189,CALL00013189,A000140,2025-10-17 10:02:00,AG0072,Predictive Dialer
ATT000013190,CALL00013190,A000614,2026-06-11 17:22:00,AG0016,Predictive Dialer
ATT000013191,CALL00013191,A002436,2025-10-09 16:16:00,AG0068,Human Calling
ATT000013192,CALL00013192,A002126,2025-09-22 09:25:00,AG0083,AI Voice
ATT000013193,CALL00013193,A002439,2025-10-26 18:42:00,AG0097,Human Calling
ATT000013194,CALL00013194,A002911,2026-01-12 12:27:00,AG0078,Human Calling
ATT000013195,CALL00013195,A004170,2026-07-07 06:16:00,AG0053,Predictive Dialer
ATT000013196,CALL00013196,A000874,2025-11-17 11:51:00,AG0084,Predictive Dialer
ATT000013197,CALL00013197,A000460,2025-09-20 21:28:00,AG0107,Predictive Dialer
ATT000013198,CALL00013198,A004186,2025-09-14 23:09:00,AG0041,Predictive Dialer
ATT000013199,CALL00013199,A003616,2025-11-08 23:17:00,AG0020,IVR
ATT000013200,CALL00013200,A001809,2026-05-17 06:28:00,AG0053,Human Calling
ATT000013201,CALL00013201,A000288,2026-01-26 17:27:00,AG0033,Predictive Dialer
ATT000013202,CALL00013202,A003716,2025-12-26 09:20:00,AG0028,Human Calling
ATT000013203,CALL00013203,A000731,2026-06-05 13:09:00,AG0004,IVR
ATT000013204,CALL00013204,A000889,2026-08-11 07:05:00,AG0063,AI Voice
ATT000013205,CALL00013205,A000502,2025-09-12 21:36:00,AG0002,Human Calling
ATT000013206,CALL00013206,A003344,2026-04-23 19:59:00,AG0103,Human Calling
ATT000013207,CALL00013207,A001886,2026-05-18 18:32:00,AG0045,Predictive Dialer
ATT000013208,CALL00013208,A001674,2026-02-09 22:50:00,AG0045,Predictive Dialer
ATT000013209,CALL00013209,A003904,2026-07-21 09:48:00,AG0007,Human Calling
ATT000013210,CALL00013210,A000196,2025-09-25 10:17:00,AG0030,AI Voice
ATT000013211,CALL00013211,A000133,2026-04-21 14:03:00,AG0032,Human Calling
ATT000013212,CALL00013212,A002255,2025-12-23 22:40:00,AG0032,Human Calling
ATT000013213,CALL00013213,A003532,2026-06-27 06:01:00,AG0001,Predictive Dialer
ATT000013214,CALL00013214,A000363,2026-07-25 07:47:00,AG0014,Human Calling
ATT000013215,CALL00013215,A000136,2025-09-02 10:03:00,AG0107,Human Calling
ATT000013216,CALL00013216,A001253,2025-12-12 20:43:00,AG0030,Human Calling
ATT000013217,CALL00013217,A002937,2026-01-16 22:41:00,AG0033,Human Calling
ATT000013218,CALL00013218,A001426,2026-03-04 12:35:00,AG0112,IVR
ATT000013219,CALL00013219,A003059,2026-04-12 16:46:00,AG0001,Human Calling
ATT000013220,CALL00013220,A000093,2026-03-17 06:31:00,AG0087,IVR
ATT000013221,CALL00013221,A002863,2026-06-25 23:08:00,AG0112,AI Voice
