history_id,account_id,status_timestamp,status
H00001212,A001026,2024-06-25,ACTIVE
H00001213,A001026,2025-11-11,CLOSED
H00001214,A001027,2025-03-27,ACTIVE
H00001215,A001027,2026-09-11,CLOSED
H00001216,A001028,2025-05-29,ACTIVE
H00001217,A001029,2026-02-18,ACTIVE
H00001218,A001030,2025-03-09,ACTIVE
H00001219,A001031,2025-11-04,ACTIVE
H00001220,A001031,2027-02-21,CLOSED
H00001221,A001032,2026-03-21,ACTIVE
H00001222,A001033,2025-06-22,ACTIVE
H00001223,A001034,2025-01-25,ACTIVE
H00001224,A001035,2025-03-05,ACTIVE
H00001225,A001036,2024-05-04,ACTIVE
H00001226,A001036,2025-05-28,WRITTEN_OFF
H00001227,A001037,2024-02-23,ACTIVE
H00001228,A001038,2025-08-04,ACTIVE
H00001229,A001039,2025-03-16,ACTIVE
H00001230,A001040,2024-02-02,ACTIVE
H00001231,A001041,2024-07-27,ACTIVE
H00001232,A001042,2024-08-23,ACTIVE
H00001233,A001043,2026-05-31,ACTIVE
H00001234,A001044,2024-01-23,ACTIVE
H00001235,A001045,2024-06-17,ACTIVE
H00001236,A001046,2025-03-31,ACTIVE
H00001237,A001046,2026-03-25,CLOSED
H00001238,A001047,2025-01-22,ACTIVE
H00001239,A001047,2025-07-27,WRITTEN_OFF
H00001240,A001048,2026-03-26,ACTIVE
H00001241,A001049,2024-04-13,ACTIVE
H00001242,A001050,2024-01-26,ACTIVE
H00001243,A001051,2025-03-07,ACTIVE
H00001244,A001052,2024-01-06,ACTIVE
H00001245,A001052,2024-05-08,CLOSED
H00001246,A001053,2025-12-09,ACTIVE
H00001247,A001054,2024-10-09,ACTIVE
H00001248,A001055,2025-10-18,ACTIVE
H00001249,A001056,2026-01-28,ACTIVE
H00001250,A001057,2024-05-16,ACTIVE
H00001251,A001057,2025-12-31,CLOSED
H00001252,A001058,2026-01-19,ACTIVE
H00001253,A001059,2025-08-08,ACTIVE
H00001254,A001060,2024-01-20,ACTIVE
H00001255,A001061,2025-02-24,ACTIVE
H00001256,A001062,2024-09-02,ACTIVE
H00001257,A001063,2024-12-25,ACTIVE
H00001258,A001064,2025-05-21,ACTIVE
H00001259,A001064,2026-11-14,CLOSED
H00001260,A001065,2024-07-19,ACTIVE
H00001261,A001066,2025-11-11,ACTIVE
H00001262,A001066,2027-06-30,CLOSED
H00001263,A001067,2026-04-10,ACTIVE
H00001264,A001068,2025-02-09,ACTIVE
H00001265,A001068,2026-05-01,CLOSED
H00001266,A001069,2026-02-25,ACTIVE
H00001267,A001070,2024-06-15,ACTIVE
H00001268,A001070,2025-06-18,WRITTEN_OFF
H00001269,A001071,2025-12-12,ACTIVE
H00001270,A001072,2024-12-31,ACTIVE
H00001271,A001073,2024-08-25,ACTIVE
H00001272,A001074,2024-04-07,ACTIVE
H00001273,A001075,2024-01-08,ACTIVE
H00001274,A001076,2024-09-18,ACTIVE
H00001275,A001076,2025-04-06,CLOSED
H00001276,A001077,2025-11-30,ACTIVE
H00001277,A001078,2025-05-28,ACTIVE
H00001278,A001079,2025-01-16,ACTIVE
H00001279,A001080,2024-01-23,ACTIVE
H00001280,A001081,2025-09-06,ACTIVE
H00001281,A001082,2025-11-25,ACTIVE
H00001282,A001083,2025-11-30,ACTIVE
H00001283,A001084,2026-02-21,ACTIVE
H00001284,A001085,2025-09-29,ACTIVE
H00001285,A001086,2024-06-12,ACTIVE
H00001286,A001087,2026-02-05,ACTIVE
H00001287,A001088,2026-03-26,ACTIVE
H00001288,A001089,2024-08-26,ACTIVE
H00001289,A001089,2025-04-25,CLOSED
H00001290,A001090,2024-12-01,ACTIVE
H00001291,A001091,2026-03-07,ACTIVE
H00001292,A001091,2026-12-18,CLOSED
H00001293,A001092,2024-07-24,ACTIVE
H00001294,A001093,2026-01-19,ACTIVE
H00001295,A001093,2027-03-26,CLOSED
H00001296,A001094,2025-07-29,ACTIVE
H00001297,A001095,2024-08-21,ACTIVE
H00001298,A001096,2024-06-06,ACTIVE
H00001299,A001097,2026-01-22,ACTIVE
H00001300,A001098,2025-09-25,ACTIVE
H00001301,A001099,2025-05-29,ACTIVE
H00001302,A001100,2024-02-19,ACTIVE
H00001303,A001101,2025-04-20,ACTIVE
H00001304,A001102,2025-09-01,ACTIVE
H00001305,A001103,2025-02-05,ACTIVE
H00001306,A001104,2024-05-20,ACTIVE
H00001307,A001105,2024-07-14,ACTIVE
H00001308,A001106,2024-01-01,ACTIVE
H00001309,A001107,2024-02-19,ACTIVE
H00001310,A001108,2025-10-08,ACTIVE
H00001311,A001109,2025-01-11,ACTIVE
H00001312,A001110,2024-02-04,ACTIVE
H00001313,A001111,2025-11-29,ACTIVE
H00001314,A001112,2024-07-04,ACTIVE
H00001315,A001113,2026-04-04,ACTIVE
H00001316,A001114,2025-03-09,ACTIVE
H00001317,A001114,2026-01-17,CLOSED
H00001318,A001115,2026-05-12,ACTIVE
H00001319,A001116,2024-08-13,ACTIVE
H00001320,A001117,2025-10-15,ACTIVE
H00001321,A001118,2024-11-14,ACTIVE
H00001322,A001118,2025-05-31,CLOSED
H00001323,A001119,2024-05-27,ACTIVE
H00001324,A001120,2024-04-08,ACTIVE
H00001325,A001121,2025-02-18,ACTIVE
H00001326,A001122,2024-08-19,ACTIVE
H00001327,A001122,2025-08-06,CLOSED
H00001328,A001123,2024-03-24,ACTIVE
H00001329,A001124,2025-12-28,ACTIVE
H00001330,A001125,2025-11-26,ACTIVE
H00001331,A001126,2025-10-31,ACTIVE
H00001332,A001127,2024-11-01,ACTIVE
H00001333,A001128,2024-12-16,ACTIVE
H00001334,A001129,2025-05-24,ACTIVE
H00001335,A001130,2026-05-28,ACTIVE
H00001336,A001131,2024-08-02,ACTIVE
H00001337,A001132,2024-01-02,ACTIVE
H00001338,A001133,2026-02-01,ACTIVE
H00001339,A001134,2024-12-01,ACTIVE
H00001340,A001135,2024-12-31,ACTIVE
H00001341,A001135,2025-07-24,CLOSED
H00001342,A001136,2024-03-09,ACTIVE
H00001343,A001137,2024-06-20,ACTIVE
H00001344,A001138,2026-03-08,ACTIVE
H00001345,A001138,2027-02-15,CLOSED
H00001346,A001139,2024-06-21,ACTIVE
H00001347,A001140,2024-01-15,ACTIVE
H00001348,A001141,2025-10-18,ACTIVE
H00001349,A001142,2025-02-21,ACTIVE
H00001350,A001143,2025-03-08,ACTIVE
H00001351,A001144,2024-12-08,ACTIVE
H00001352,A001145,2025-03-23,ACTIVE
H00001353,A001146,2025-11-13,ACTIVE
H00001354,A001146,2027-03-01,CLOSED
H00001355,A001147,2025-12-28,ACTIVE
H00001356,A001148,2025-08-04,ACTIVE
H00001357,A001149,2025-09-20,ACTIVE
H00001358,A001150,2026-05-09,ACTIVE
H00001359,A001151,2025-12-23,ACTIVE
H00001360,A001152,2024-01-23,ACTIVE
H00001361,A001153,2024-02-27,ACTIVE
H00001362,A001154,2026-02-24,ACTIVE
H00001363,A001155,2024-05-14,ACTIVE
H00001364,A001156,2024-04-23,ACTIVE
H00001365,A001157,2025-05-22,ACTIVE
H00001366,A001158,2025-10-30,ACTIVE
H00001367,A001159,2025-08-18,ACTIVE
H00001368,A001160,2025-11-15,ACTIVE
H00001369,A001161,2026-04-04,ACTIVE
H00001370,A001162,2024-04-11,ACTIVE
H00001371,A001163,2025-06-19,ACTIVE
H00001372,A001163,2026-08-23,WRITTEN_OFF
H00001373,A001164,2024-08-19,ACTIVE
H00001374,A001164,2025-11-09,CLOSED
H00001375,A001165,2024-02-24,ACTIVE
H00001376,A001166,2025-09-27,ACTIVE
H00001377,A001167,2024-03-13,ACTIVE
H00001378,A001168,2026-02-03,ACTIVE
H00001379,A001169,2025-03-30,ACTIVE
H00001380,A001170,2024-05-09,ACTIVE
H00001381,A001171,2025-12-07,ACTIVE
H00001382,A001171,2027-05-23,CLOSED
H00001383,A001172,2024-05-05,ACTIVE
H00001384,A001173,2025-04-02,ACTIVE
H00001385,A001173,2025-07-25,CLOSED
H00001386,A001174,2025-11-20,ACTIVE
H00001387,A001175,2026-01-28,ACTIVE
H00001388,A001176,2026-05-20,ACTIVE
H00001389,A001177,2024-06-10,ACTIVE
H00001390,A001178,2024-02-07,ACTIVE
H00001391,A001178,2025-05-25,CLOSED
H00001392,A001179,2025-12-23,ACTIVE
H00001393,A001180,2025-08-31,ACTIVE
H00001394,A001181,2026-04-06,ACTIVE
H00001395,A001182,2025-07-15,ACTIVE
H00001396,A001183,2025-02-05,ACTIVE
H00001397,A001184,2025-04-24,ACTIVE
H00001398,A001185,2026-03-01,ACTIVE
H00001399,A001186,2024-06-15,ACTIVE
H00001400,A001187,2025-10-22,ACTIVE
H00001401,A001188,2024-11-24,ACTIVE
H00001402,A001189,2025-12-16,ACTIVE
H00001403,A001190,2025-04-09,ACTIVE
H00001404,A001191,2025-10-11,ACTIVE
H00001405,A001192,2025-10-08,ACTIVE
H00001406,A001193,2026-01-25,ACTIVE
H00001407,A001194,2025-01-31,ACTIVE
H00001408,A001195,2026-04-13,ACTIVE
H00001409,A001196,2024-03-05,ACTIVE
H00001410,A001196,2024-06-09,CLOSED
H00001411,A001197,2025-02-21,ACTIVE
H00001412,A001198,2024-08-21,ACTIVE
H00001413,A001199,2025-02-16,ACTIVE
H00001414,A001199,2025-11-02,CLOSED
H00001415,A001200,2024-01-26,ACTIVE
H00001416,A001201,2024-12-05,ACTIVE
H00001417,A001202,2026-05-16,ACTIVE
H00001418,A001203,2024-08-26,ACTIVE
H00001419,A001204,2024-05-10,ACTIVE
H00001420,A001205,2025-01-24,ACTIVE
H00001421,A001206,2026-02-05,ACTIVE
H00001422,A001207,2025-05-07,ACTIVE
H00001423,A001208,2025-07-19,ACTIVE
H00001424,A001209,2024-11-09,ACTIVE
H00001425,A001210,2024-01-22,ACTIVE
H00001426,A001211,2026-03-18,ACTIVE
H00001427,A001212,2026-02-10,ACTIVE
H00001428,A001213,2026-01-17,ACTIVE
H00001429,A001213,2027-05-20,CLOSED
H00001430,A001214,2026-01-12,ACTIVE
H00001431,A001215,2025-09-11,ACTIVE
H00001432,A001215,2027-03-15,CLOSED
H00001433,A001216,2025-01-23,ACTIVE
H00001434,A001217,2025-12-07,ACTIVE
H00001435,A001218,2026-01-09,ACTIVE
H00001436,A001218,2026-08-16,CLOSED
H00001437,A001219,2025-07-13,ACTIVE
H00001438,A001220,2024-09-18,ACTIVE
H00001439,A001221,2025-02-13,ACTIVE
H00001440,A001222,2024-08-02,ACTIVE
H00001441,A001223,2026-01-21,ACTIVE
H00001442,A001224,2026-03-06,ACTIVE
H00001443,A001225,2024-05-22,ACTIVE
H00001444,A001226,2025-09-27,ACTIVE
H00001445,A001227,2025-03-10,ACTIVE
H00001446,A001227,2025-09-17,CLOSED
H00001447,A001228,2024-04-15,ACTIVE
H00001448,A001229,2024-12-14,ACTIVE
H00001449,A001230,2024-11-20,ACTIVE
H00001450,A001231,2024-09-23,ACTIVE
H00001451,A001232,2025-07-03,ACTIVE
H00001452,A001233,2025-03-30,ACTIVE
H00001453,A001233,2026-03-19,CLOSED
H00001454,A001234,2024-02-20,ACTIVE
H00001455,A001235,2025-01-15,ACTIVE
H00001456,A001236,2025-09-02,ACTIVE
H00001457,A001237,2024-01-04,ACTIVE
H00001458,A001238,2024-03-24,ACTIVE
H00001459,A001239,2024-06-05,ACTIVE
H00001460,A001240,2026-05-18,ACTIVE
H00001461,A001241,2025-07-20,ACTIVE
H00001462,A001242,2024-03-01,ACTIVE
H00001463,A001243,2026-03-10,ACTIVE
H00001464,A001243,2027-06-14,CLOSED
H00001465,A001244,2024-06-27,ACTIVE
H00001466,A001245,2024-11-23,ACTIVE
H00001467,A001246,2026-05-20,ACTIVE
H00001468,A001247,2025-05-29,ACTIVE
H00001469,A001248,2025-11-06,ACTIVE
H00001470,A001249,2025-01-30,ACTIVE
H00001471,A001250,2024-11-10,ACTIVE
H00001472,A001250,2025-12-12,CLOSED
H00001473,A001251,2025-07-11,ACTIVE
H00001474,A001252,2024-08-26,ACTIVE
H00001475,A001253,2024-05-10,ACTIVE
H00001476,A001254,2025-06-09,ACTIVE
H00001477,A001255,2026-04-24,ACTIVE
H00001478,A001255,2027-07-01,CLOSED
H00001479,A001256,2024-05-03,ACTIVE
H00001480,A001257,2026-01-06,ACTIVE
H00001481,A001258,2025-01-05,ACTIVE
H00001482,A001259,2025-08-22,ACTIVE
H00001483,A001260,2024-11-08,ACTIVE
H00001484,A001260,2025-08-28,CLOSED
H00001485,A001261,2025-03-18,ACTIVE
H00001486,A001261,2026-07-11,WRITTEN_OFF
H00001487,A001262,2024-01-09,ACTIVE
H00001488,A001262,2024-05-14,CLOSED
H00001489,A001263,2025-07-08,ACTIVE
H00001490,A001264,2025-12-31,ACTIVE
H00001491,A001265,2025-03-28,ACTIVE
H00001492,A001265,2025-07-21,WRITTEN_OFF
H00001493,A001266,2024-01-22,ACTIVE
H00001494,A001267,2025-03-25,ACTIVE
H00001495,A001268,2025-11-18,ACTIVE
H00001496,A001269,2026-01-01,ACTIVE
H00001497,A001269,2027-08-19,CLOSED
H00001498,A001270,2025-07-31,ACTIVE
H00001499,A001271,2025-02-28,ACTIVE
H00001500,A001272,2024-11-29,ACTIVE
H00001501,A001272,2025-05-03,CLOSED
H00001502,A001273,2024-05-12,ACTIVE
H00001503,A001274,2025-01-22,ACTIVE
H00001504,A001275,2026-05-18,ACTIVE
H00001505,A001276,2026-02-01,ACTIVE
H00001506,A001277,2024-03-07,ACTIVE
H00001507,A001278,2025-09-10,ACTIVE
H00001508,A001279,2025-09-22,ACTIVE
H00001509,A001280,2026-05-25,ACTIVE
H00001510,A001280,2027-12-27,CLOSED
H00001511,A001281,2025-01-15,ACTIVE
H00001512,A001282,2024-08-27,ACTIVE
H00001513,A001283,2024-12-15,ACTIVE
H00001514,A001284,2024-01-24,ACTIVE
H00001515,A001285,2026-04-02,ACTIVE
H00001516,A001286,2024-10-03,ACTIVE
H00001517,A001287,2026-04-26,ACTIVE
H00001518,A001288,2025-10-22,ACTIVE
H00001519,A001289,2025-07-26,ACTIVE
H00001520,A001290,2025-04-27,ACTIVE
H00001521,A001291,2025-03-05,ACTIVE
H00001522,A001292,2025-06-24,ACTIVE
H00001523,A001293,2026-04-26,ACTIVE
H00001524,A001294,2026-02-22,ACTIVE
H00001525,A001295,2025-12-24,ACTIVE
H00001526,A001296,2025-11-18,ACTIVE
H00001527,A001296,2027-02-04,CLOSED
H00001528,A001297,2025-03-30,ACTIVE
H00001529,A001298,2025-05-06,ACTIVE
H00001530,A001298,2026-03-30,CLOSED
H00001531,A001299,2024-10-02,ACTIVE
H00001532,A001299,2025-05-26,WRITTEN_OFF
H00001533,A001300,2025-01-27,ACTIVE
H00001534,A001301,2026-03-04,ACTIVE
H00001535,A001302,2024-08-01,ACTIVE
H00001536,A001303,2024-05-23,ACTIVE
H00001537,A001304,2026-03-07,ACTIVE
H00001538,A001305,2024-09-29,ACTIVE
H00001539,A001306,2025-06-22,ACTIVE
H00001540,A001307,2024-04-29,ACTIVE
H00001541,A001308,2026-02-10,ACTIVE
H00001542,A001308,2027-01-21,WRITTEN_OFF
H00001543,A001309,2026-01-28,ACTIVE
H00001544,A001310,2024-04-19,ACTIVE
H00001545,A001311,2024-04-22,ACTIVE
H00001546,A001312,2026-05-11,ACTIVE
H00001547,A001313,2024-03-07,ACTIVE
H00001548,A001314,2024-09-21,ACTIVE
H00001549,A001314,2025-03-05,CLOSED
H00001550,A001315,2025-09-21,ACTIVE
H00001551,A001316,2025-01-05,ACTIVE
H00001552,A001316,2025-12-19,CLOSED
H00001553,A001317,2024-11-20,ACTIVE
H00001554,A001317,2025-11-23,WRITTEN_OFF
H00001555,A001318,2025-05-19,ACTIVE
H00001556,A001318,2025-08-18,CLOSED
H00001557,A001319,2025-06-02,ACTIVE
H00001558,A001320,2025-01-01,ACTIVE
H00001559,A001321,2025-10-16,ACTIVE
H00001560,A001321,2027-03-16,CLOSED
H00001561,A001322,2024-01-29,ACTIVE
H00001562,A001323,2024-01-28,ACTIVE
H00001563,A001324,2025-12-21,ACTIVE
H00001564,A001324,2026-07-25,CLOSED
H00001565,A001325,2025-01-02,ACTIVE
H00001566,A001326,2025-01-23,ACTIVE
H00001567,A001327,2026-02-19,ACTIVE
H00001568,A001328,2025-05-18,ACTIVE
H00001569,A001328,2026-09-19,WRITTEN_OFF
H00001570,A001329,2025-08-03,ACTIVE
H00001571,A001330,2024-11-05,ACTIVE
H00001572,A001331,2025-07-17,ACTIVE
H00001573,A001331,2026-06-24,WRITTEN_OFF
H00001574,A001332,2025-10-22,ACTIVE
H00001575,A001333,2025-06-09,ACTIVE
H00001576,A001334,2024-06-10,ACTIVE
H00001577,A001335,2025-10-05,ACTIVE
H00001578,A001336,2025-11-24,ACTIVE
H00001579,A001337,2024-05-23,ACTIVE
H00001580,A001338,2025-02-28,ACTIVE
H00001581,A001339,2025-06-20,ACTIVE
H00001582,A001340,2024-03-18,ACTIVE
H00001583,A001341,2024-02-12,ACTIVE
H00001584,A001342,2024-04-07,ACTIVE
H00001585,A001343,2024-04-16,ACTIVE
H00001586,A001344,2026-04-19,ACTIVE
H00001587,A001345,2026-04-10,ACTIVE
H00001588,A001346,2024-05-18,ACTIVE
H00001589,A001347,2025-07-20,ACTIVE
H00001590,A001348,2024-03-16,ACTIVE
H00001591,A001349,2024-12-22,ACTIVE
H00001592,A001349,2025-03-31,CLOSED
H00001593,A001350,2024-07-08,ACTIVE
H00001594,A001351,2025-01-11,ACTIVE
H00001595,A001352,2025-11-22,ACTIVE
H00001596,A001353,2025-05-12,ACTIVE
H00001597,A001354,2024-10-12,ACTIVE
H00001598,A001355,2024-03-26,ACTIVE
H00001599,A001356,2025-08-18,ACTIVE
H00001600,A001357,2024-03-18,ACTIVE
H00001601,A001357,2024-08-26,WRITTEN_OFF
H00001602,A001358,2024-07-01,ACTIVE
H00001603,A001359,2024-07-05,ACTIVE
H00001604,A001359,2025-11-21,WRITTEN_OFF
H00001605,A001360,2025-07-09,ACTIVE
H00001606,A001360,2026-06-19,CLOSED
H00001607,A001361,2025-01-25,ACTIVE
H00001608,A001362,2025-05-16,ACTIVE
H00001609,A001363,2025-12-14,ACTIVE
H00001610,A001364,2024-12-08,ACTIVE
H00001611,A001365,2025-08-02,ACTIVE
H00001612,A001366,2025-06-23,ACTIVE
H00001613,A001366,2027-02-05,WRITTEN_OFF
H00001614,A001367,2024-09-02,ACTIVE
H00001615,A001368,2024-08-29,ACTIVE
H00001616,A001369,2025-12-09,ACTIVE
H00001617,A001369,2027-04-18,CLOSED
H00001618,A001370,2025-03-29,ACTIVE
H00001619,A001371,2024-11-13,ACTIVE
H00001620,A001372,2024-08-23,ACTIVE
H00001621,A001373,2025-08-23,ACTIVE
H00001622,A001374,2024-06-25,ACTIVE
H00001623,A001375,2024-07-29,ACTIVE
H00001624,A001376,2025-02-28,ACTIVE
H00001625,A001377,2024-01-23,ACTIVE
H00001626,A001377,2024-05-05,CLOSED
H00001627,A001378,2025-07-07,ACTIVE
H00001628,A001379,2025-11-25,ACTIVE
H00001629,A001380,2024-11-07,ACTIVE
H00001630,A001381,2025-03-28,ACTIVE
H00001631,A001382,2025-10-01,ACTIVE
H00001632,A001383,2025-03-03,ACTIVE
H00001633,A001384,2026-03-17,ACTIVE
H00001634,A001385,2025-06-27,ACTIVE
H00001635,A001386,2025-11-01,ACTIVE
H00001636,A001386,2026-02-12,WRITTEN_OFF
H00001637,A001387,2025-09-11,ACTIVE
H00001638,A001388,2025-10-08,ACTIVE
H00001639,A001389,2026-04-01,ACTIVE
H00001640,A001390,2026-03-27,ACTIVE
H00001641,A001391,2024-06-06,ACTIVE
H00001642,A001392,2025-04-03,ACTIVE
H00001643,A001393,2024-05-01,ACTIVE
H00001644,A001394,2026-04-27,ACTIVE
H00001645,A001395,2025-07-06,ACTIVE
H00001646,A001396,2025-05-16,ACTIVE
H00001647,A001397,2025-01-28,ACTIVE
H00001648,A001398,2024-07-04,ACTIVE
H00001649,A001399,2025-01-18,ACTIVE
H00001650,A001400,2025-05-14,ACTIVE
H00001651,A001401,2024-07-16,ACTIVE
H00001652,A001402,2025-12-06,ACTIVE
H00001653,A001402,2026-09-28,CLOSED
H00001654,A001403,2026-03-04,ACTIVE
H00001655,A001404,2025-09-30,ACTIVE
H00001656,A001405,2024-06-22,ACTIVE
H00001657,A001406,2025-03-04,ACTIVE
H00001658,A001407,2026-05-06,ACTIVE
H00001659,A001408,2025-04-28,ACTIVE
H00001660,A001409,2024-02-27,ACTIVE
H00001661,A001410,2025-02-24,ACTIVE
H00001662,A001411,2024-06-12,ACTIVE
H00001663,A001411,2025-07-30,CLOSED
H00001664,A001412,2024-10-27,ACTIVE
H00001665,A001413,2026-04-09,ACTIVE
H00001666,A001414,2025-09-20,ACTIVE
H00001667,A001415,2025-11-12,ACTIVE
H00001668,A001416,2026-05-16,ACTIVE
H00001669,A001417,2025-05-28,ACTIVE
H00001670,A001418,2025-06-08,ACTIVE
H00001671,A001419,2024-05-04,ACTIVE
H00001672,A001420,2024-01-12,ACTIVE
H00001673,A001421,2025-02-16,ACTIVE
H00001674,A001422,2025-09-22,ACTIVE
H00001675,A001423,2024-12-02,ACTIVE
H00001676,A001424,2025-08-10,ACTIVE
H00001677,A001424,2026-03-15,CLOSED
H00001678,A001425,2025-01-26,ACTIVE
H00001679,A001425,2025-06-06,WRITTEN_OFF
H00001680,A001426,2025-12-25,ACTIVE
H00001681,A001427,2025-01-06,ACTIVE
H00001682,A001428,2024-08-07,ACTIVE
H00001683,A001429,2025-05-19,ACTIVE
H00001684,A001430,2025-12-04,ACTIVE
H00001685,A001431,2025-06-29,ACTIVE
H00001686,A001432,2025-11-30,ACTIVE
H00001687,A001433,2024-10-29,ACTIVE
H00001688,A001434,2025-11-18,ACTIVE
H00001689,A001434,2027-06-14,WRITTEN_OFF
H00001690,A001435,2026-01-28,ACTIVE
H00001691,A001436,2026-05-10,ACTIVE
H00001692,A001437,2024-08-05,ACTIVE
H00001693,A001438,2024-05-10,ACTIVE
H00001694,A001439,2024-04-30,ACTIVE
H00001695,A001440,2025-08-11,ACTIVE
H00001696,A001441,2025-04-11,ACTIVE
H00001697,A001442,2026-04-14,ACTIVE
H00001698,A001443,2024-02-07,ACTIVE
H00001699,A001444,2026-03-16,ACTIVE
H00001700,A001445,2025-08-02,ACTIVE
H00001701,A001446,2024-05-16,ACTIVE
H00001702,A001447,2025-11-07,ACTIVE
H00001703,A001448,2025-09-05,ACTIVE
H00001704,A001449,2024-03-27,ACTIVE
H00001705,A001450,2025-03-16,ACTIVE
H00001706,A001451,2026-01-26,ACTIVE
H00001707,A001451,2027-01-08,WRITTEN_OFF
H00001708,A001452,2026-02-27,ACTIVE
H00001709,A001453,2025-05-04,ACTIVE
H00001710,A001454,2026-02-12,ACTIVE
H00001711,A001455,2025-02-02,ACTIVE
H00001712,A001456,2025-11-26,ACTIVE
H00001713,A001457,2026-04-16,ACTIVE
H00001714,A001458,2025-06-16,ACTIVE
H00001715,A001459,2024-10-18,ACTIVE
H00001716,A001460,2025-07-18,ACTIVE
H00001717,A001461,2025-10-04,ACTIVE
H00001718,A001462,2025-12-25,ACTIVE
H00001719,A001463,2024-07-28,ACTIVE
H00001720,A001464,2025-07-04,ACTIVE
H00001721,A001465,2024-04-18,ACTIVE
H00001722,A001465,2025-07-22,WRITTEN_OFF
H00001723,A001466,2024-10-28,ACTIVE
H00001724,A001467,2024-12-27,ACTIVE
H00001725,A001467,2026-06-11,WRITTEN_OFF
H00001726,A001468,2025-09-11,ACTIVE
H00001727,A001469,2025-06-14,ACTIVE
H00001728,A001470,2025-01-08,ACTIVE
H00001729,A001471,2025-01-18,ACTIVE
H00001730,A001472,2024-11-07,ACTIVE
H00001731,A001473,2024-10-23,ACTIVE
H00001732,A001473,2025-03-03,CLOSED
H00001733,A001474,2025-09-16,ACTIVE
H00001734,A001475,2025-03-31,ACTIVE
H00001735,A001476,2026-01-24,ACTIVE
H00001736,A001477,2026-05-22,ACTIVE
H00001737,A001478,2025-11-04,ACTIVE
H00001738,A001478,2027-01-18,CLOSED
H00001739,A001479,2024-06-27,ACTIVE
H00001740,A001480,2025-06-04,ACTIVE
H00001741,A001481,2024-10-29,ACTIVE
H00001742,A001482,2024-01-20,ACTIVE
H00001743,A001483,2024-10-15,ACTIVE
H00001744,A001484,2025-06-02,ACTIVE
H00001745,A001485,2024-09-14,ACTIVE
H00001746,A001486,2024-02-21,ACTIVE
H00001747,A001487,2026-03-15,ACTIVE
H00001748,A001488,2025-07-05,ACTIVE
H00001749,A001489,2025-09-27,ACTIVE
H00001750,A001490,2025-10-02,ACTIVE
H00001751,A001491,2025-08-01,ACTIVE
H00001752,A001492,2025-02-06,ACTIVE
H00001753,A001493,2025-03-27,ACTIVE
H00001754,A001493,2025-12-19,CLOSED
H00001755,A001494,2025-03-17,ACTIVE
H00001756,A001495,2026-02-06,ACTIVE
H00001757,A001495,2027-02-12,CLOSED
H00001758,A001496,2025-03-31,ACTIVE
H00001759,A001497,2026-04-20,ACTIVE
H00001760,A001498,2025-06-13,ACTIVE
H00001761,A001498,2026-02-06,WRITTEN_OFF
H00001762,A001499,2024-01-24,ACTIVE
H00001763,A001500,2024-03-02,ACTIVE
H00001764,A001501,2026-02-13,ACTIVE
H00001765,A001502,2024-10-09,ACTIVE
H00001766,A001503,2026-02-20,ACTIVE
H00001767,A001504,2024-08-12,ACTIVE
H00001768,A001505,2024-12-27,ACTIVE
H00001769,A001505,2026-07-03,CLOSED
H00001770,A001506,2024-07-16,ACTIVE
H00001771,A001507,2024-12-20,ACTIVE
H00001772,A001507,2025-05-09,WRITTEN_OFF
H00001773,A001508,2024-08-24,ACTIVE
H00001774,A001509,2024-12-16,ACTIVE
H00001775,A001510,2026-03-07,ACTIVE
H00001776,A001511,2025-08-26,ACTIVE
H00001777,A001512,2026-01-19,ACTIVE
H00001778,A001513,2024-04-03,ACTIVE
H00001779,A001514,2025-09-14,ACTIVE
H00001780,A001515,2024-04-06,ACTIVE
H00001781,A001516,2026-02-02,ACTIVE
H00001782,A001517,2026-01-16,ACTIVE
H00001783,A001518,2026-05-26,ACTIVE
H00001784,A001519,2024-09-25,ACTIVE
H00001785,A001519,2025-08-02,WRITTEN_OFF
H00001786,A001520,2025-12-02,ACTIVE
H00001787,A001520,2027-06-17,CLOSED
H00001788,A001521,2026-02-16,ACTIVE
H00001789,A001522,2025-09-07,ACTIVE
H00001790,A001523,2024-05-28,ACTIVE
H00001791,A001524,2025-07-08,ACTIVE
H00001792,A001525,2026-03-29,ACTIVE
H00001793,A001525,2027-05-16,CLOSED
H00001794,A001526,2025-06-28,ACTIVE
H00001795,A001527,2025-11-02,ACTIVE
H00001796,A001528,2025-09-29,ACTIVE
H00001797,A001529,2025-07-14,ACTIVE
H00001798,A001530,2024-09-07,ACTIVE
H00001799,A001531,2025-03-16,ACTIVE
H00001800,A001532,2026-06-01,ACTIVE
H00001801,A001532,2027-12-18,CLOSED
H00001802,A001533,2024-04-20,ACTIVE
H00001803,A001534,2024-07-13,ACTIVE
H00001804,A001535,2025-12-25,ACTIVE
H00001805,A001536,2024-12-12,ACTIVE
H00001806,A001537,2026-01-21,ACTIVE
H00001807,A001538,2024-08-21,ACTIVE
H00001808,A001539,2026-02-04,ACTIVE
H00001809,A001540,2024-10-11,ACTIVE
H00001810,A001541,2025-02-03,ACTIVE
H00001811,A001542,2025-04-16,ACTIVE
H00001812,A001542,2026-07-26,CLOSED
H00001813,A001543,2024-12-15,ACTIVE
H00001814,A001544,2025-05-07,ACTIVE
H00001815,A001545,2024-03-25,ACTIVE
H00001816,A001546,2025-06-14,ACTIVE
H00001817,A001547,2026-02-09,ACTIVE
