sms_id,account_id,event_timestamp,event_type
SMS00003917,A004165,2026-04-18 08:00:00,DELIVERED
SMS00003918,A001449,2026-08-11 17:00:00,DELIVERED
SMS00003919,A003278,2026-03-01 16:00:00,FAILED
SMS00003920,A002756,2026-04-07 11:00:00,SENT
SMS00003921,A002253,2026-01-16 13:00:00,DELIVERED
SMS00003922,A001493,2025-10-27 18:00:00,DELIVERED
SMS00003923,A003320,2026-07-11 16:00:00,DELIVERED
SMS00003924,A003450,2026-07-18 16:00:00,DELIVERED
SMS00003925,A004173,2026-03-21 20:00:00,DELIVERED
SMS00003926,A002547,2025-12-13 19:00:00,SENT
SMS00003927,A002391,2025-10-06 12:00:00,DELIVERED
SMS00003928,A000572,2026-04-10 12:00:00,DELIVERED
SMS00003929,A002475,2025-12-20 21:00:00,DELIVERED
SMS00003930,A001740,2026-02-10 16:00:00,DELIVERED
SMS00003931,A002808,2026-08-06 21:00:00,DELIVERED
SMS00003932,A003292,2025-12-16 17:00:00,SENT
SMS00003933,A001525,2026-01-27 22:00:00,DELIVERED
SMS00003934,A000666,2025-10-15 11:00:00,DELIVERED
SMS00003935,A001936,2026-08-24 10:00:00,DELIVERED
SMS00003936,A004074,2025-10-14 13:00:00,FAILED
SMS00003937,A002401,2025-11-10 10:00:00,DELIVERED
SMS00003938,A000731,2026-04-17 18:00:00,DELIVERED
SMS00003939,A000310,2026-03-08 14:00:00,DELIVERED
SMS00003940,A000703,2026-03-22 08:00:00,DELIVERED
SMS00003941,A002490,2026-02-25 19:00:00,DELIVERED
SMS00003942,A000713,2025-12-04 21:00:00,DELIVERED
SMS00003943,A001611,2025-10-13 12:00:00,SENT
SMS00003944,A002433,2026-03-13 22:00:00,DELIVERED
SMS00003945,A001045,2025-10-18 18:00:00,FAILED
SMS00003946,A003964,2026-04-12 14:00:00,DELIVERED
SMS00003947,A002917,2026-06-03 10:00:00,FAILED
SMS00003948,A002875,2025-09-24 09:00:00,DELIVERED
SMS00003949,A000232,2026-02-02 07:00:00,DELIVERED
SMS00003950,A003226,2025-10-17 16:00:00,DELIVERED
SMS00003951,A001226,2026-01-07 10:00:00,DELIVERED
SMS00003952,A003290,2025-10-19 21:00:00,DELIVERED
SMS00003953,A003346,2026-07-25 17:00:00,DELIVERED
SMS00003954,A001731,2026-04-06 12:00:00,DELIVERED
SMS00003955,A003189,2025-11-15 13:00:00,DELIVERED
SMS00003956,A004003,2026-04-01 12:00:00,DELIVERED
SMS00003957,A001453,2026-01-22 19:00:00,FAILED
SMS00003958,A000040,2026-04-23 13:00:00,SENT
SMS00003959,A002779,2026-05-11 10:00:00,SENT
SMS00003960,A004146,2026-08-11 17:00:00,DELIVERED
SMS00003961,A001921,2026-05-13 17:00:00,DELIVERED
SMS00003962,A000137,2026-05-08 07:00:00,DELIVERED
SMS00003963,A003457,2026-06-18 11:00:00,SENT
SMS00003964,A003109,2025-09-12 12:00:00,SENT
SMS00003965,A002851,2026-07-04 11:00:00,SENT
SMS00003966,A003066,2026-02-17 11:00:00,DELIVERED
SMS00003967,A001204,2026-07-06 21:00:00,DELIVERED
SMS00003968,A002116,2026-04-02 19:00:00,DELIVERED
SMS00003969,A001571,2026-05-20 09:00:00,FAILED
SMS00003970,A000088,2025-12-17 13:00:00,DELIVERED
SMS00003971,A000588,2026-08-03 09:00:00,DELIVERED
SMS00003972,A000407,2026-08-19 09:00:00,SENT
SMS00003973,A003775,2025-09-15 07:00:00,DELIVERED
SMS00003974,A002718,2026-04-24 11:00:00,DELIVERED
SMS00003975,A000209,2025-09-03 14:00:00,SENT
SMS00003976,A000120,2025-11-04 16:00:00,DELIVERED
SMS00003977,A003827,2025-09-16 13:00:00,DELIVERED
SMS00003978,A001464,2026-03-15 08:00:00,DELIVERED
SMS00003979,A002196,2026-03-23 15:00:00,DELIVERED
SMS00003980,A000318,2025-09-09 14:00:00,SENT
SMS00003981,A000998,2026-02-26 15:00:00,DELIVERED
SMS00003982,A000430,2025-11-17 22:00:00,DELIVERED
SMS00003983,A000864,2026-04-22 12:00:00,DELIVERED
SMS00003984,A003413,2026-05-22 18:00:00,DELIVERED
SMS00003985,A000037,2025-09-08 08:00:00,DELIVERED
SMS00003986,A000835,2025-09-01 07:00:00,DELIVERED
SMS00003987,A000263,2025-11-23 22:00:00,DELIVERED
SMS00003988,A001801,2026-02-14 16:00:00,DELIVERED
SMS00003989,A000183,2025-09-07 18:00:00,DELIVERED
SMS00003990,A001256,2025-12-06 09:00:00,SENT
SMS00003991,A000779,2026-08-27 20:00:00,FAILED
SMS00003992,A000810,2026-03-04 17:00:00,DELIVERED
SMS00003993,A003311,2026-08-25 22:00:00,DELIVERED
SMS00003994,A001820,2026-05-22 10:00:00,DELIVERED
SMS00003995,A000984,2025-12-12 09:00:00,DELIVERED
SMS00003996,A003562,2026-07-14 17:00:00,SENT
SMS00003997,A003633,2026-06-20 18:00:00,DELIVERED
SMS00003998,A001369,2026-08-23 22:00:00,DELIVERED
SMS00003999,A003463,2026-02-24 14:00:00,DELIVERED
SMS00004000,A000848,2026-04-09 13:00:00,SENT
SMS00004001,A001255,2025-09-14 12:00:00,SENT
SMS00004002,A000281,2025-10-24 17:00:00,DELIVERED
SMS00004003,A002613,2026-07-12 21:00:00,DELIVERED
SMS00004004,A002803,2026-01-17 19:00:00,DELIVERED
SMS00004005,A001176,2026-05-25 10:00:00,DELIVERED
SMS00004006,A001140,2026-06-09 17:00:00,DELIVERED
SMS00004007,A001413,2025-10-16 12:00:00,DELIVERED
SMS00004008,A000131,2026-06-01 16:00:00,DELIVERED
SMS00004009,A000164,2025-09-06 14:00:00,FAILED
SMS00004010,A000632,2026-04-10 20:00:00,DELIVERED
SMS00004011,A003451,2026-07-07 10:00:00,DELIVERED
SMS00004012,A001302,2026-04-02 16:00:00,DELIVERED
SMS00004013,A001803,2025-11-04 20:00:00,SENT
SMS00004014,A003143,2026-07-06 08:00:00,DELIVERED
SMS00004015,A002200,2025-10-25 07:00:00,DELIVERED
SMS00004016,A001584,2026-07-17 18:00:00,DELIVERED
SMS00004017,A001043,2026-08-07 20:00:00,DELIVERED
SMS00004018,A002086,2025-11-27 08:00:00,DELIVERED
SMS00004019,A003635,2026-01-01 16:00:00,DELIVERED
SMS00004020,A004039,2026-01-27 08:00:00,DELIVERED
SMS00004021,A001494,2026-04-15 22:00:00,DELIVERED
SMS00004022,A003643,2026-07-12 14:00:00,DELIVERED
SMS00004023,A000883,2026-02-20 15:00:00,DELIVERED
SMS00004024,A002655,2026-06-03 07:00:00,DELIVERED
SMS00004025,A003920,2026-04-22 14:00:00,DELIVERED
SMS00004026,A004192,2025-12-20 22:00:00,DELIVERED
SMS00004027,A002764,2026-08-16 12:00:00,DELIVERED
SMS00004028,A002308,2026-05-26 13:00:00,DELIVERED
SMS00004029,A002863,2025-09-09 11:00:00,DELIVERED
SMS00004030,A003729,2026-06-06 22:00:00,DELIVERED
SMS00004031,A001349,2025-09-13 22:00:00,DELIVERED
SMS00004032,A001567,2026-06-14 11:00:00,DELIVERED
SMS00004033,A000614,2026-01-19 17:00:00,DELIVERED
SMS00004034,A003886,2026-04-09 20:00:00,SENT
SMS00004035,A004083,2026-03-02 07:00:00,SENT
SMS00004036,A004099,2026-04-11 16:00:00,DELIVERED
SMS00004037,A003617,2026-06-04 08:00:00,DELIVERED
SMS00004038,A004053,2026-03-01 14:00:00,SENT
SMS00004039,A000491,2026-08-10 17:00:00,DELIVERED
SMS00004040,A001397,2026-05-02 17:00:00,DELIVERED
SMS00004041,A001220,2026-05-27 20:00:00,DELIVERED
SMS00004042,A002191,2026-06-20 14:00:00,DELIVERED
SMS00004043,A000576,2026-03-23 09:00:00,DELIVERED
SMS00004044,A003948,2026-04-10 16:00:00,DELIVERED
SMS00004045,A001641,2025-10-13 17:00:00,DELIVERED
SMS00004046,A001520,2026-04-19 21:00:00,DELIVERED
SMS00004047,A001856,2026-01-27 13:00:00,DELIVERED
SMS00004048,A002780,2026-08-20 22:00:00,SENT
SMS00004049,A003019,2025-12-12 12:00:00,DELIVERED
SMS00004050,A004010,2025-10-15 11:00:00,DELIVERED
SMS00004051,A000808,2025-10-25 14:00:00,DELIVERED
SMS00004052,A002804,2026-04-01 11:00:00,DELIVERED
SMS00004053,A002816,2026-03-03 14:00:00,FAILED
SMS00004054,A003613,2026-07-27 20:00:00,DELIVERED
SMS00004055,A003406,2026-02-07 20:00:00,DELIVERED
SMS00004056,A002615,2026-01-11 11:00:00,SENT
SMS00004057,A000168,2026-04-21 13:00:00,SENT
SMS00004058,A001627,2026-02-24 22:00:00,DELIVERED
SMS00004059,A002456,2025-09-26 10:00:00,DELIVERED
SMS00004060,A002310,2026-05-21 14:00:00,DELIVERED
SMS00004061,A003636,2025-12-13 22:00:00,DELIVERED
SMS00004062,A002839,2026-03-03 15:00:00,DELIVERED
SMS00004063,A003417,2026-04-11 20:00:00,DELIVERED
SMS00004064,A003165,2026-05-08 11:00:00,DELIVERED
SMS00004065,A002799,2026-06-22 20:00:00,SENT
SMS00004066,A000324,2025-10-20 20:00:00,DELIVERED
SMS00004067,A001051,2026-03-11 07:00:00,DELIVERED
SMS00004068,A003434,2026-05-23 17:00:00,FAILED
SMS00004069,A002562,2025-11-10 16:00:00,FAILED
SMS00004070,A002535,2026-06-13 12:00:00,DELIVERED
SMS00004071,A000115,2026-05-20 12:00:00,DELIVERED
SMS00004072,A000332,2026-08-18 11:00:00,FAILED
SMS00004073,A001756,2026-03-04 16:00:00,FAILED
SMS00004074,A001914,2025-09-09 08:00:00,DELIVERED
SMS00004075,A002237,2026-07-11 22:00:00,SENT
SMS00004076,A002928,2025-09-18 13:00:00,DELIVERED
SMS00004077,A003531,2026-06-22 09:00:00,DELIVERED
SMS00004078,A001403,2025-12-20 08:00:00,DELIVERED
SMS00004079,A003575,2025-12-07 15:00:00,FAILED
SMS00004080,A001599,2025-11-26 08:00:00,FAILED
SMS00004081,A003569,2025-10-12 22:00:00,DELIVERED
SMS00004082,A000766,2026-01-01 09:00:00,DELIVERED
SMS00004083,A003454,2026-07-25 17:00:00,DELIVERED
SMS00004084,A002860,2025-11-23 15:00:00,DELIVERED
SMS00004085,A001684,2026-03-27 21:00:00,DELIVERED
SMS00004086,A001474,2025-12-01 22:00:00,DELIVERED
SMS00004087,A000800,2026-05-12 15:00:00,DELIVERED
SMS00004088,A000019,2026-06-22 17:00:00,DELIVERED
SMS00004089,A003409,2025-10-21 11:00:00,FAILED
SMS00004090,A000967,2026-02-09 17:00:00,SENT
SMS00004091,A003881,2026-04-07 22:00:00,SENT
SMS00004092,A002499,2026-05-05 18:00:00,DELIVERED
SMS00004093,A002720,2026-02-08 21:00:00,DELIVERED
SMS00004094,A002463,2025-12-03 21:00:00,SENT
SMS00004095,A002625,2026-06-14 09:00:00,DELIVERED
SMS00004096,A001893,2026-08-27 09:00:00,DELIVERED
SMS00004097,A000101,2025-11-13 19:00:00,DELIVERED
SMS00004098,A004047,2025-12-24 17:00:00,DELIVERED
SMS00004099,A000408,2026-03-24 09:00:00,DELIVERED
SMS00004100,A003033,2026-06-12 18:00:00,DELIVERED
SMS00004101,A000041,2026-02-10 15:00:00,DELIVERED
SMS00004102,A003868,2025-11-01 16:00:00,DELIVERED
SMS00004103,A000482,2026-01-11 22:00:00,DELIVERED
SMS00004104,A001790,2025-11-23 07:00:00,DELIVERED
SMS00004105,A003793,2026-01-03 16:00:00,SENT
SMS00004106,A002417,2026-05-11 18:00:00,DELIVERED
SMS00004107,A000968,2026-07-27 09:00:00,DELIVERED
SMS00004108,A002742,2026-06-04 08:00:00,DELIVERED
SMS00004109,A000376,2025-10-11 17:00:00,DELIVERED
SMS00004110,A002644,2025-09-12 17:00:00,SENT
SMS00004111,A001722,2025-11-10 11:00:00,DELIVERED
SMS00004112,A000904,2025-12-11 12:00:00,DELIVERED
SMS00004113,A003404,2026-05-11 15:00:00,DELIVERED
SMS00004114,A003581,2025-09-01 10:00:00,SENT
SMS00004115,A003321,2025-09-27 09:00:00,FAILED
SMS00004116,A002373,2025-11-17 18:00:00,SENT
SMS00004117,A003905,2026-05-08 21:00:00,DELIVERED
SMS00004118,A001696,2026-03-14 21:00:00,SENT
SMS00004119,A002276,2026-08-10 21:00:00,DELIVERED
SMS00004120,A003902,2026-06-26 20:00:00,SENT
SMS00004121,A000832,2026-01-12 13:00:00,DELIVERED
SMS00004122,A003026,2026-05-25 14:00:00,SENT
SMS00004123,A000763,2026-08-04 14:00:00,FAILED
SMS00004124,A003831,2026-02-06 17:00:00,DELIVERED
SMS00004125,A000007,2026-02-03 13:00:00,SENT
SMS00004126,A002510,2025-12-25 19:00:00,SENT
SMS00004127,A002461,2026-06-20 17:00:00,FAILED
SMS00004128,A000307,2025-12-10 19:00:00,DELIVERED
SMS00004129,A000357,2025-11-12 14:00:00,DELIVERED
SMS00004130,A003456,2026-04-14 20:00:00,DELIVERED
SMS00004131,A003705,2026-04-08 09:00:00,DELIVERED
SMS00004132,A002578,2026-02-05 08:00:00,SENT
SMS00004133,A003382,2026-06-27 10:00:00,DELIVERED
SMS00004134,A003244,2026-03-21 08:00:00,DELIVERED
SMS00004135,A001951,2025-10-21 19:00:00,SENT
SMS00004136,A000645,2026-02-10 17:00:00,SENT
SMS00004137,A000404,2026-07-13 13:00:00,SENT
SMS00004138,A000887,2025-09-10 15:00:00,SENT
SMS00004139,A000897,2025-11-01 22:00:00,DELIVERED
SMS00004140,A000638,2026-05-06 17:00:00,SENT
SMS00004141,A002649,2025-09-24 16:00:00,DELIVERED
SMS00004142,A000838,2026-08-24 10:00:00,FAILED
SMS00004143,A002705,2026-02-19 22:00:00,DELIVERED
SMS00004144,A000613,2026-08-11 17:00:00,DELIVERED
SMS00004145,A002987,2026-08-08 09:00:00,DELIVERED
SMS00004146,A003985,2025-11-11 12:00:00,FAILED
SMS00004147,A003394,2025-12-09 14:00:00,DELIVERED
SMS00004148,A001931,2025-12-13 07:00:00,DELIVERED
SMS00004149,A002293,2026-05-02 18:00:00,DELIVERED
SMS00004150,A001442,2026-04-11 11:00:00,DELIVERED
SMS00004151,A001423,2025-11-22 22:00:00,FAILED
SMS00004152,A003725,2026-02-25 09:00:00,DELIVERED
SMS00004153,A003485,2025-12-08 12:00:00,DELIVERED
SMS00004154,A002886,2025-12-14 17:00:00,SENT
SMS00004155,A000689,2026-07-17 22:00:00,DELIVERED
SMS00004156,A003067,2026-05-20 12:00:00,FAILED
SMS00004157,A003948,2026-04-22 14:00:00,DELIVERED
SMS00004158,A002012,2025-09-05 21:00:00,DELIVERED
SMS00004159,A001028,2026-02-13 16:00:00,DELIVERED
SMS00004160,A000009,2026-06-12 21:00:00,SENT
SMS00004161,A003795,2026-08-04 09:00:00,SENT
SMS00004162,A002672,2025-10-24 21:00:00,DELIVERED
SMS00004163,A002290,2026-01-13 22:00:00,DELIVERED
SMS00004164,A000294,2026-02-19 18:00:00,DELIVERED
SMS00004165,A003990,2026-02-09 17:00:00,SENT
SMS00004166,A001322,2026-03-26 07:00:00,DELIVERED
SMS00004167,A002042,2025-09-02 22:00:00,DELIVERED
SMS00004168,A002754,2025-09-04 21:00:00,DELIVERED
SMS00004169,A001492,2026-02-09 21:00:00,DELIVERED
SMS00004170,A001705,2025-12-01 08:00:00,SENT
SMS00004171,A003646,2025-12-21 13:00:00,DELIVERED
SMS00004172,A003603,2025-09-06 14:00:00,DELIVERED
SMS00004173,A000929,2026-07-17 12:00:00,SENT
SMS00004174,A000270,2026-03-16 13:00:00,DELIVERED
SMS00004175,A002674,2025-09-03 18:00:00,DELIVERED
SMS00004176,A002156,2026-04-21 19:00:00,DELIVERED
SMS00004177,A003110,2026-06-15 08:00:00,DELIVERED
SMS00004178,A002182,2025-10-18 07:00:00,DELIVERED
SMS00004179,A001837,2025-11-23 09:00:00,DELIVERED
SMS00004180,A002630,2025-10-20 11:00:00,DELIVERED
SMS00004181,A002173,2025-11-17 18:00:00,DELIVERED
SMS00004182,A001823,2026-02-02 15:00:00,SENT
SMS00004183,A001848,2026-06-10 10:00:00,DELIVERED
SMS00004184,A000351,2026-01-12 10:00:00,DELIVERED
SMS00004185,A003020,2026-06-02 12:00:00,FAILED
SMS00004186,A002872,2025-12-23 11:00:00,DELIVERED
SMS00004187,A003991,2025-11-15 07:00:00,FAILED
SMS00004188,A003579,2026-04-17 08:00:00,SENT
SMS00004189,A003842,2026-02-26 21:00:00,SENT
SMS00004190,A003411,2025-12-16 11:00:00,DELIVERED
SMS00004191,A002125,2026-06-18 13:00:00,DELIVERED
SMS00004192,A000031,2026-05-22 07:00:00,DELIVERED
SMS00004193,A000719,2026-08-04 21:00:00,FAILED
SMS00004194,A002465,2025-10-02 16:00:00,SENT
SMS00004195,A001313,2026-03-26 07:00:00,SENT
SMS00004196,A000170,2026-01-24 19:00:00,DELIVERED
SMS00004197,A001423,2025-11-24 09:00:00,SENT
SMS00004198,A000428,2026-04-14 07:00:00,DELIVERED
SMS00004199,A000151,2026-07-10 12:00:00,DELIVERED
SMS00004200,A002443,2026-07-14 09:00:00,FAILED
SMS00004201,A001201,2025-12-08 16:00:00,FAILED
SMS00004202,A003201,2026-08-02 14:00:00,SENT
SMS00004203,A003832,2026-07-05 22:00:00,FAILED
SMS00004204,A003492,2025-12-09 22:00:00,DELIVERED
SMS00004205,A000447,2026-02-01 07:00:00,SENT
SMS00004206,A000967,2025-11-09 12:00:00,SENT
SMS00004207,A003201,2026-08-05 09:00:00,DELIVERED
SMS00004208,A003920,2026-01-23 07:00:00,DELIVERED
SMS00004209,A003317,2026-03-17 22:00:00,FAILED
SMS00004210,A003395,2026-06-17 16:00:00,DELIVERED
SMS00004211,A002076,2026-07-20 18:00:00,DELIVERED
SMS00004212,A003785,2026-05-16 11:00:00,DELIVERED
SMS00004213,A002066,2025-10-02 20:00:00,DELIVERED
SMS00004214,A000355,2026-01-09 17:00:00,DELIVERED
SMS00004215,A001155,2026-03-12 21:00:00,FAILED
SMS00004216,A002754,2026-01-24 17:00:00,SENT
SMS00004217,A000311,2026-08-12 11:00:00,DELIVERED
SMS00004218,A000779,2026-06-13 20:00:00,DELIVERED
SMS00004219,A002641,2025-09-03 14:00:00,DELIVERED
SMS00004220,A000799,2026-07-20 21:00:00,DELIVERED
SMS00004221,A000276,2026-01-09 09:00:00,DELIVERED
SMS00004222,A000644,2026-05-11 22:00:00,DELIVERED
SMS00004223,A002680,2025-10-07 11:00:00,DELIVERED
SMS00004224,A003641,2025-12-16 08:00:00,DELIVERED
SMS00004225,A000168,2025-10-05 19:00:00,DELIVERED
SMS00004226,A000671,2025-12-16 22:00:00,DELIVERED
SMS00004227,A003172,2026-07-20 10:00:00,DELIVERED
SMS00004228,A000288,2026-08-13 07:00:00,DELIVERED
SMS00004229,A003787,2025-12-20 16:00:00,FAILED
SMS00004230,A002809,2026-06-13 10:00:00,SENT
SMS00004231,A003025,2026-08-22 19:00:00,DELIVERED
SMS00004232,A001792,2026-07-16 18:00:00,FAILED
SMS00004233,A003777,2026-02-23 10:00:00,SENT
SMS00004234,A003428,2025-09-01 10:00:00,DELIVERED
SMS00004235,A001243,2025-10-20 07:00:00,SENT
SMS00004236,A003447,2026-06-18 10:00:00,FAILED
SMS00004237,A003379,2026-04-05 17:00:00,DELIVERED
SMS00004238,A003471,2026-05-09 21:00:00,DELIVERED
SMS00004239,A003626,2026-07-27 07:00:00,SENT
SMS00004240,A002737,2026-06-07 20:00:00,DELIVERED
SMS00004241,A003077,2026-01-06 12:00:00,DELIVERED
SMS00004242,A001399,2026-08-18 22:00:00,DELIVERED
SMS00004243,A000647,2026-05-25 15:00:00,DELIVERED
SMS00004244,A000777,2026-06-15 13:00:00,DELIVERED
SMS00004245,A002235,2025-11-15 14:00:00,DELIVERED
SMS00004246,A003957,2025-11-19 12:00:00,DELIVERED
SMS00004247,A002753,2026-02-03 12:00:00,DELIVERED
SMS00004248,A003705,2025-09-05 13:00:00,FAILED
SMS00004249,A004191,2025-10-19 19:00:00,DELIVERED
SMS00004250,A001979,2025-12-03 17:00:00,DELIVERED
SMS00004251,A003072,2026-08-03 09:00:00,SENT
SMS00004252,A003036,2026-08-22 18:00:00,DELIVERED
SMS00004253,A000874,2026-05-18 14:00:00,DELIVERED
SMS00004254,A000533,2026-08-19 09:00:00,DELIVERED
SMS00004255,A001156,2026-03-05 17:00:00,DELIVERED
SMS00004256,A003627,2026-07-18 18:00:00,DELIVERED
SMS00004257,A003758,2026-08-04 10:00:00,DELIVERED
SMS00004258,A002002,2025-11-01 22:00:00,DELIVERED
SMS00004259,A002453,2026-08-22 18:00:00,DELIVERED
SMS00004260,A004026,2025-11-12 15:00:00,DELIVERED
SMS00004261,A000684,2025-09-19 13:00:00,DELIVERED
SMS00004262,A003122,2026-01-02 16:00:00,SENT
SMS00004263,A001604,2026-08-18 13:00:00,DELIVERED
SMS00004264,A003514,2026-06-16 22:00:00,DELIVERED
SMS00004265,A000911,2026-05-12 13:00:00,SENT
SMS00004266,A001922,2025-12-02 21:00:00,DELIVERED
SMS00004267,A000992,2025-10-01 07:00:00,SENT
SMS00004268,A003828,2026-08-20 19:00:00,DELIVERED
SMS00004269,A001493,2026-06-27 22:00:00,DELIVERED
SMS00004270,A003557,2025-12-26 21:00:00,SENT
SMS00004271,A003985,2026-07-03 21:00:00,DELIVERED
SMS00004272,A001144,2026-02-24 15:00:00,FAILED
SMS00004273,A002342,2025-10-05 14:00:00,SENT
SMS00004274,A000863,2026-01-02 22:00:00,SENT
SMS00004275,A000577,2026-04-11 21:00:00,FAILED
SMS00004276,A003321,2025-12-08 18:00:00,SENT
SMS00004277,A000324,2025-10-03 11:00:00,FAILED
SMS00004278,A000661,2026-03-08 18:00:00,DELIVERED
SMS00004279,A003460,2026-04-16 18:00:00,FAILED
SMS00004280,A001187,2025-12-23 10:00:00,SENT
SMS00004281,A002752,2025-11-27 11:00:00,DELIVERED
SMS00004282,A001376,2026-06-15 22:00:00,DELIVERED
SMS00004283,A002153,2026-07-04 10:00:00,FAILED
SMS00004284,A000393,2026-07-07 19:00:00,DELIVERED
SMS00004285,A000528,2026-03-26 14:00:00,DELIVERED
SMS00004286,A003603,2025-10-19 22:00:00,DELIVERED
SMS00004287,A000561,2026-05-22 09:00:00,DELIVERED
SMS00004288,A003568,2026-02-20 21:00:00,SENT
SMS00004289,A001983,2026-04-15 08:00:00,FAILED
SMS00004290,A003703,2026-04-27 16:00:00,DELIVERED
SMS00004291,A000526,2026-01-08 21:00:00,DELIVERED
SMS00004292,A003743,2026-07-09 22:00:00,DELIVERED
SMS00004293,A003627,2026-08-20 15:00:00,SENT
SMS00004294,A004164,2026-02-20 21:00:00,FAILED
SMS00004295,A002917,2026-08-09 16:00:00,DELIVERED
SMS00004296,A000162,2026-08-27 13:00:00,DELIVERED
SMS00004297,A001834,2025-10-05 14:00:00,FAILED
SMS00004298,A001179,2025-11-25 08:00:00,DELIVERED
SMS00004299,A003707,2026-02-27 16:00:00,DELIVERED
SMS00004300,A000540,2026-06-27 13:00:00,FAILED
SMS00004301,A002114,2026-08-19 18:00:00,DELIVERED
SMS00004302,A000901,2025-09-15 10:00:00,DELIVERED
SMS00004303,A001182,2025-12-07 16:00:00,FAILED
SMS00004304,A000299,2025-09-03 10:00:00,SENT
SMS00004305,A002751,2026-07-21 22:00:00,DELIVERED
SMS00004306,A000094,2026-03-19 11:00:00,DELIVERED
SMS00004307,A001285,2026-04-10 12:00:00,DELIVERED
SMS00004308,A001463,2025-09-09 07:00:00,DELIVERED
SMS00004309,A003820,2026-03-09 16:00:00,SENT
SMS00004310,A000356,2026-08-26 20:00:00,DELIVERED
SMS00004311,A000692,2026-01-18 11:00:00,DELIVERED
SMS00004312,A002581,2026-03-24 11:00:00,DELIVERED
SMS00004313,A003711,2025-09-13 08:00:00,DELIVERED
SMS00004314,A002656,2025-11-22 14:00:00,DELIVERED
SMS00004315,A003146,2025-09-06 13:00:00,DELIVERED
SMS00004316,A000591,2025-11-02 16:00:00,DELIVERED
SMS00004317,A002131,2026-06-02 21:00:00,DELIVERED
SMS00004318,A004154,2026-05-15 21:00:00,DELIVERED
SMS00004319,A000877,2025-09-26 18:00:00,DELIVERED
SMS00004320,A003404,2025-11-07 20:00:00,DELIVERED
SMS00004321,A002829,2026-07-09 09:00:00,SENT
SMS00004322,A002091,2025-11-15 18:00:00,DELIVERED
SMS00004323,A002240,2025-12-26 14:00:00,DELIVERED
SMS00004324,A004162,2026-02-20 18:00:00,SENT
SMS00004325,A001217,2026-05-15 17:00:00,SENT
SMS00004326,A002175,2026-01-19 13:00:00,DELIVERED
SMS00004327,A003852,2025-12-12 11:00:00,DELIVERED
SMS00004328,A002800,2026-02-01 22:00:00,SENT
SMS00004329,A003764,2026-03-10 08:00:00,DELIVERED
SMS00004330,A003510,2026-08-23 20:00:00,SENT
SMS00004331,A004107,2026-05-11 20:00:00,DELIVERED
SMS00004332,A001560,2026-07-13 18:00:00,DELIVERED
SMS00004333,A002135,2025-11-03 17:00:00,DELIVERED
SMS00004334,A002754,2026-02-09 12:00:00,DELIVERED
SMS00004335,A003933,2026-01-16 21:00:00,DELIVERED
SMS00004336,A002739,2026-05-16 20:00:00,DELIVERED
SMS00004337,A003019,2026-03-10 17:00:00,DELIVERED
SMS00004338,A002535,2026-04-13 09:00:00,DELIVERED
SMS00004339,A001662,2026-03-17 13:00:00,DELIVERED
SMS00004340,A003242,2025-10-04 22:00:00,DELIVERED
SMS00004341,A002879,2026-05-25 14:00:00,FAILED
SMS00004342,A000266,2025-09-22 18:00:00,SENT
SMS00004343,A000655,2025-11-03 09:00:00,DELIVERED
SMS00004344,A002835,2026-02-13 10:00:00,SENT
SMS00004345,A003557,2025-12-03 14:00:00,DELIVERED
SMS00004346,A001132,2025-12-03 07:00:00,SENT
SMS00004347,A002044,2026-01-24 19:00:00,DELIVERED
SMS00004348,A004141,2025-12-04 10:00:00,SENT
SMS00004349,A000093,2025-10-12 11:00:00,DELIVERED
SMS00004350,A002770,2026-04-21 21:00:00,DELIVERED
SMS00004351,A001767,2025-11-02 21:00:00,SENT
SMS00004352,A001692,2026-07-26 19:00:00,SENT
SMS00004353,A002295,2026-05-27 12:00:00,DELIVERED
SMS00004354,A001625,2025-12-22 21:00:00,FAILED
SMS00004355,A003176,2025-10-01 09:00:00,SENT
SMS00004356,A001857,2026-07-10 15:00:00,DELIVERED
SMS00004357,A000708,2026-05-16 16:00:00,DELIVERED
SMS00004358,A004157,2025-10-24 15:00:00,SENT
SMS00004359,A003567,2026-03-10 14:00:00,DELIVERED
SMS00004360,A002552,2026-07-11 10:00:00,DELIVERED
SMS00004361,A003329,2026-02-05 15:00:00,SENT
SMS00004362,A002862,2026-08-15 08:00:00,SENT
SMS00004363,A003065,2025-12-03 09:00:00,DELIVERED
SMS00004364,A000996,2026-01-07 11:00:00,SENT
SMS00004365,A003426,2026-07-23 15:00:00,FAILED
SMS00004366,A000900,2025-12-20 22:00:00,SENT
SMS00004367,A001703,2026-08-26 10:00:00,FAILED
SMS00004368,A004196,2026-04-10 22:00:00,DELIVERED
SMS00004369,A000335,2026-05-10 12:00:00,DELIVERED
SMS00004370,A000143,2026-06-26 11:00:00,FAILED
SMS00004371,A004062,2025-12-23 15:00:00,DELIVERED
SMS00004372,A000673,2026-06-04 10:00:00,DELIVERED
SMS00004373,A003838,2025-10-22 16:00:00,FAILED
SMS00004374,A003114,2026-07-03 21:00:00,DELIVERED
SMS00004375,A002198,2025-11-02 21:00:00,DELIVERED
SMS00004376,A002104,2025-10-15 22:00:00,DELIVERED
SMS00004377,A003811,2025-11-05 19:00:00,SENT
SMS00004378,A000098,2026-04-20 20:00:00,SENT
SMS00004379,A000575,2025-11-16 15:00:00,DELIVERED
