ptp_id,account_id,ptp_created_at,promised_due_date,promised_amount,ptp_status,source_channel
PTP00003733,A004047,2026-03-05 17:00:00,2026-03-12 17:00:00,10002.0,KEPT,Human
PTP00003734,A000109,2026-01-14 19:00:00,2026-01-28 19:00:00,10817.35,KEPT,Human
PTP00003735,A002209,2025-10-10 09:00:00,2025-10-24 09:00:00,9263.35,BROKEN,Field
PTP00003736,A002739,2026-06-17 20:00:00,2026-06-24 20:00:00,4994.81,KEPT,WhatsApp
PTP00003737,A002782,2025-10-05 10:00:00,2025-10-19 10:00:00,14492.13,KEPT,Field
PTP00003738,A003333,2026-02-10 11:00:00,2026-02-13 11:00:00,7125.77,PENDING,WhatsApp
PTP00003739,A001890,2026-06-08 09:00:00,2026-06-11 09:00:00,8003.13,BROKEN,AI Voice
PTP00003740,A003825,2025-09-15 14:00:00,2025-09-29 14:00:00,3799.49,KEPT,Field
PTP00003741,A002039,2026-07-05 18:00:00,2026-07-08 18:00:00,13890.37,BROKEN,WhatsApp
PTP00003742,A001578,2026-08-04 10:00:00,2026-08-05 10:00:00,4623.26,BROKEN,WhatsApp
PTP00003743,A000497,2025-12-05 18:00:00,2025-12-12 18:00:00,9962.39,KEPT,Field
PTP00003744,A002393,2025-11-25 19:00:00,2025-11-28 19:00:00,4660.53,KEPT,Field
PTP00003745,A002676,2026-02-09 11:00:00,2026-02-10 11:00:00,10932.38,KEPT,Human
PTP00003746,A004112,2026-08-08 19:00:00,2026-08-09 19:00:00,9125.57,BROKEN,AI Voice
PTP00003747,A000449,2026-07-03 08:00:00,2026-07-10 08:00:00,3597.25,KEPT,WhatsApp
PTP00003748,A003404,2025-11-19 09:00:00,2025-11-22 09:00:00,10131.26,KEPT,AI Voice
PTP00003749,A001022,2026-03-27 19:00:00,2026-04-03 19:00:00,7527.94,PENDING,Field
PTP00003750,A001275,2025-11-23 09:00:00,2025-11-24 09:00:00,9184.91,KEPT,WhatsApp
PTP00003751,A001875,2026-03-19 19:00:00,2026-04-02 19:00:00,9009.64,PENDING,Field
PTP00003752,A000371,2026-08-22 20:00:00,2026-08-25 20:00:00,10808.87,PENDING,AI Voice
PTP00003753,A002602,2026-07-02 19:00:00,2026-07-05 19:00:00,10717.98,BROKEN,Human
PTP00003754,A000111,2026-06-19 08:00:00,2026-06-20 08:00:00,5130.47,KEPT,AI Voice
PTP00003755,A001574,2025-09-20 17:00:00,2025-09-23 17:00:00,14990.1,KEPT,Human
PTP00003756,A002199,2026-02-10 13:00:00,2026-02-13 13:00:00,5507.57,KEPT,Human
PTP00003757,A003593,2026-07-07 10:00:00,2026-07-08 10:00:00,5267.96,BROKEN,AI Voice
PTP00003758,A001075,2026-04-06 18:00:00,2026-04-13 18:00:00,3687.67,KEPT,WhatsApp
PTP00003759,A003474,2026-08-24 19:00:00,2026-09-07 19:00:00,12794.14,KEPT,Human
PTP00003760,A000318,2026-07-17 15:00:00,2026-07-20 15:00:00,14325.81,KEPT,Human
PTP00003761,A001296,2025-11-03 16:00:00,2025-11-10 16:00:00,9336.84,KEPT,WhatsApp
PTP00003762,A000154,2026-03-22 20:00:00,2026-03-23 20:00:00,6695.68,KEPT,AI Voice
PTP00003763,A000629,2026-07-14 13:00:00,2026-07-17 13:00:00,13517.97,KEPT,Field
PTP00003764,A002219,2025-10-18 11:00:00,2025-10-21 11:00:00,8683.49,BROKEN,Human
PTP00003765,A004136,2026-03-05 08:00:00,2026-03-12 08:00:00,8287.34,KEPT,Human
PTP00003766,A001291,2026-08-10 11:00:00,2026-08-13 11:00:00,8977.79,BROKEN,Field
PTP00003767,A003970,2026-07-10 09:00:00,2026-07-13 09:00:00,13866.59,KEPT,WhatsApp
PTP00003768,A002265,2025-09-04 15:00:00,2025-09-11 15:00:00,3830.77,KEPT,AI Voice
PTP00003769,A002115,2025-10-13 11:00:00,2025-10-16 11:00:00,4472.76,BROKEN,Field
PTP00003770,A002862,2025-09-10 17:00:00,2025-09-13 17:00:00,13102.42,KEPT,Field
PTP00003771,A000637,2026-02-01 16:00:00,2026-02-08 16:00:00,3673.75,KEPT,WhatsApp
PTP00003772,A002952,2026-08-05 16:00:00,2026-08-12 16:00:00,12404.04,PENDING,AI Voice
PTP00003773,A000725,2025-10-14 16:00:00,2025-10-15 16:00:00,12572.8,BROKEN,Field
PTP00003774,A001383,2026-07-02 13:00:00,2026-07-05 13:00:00,4119.52,KEPT,Human
PTP00003775,A003113,2026-07-12 20:00:00,2026-07-19 20:00:00,11344.84,BROKEN,AI Voice
PTP00003776,A000793,2026-08-13 16:00:00,2026-08-16 16:00:00,6796.52,BROKEN,Field
PTP00003777,A002376,2025-10-13 20:00:00,2025-10-27 20:00:00,7669.28,BROKEN,WhatsApp
PTP00003778,A002326,2026-08-13 20:00:00,2026-08-20 20:00:00,5670.66,BROKEN,WhatsApp
PTP00003779,A002430,2026-03-17 18:00:00,2026-03-24 18:00:00,6607.42,KEPT,AI Voice
PTP00003780,A002588,2026-01-17 17:00:00,2026-01-18 17:00:00,7317.29,BROKEN,AI Voice
PTP00003781,A003473,2025-09-19 13:00:00,2025-10-03 13:00:00,5462.69,KEPT,WhatsApp
PTP00003782,A000079,2025-09-22 18:00:00,2025-09-25 18:00:00,3550.73,KEPT,WhatsApp
PTP00003783,A004134,2026-04-05 20:00:00,2026-04-12 20:00:00,11274.45,BROKEN,Field
PTP00003784,A000994,2025-09-08 11:00:00,2025-09-11 11:00:00,12630.16,BROKEN,Field
PTP00003785,A003975,2026-06-14 10:00:00,2026-06-17 10:00:00,3723.52,KEPT,WhatsApp
PTP00003786,A003141,2026-08-19 18:00:00,2026-08-22 18:00:00,7337.78,BROKEN,Human
PTP00003787,A002203,2026-03-01 16:00:00,2026-03-02 16:00:00,8179.87,KEPT,AI Voice
PTP00003788,A003298,2025-10-23 20:00:00,2025-11-06 20:00:00,12798.4,BROKEN,Human
PTP00003789,A001974,2026-03-09 14:00:00,2026-03-10 14:00:00,5031.64,BROKEN,Field
PTP00003790,A002714,2025-10-02 16:00:00,2025-10-16 16:00:00,7147.95,KEPT,Field
PTP00003791,A003946,2026-06-25 12:00:00,2026-07-09 12:00:00,13997.86,KEPT,WhatsApp
PTP00003792,A001802,2026-03-13 17:00:00,2026-03-16 17:00:00,4231.8,KEPT,Human
PTP00003793,A000668,2026-06-11 20:00:00,2026-06-18 20:00:00,14088.45,KEPT,WhatsApp
PTP00003794,A002163,2025-11-21 09:00:00,2025-11-22 09:00:00,12406.49,BROKEN,AI Voice
PTP00003795,A001649,2026-05-26 11:00:00,2026-05-27 11:00:00,12525.83,BROKEN,WhatsApp
PTP00003796,A002684,2025-12-22 19:00:00,2025-12-25 19:00:00,10849.46,KEPT,WhatsApp
PTP00003797,A001664,2026-05-21 10:00:00,2026-05-24 10:00:00,2907.62,KEPT,AI Voice
PTP00003798,A004077,2026-05-22 15:00:00,2026-05-25 15:00:00,10818.34,KEPT,Field
PTP00003799,A003507,2026-06-16 08:00:00,2026-06-19 08:00:00,11775.42,KEPT,Field
PTP00003800,A000114,2026-05-11 11:00:00,2026-05-18 11:00:00,9974.07,KEPT,Human
PTP00003801,A003634,2026-08-20 17:00:00,2026-08-23 17:00:00,5427.96,BROKEN,Field
PTP00003802,A001318,2026-04-25 20:00:00,2026-05-09 20:00:00,2274.84,BROKEN,Field
PTP00003803,A003249,2026-07-23 12:00:00,2026-07-30 12:00:00,4357.57,KEPT,Human
PTP00003804,A000235,2025-09-01 14:00:00,2025-09-08 14:00:00,3402.77,KEPT,Field
PTP00003805,A003025,2025-10-13 19:00:00,2025-10-20 19:00:00,7804.31,BROKEN,WhatsApp
PTP00003806,A000126,2026-07-18 09:00:00,2026-07-25 09:00:00,12774.23,KEPT,Field
PTP00003807,A003281,2025-11-21 15:00:00,2025-11-22 15:00:00,4387.27,BROKEN,WhatsApp
PTP00003808,A004002,2026-05-11 18:00:00,2026-05-14 18:00:00,13573.88,KEPT,Field
PTP00003809,A000483,2025-10-01 16:00:00,2025-10-08 16:00:00,9524.12,PENDING,WhatsApp
PTP00003810,A003780,2026-05-15 13:00:00,2026-05-22 13:00:00,3740.74,BROKEN,Human
PTP00003811,A000985,2026-02-01 17:00:00,2026-02-04 17:00:00,5433.34,KEPT,Field
PTP00003812,A003088,2025-12-16 20:00:00,2025-12-23 20:00:00,8046.31,KEPT,WhatsApp
PTP00003813,A003848,2025-10-14 08:00:00,2025-10-21 08:00:00,7147.19,KEPT,AI Voice
PTP00003814,A002840,2026-07-06 20:00:00,2026-07-07 20:00:00,10671.56,KEPT,Field
PTP00003815,A002110,2025-10-15 20:00:00,2025-10-29 20:00:00,8605.35,KEPT,WhatsApp
PTP00003816,A003886,2025-11-27 14:00:00,2025-11-28 14:00:00,13057.55,KEPT,Human
PTP00003817,A000529,2026-02-20 08:00:00,2026-02-21 08:00:00,8873.12,BROKEN,Field
PTP00003818,A003551,2026-05-04 14:00:00,2026-05-11 14:00:00,2960.25,BROKEN,Field
PTP00003819,A002051,2025-11-08 09:00:00,2025-11-09 09:00:00,6832.12,KEPT,Field
PTP00003820,A000431,2026-08-19 13:00:00,2026-08-20 13:00:00,9588.68,BROKEN,AI Voice
PTP00003821,A002143,2025-11-06 16:00:00,2025-11-09 16:00:00,13736.81,PENDING,AI Voice
PTP00003822,A003055,2025-11-15 08:00:00,2025-11-18 08:00:00,11657.25,KEPT,AI Voice
PTP00003823,A002278,2026-01-10 16:00:00,2026-01-17 16:00:00,12075.08,KEPT,WhatsApp
PTP00003824,A001733,2026-01-03 18:00:00,2026-01-04 18:00:00,9290.68,BROKEN,AI Voice
PTP00003825,A001376,2025-10-07 15:00:00,2025-10-10 15:00:00,13231.45,PENDING,AI Voice
PTP00003826,A001483,2026-03-17 15:00:00,2026-03-18 15:00:00,7822.21,PENDING,AI Voice
PTP00003827,A003210,2026-02-12 08:00:00,2026-02-26 08:00:00,11561.58,KEPT,Human
PTP00003828,A004119,2025-10-13 16:00:00,2025-10-14 16:00:00,12624.02,KEPT,AI Voice
PTP00003829,A001225,2025-12-21 11:00:00,2026-01-04 11:00:00,3979.94,BROKEN,Human
PTP00003830,A002983,2025-10-13 19:00:00,2025-10-14 19:00:00,6004.86,BROKEN,Field
PTP00003831,A003645,2026-08-13 08:00:00,2026-08-16 08:00:00,6137.92,PENDING,Human
PTP00003832,A002895,2026-06-23 16:00:00,2026-07-07 16:00:00,6697.09,KEPT,AI Voice
PTP00003833,A000845,2026-04-11 18:00:00,2026-04-25 18:00:00,6920.96,PENDING,AI Voice
PTP00003834,A002470,2025-11-08 18:00:00,2025-11-15 18:00:00,4259.52,BROKEN,WhatsApp
PTP00003835,A000088,2026-06-10 18:00:00,2026-06-24 18:00:00,6922.83,KEPT,WhatsApp
PTP00003836,A003962,2026-01-22 19:00:00,2026-01-25 19:00:00,10566.05,KEPT,Human
PTP00003837,A001169,2026-06-01 14:00:00,2026-06-08 14:00:00,2887.68,KEPT,Human
PTP00003838,A001289,2026-01-11 10:00:00,2026-01-14 10:00:00,7272.46,KEPT,WhatsApp
PTP00003839,A002285,2026-02-17 10:00:00,2026-02-18 10:00:00,11201.98,BROKEN,Field
PTP00003840,A000300,2026-08-01 10:00:00,2026-08-04 10:00:00,5977.74,BROKEN,AI Voice
PTP00003841,A003514,2025-11-26 09:00:00,2025-11-29 09:00:00,7291.91,KEPT,Human
PTP00003842,A001713,2025-09-03 14:00:00,2025-09-10 14:00:00,11204.11,KEPT,AI Voice
PTP00003843,A001293,2026-08-19 12:00:00,2026-09-02 12:00:00,5004.27,KEPT,Field
PTP00003844,A003097,2026-03-26 08:00:00,2026-03-27 08:00:00,2851.77,PENDING,AI Voice
PTP00003845,A002960,2026-05-04 13:00:00,2026-05-07 13:00:00,13827.1,KEPT,Field
PTP00003846,A000294,2026-01-05 12:00:00,2026-01-12 12:00:00,4876.96,KEPT,Human
PTP00003847,A002146,2025-09-08 09:00:00,2025-09-15 09:00:00,8033.62,KEPT,Field
PTP00003848,A002597,2026-04-20 09:00:00,2026-04-23 09:00:00,14135.41,KEPT,Field
PTP00003849,A002259,2025-11-01 11:00:00,2025-11-04 11:00:00,10059.71,KEPT,AI Voice
PTP00003850,A003822,2026-05-01 09:00:00,2026-05-08 09:00:00,13087.82,BROKEN,Field
PTP00003851,A002154,2026-03-27 18:00:00,2026-04-10 18:00:00,3948.39,KEPT,AI Voice
PTP00003852,A004169,2025-09-11 12:00:00,2025-09-14 12:00:00,12664.07,KEPT,AI Voice
PTP00003853,A003540,2026-06-15 14:00:00,2026-06-22 14:00:00,7616.29,KEPT,Human
PTP00003854,A000044,2026-01-17 12:00:00,2026-01-31 12:00:00,5272.27,BROKEN,Field
PTP00003855,A000649,2025-10-08 09:00:00,2025-10-09 09:00:00,10542.9,KEPT,WhatsApp
PTP00003856,A003010,2025-09-26 20:00:00,2025-10-03 20:00:00,13459.66,BROKEN,Human
PTP00003857,A003828,2025-10-27 20:00:00,2025-10-28 20:00:00,12268.61,KEPT,Human
PTP00003858,A001036,2025-11-15 11:00:00,2025-11-22 11:00:00,8503.78,KEPT,WhatsApp
PTP00003859,A000667,2026-04-06 15:00:00,2026-04-20 15:00:00,8416.63,PENDING,Human
PTP00003860,A001135,2026-04-26 08:00:00,2026-05-10 08:00:00,4671.4,PENDING,WhatsApp
PTP00003861,A000394,2026-07-10 18:00:00,2026-07-11 18:00:00,9226.79,PENDING,Human
PTP00003862,A001851,2026-05-02 11:00:00,2026-05-03 11:00:00,4858.34,KEPT,AI Voice
PTP00003863,A001716,2026-06-04 19:00:00,2026-06-11 19:00:00,6541.87,KEPT,Human
PTP00003864,A000846,2026-02-08 12:00:00,2026-02-22 12:00:00,12579.85,BROKEN,AI Voice
PTP00003865,A003381,2026-01-19 08:00:00,2026-01-20 08:00:00,3416.14,KEPT,AI Voice
PTP00003866,A003748,2026-06-23 12:00:00,2026-06-26 12:00:00,2512.85,KEPT,AI Voice
PTP00003867,A003372,2025-09-25 12:00:00,2025-10-09 12:00:00,8681.45,BROKEN,Human
PTP00003868,A002752,2026-07-27 17:00:00,2026-07-30 17:00:00,2511.43,PENDING,Human
PTP00003869,A003159,2026-02-15 10:00:00,2026-02-18 10:00:00,4321.96,KEPT,Field
PTP00003870,A002736,2025-09-09 10:00:00,2025-09-23 10:00:00,4732.3,KEPT,Field
PTP00003871,A003389,2026-08-20 15:00:00,2026-08-27 15:00:00,14636.51,KEPT,Human
PTP00003872,A001380,2026-08-08 18:00:00,2026-08-11 18:00:00,14452.05,KEPT,WhatsApp
PTP00003873,A000044,2026-06-11 15:00:00,2026-06-18 15:00:00,8670.18,BROKEN,AI Voice
PTP00003874,A003274,2026-01-10 09:00:00,2026-01-13 09:00:00,9663.35,BROKEN,WhatsApp
PTP00003875,A002534,2026-01-23 16:00:00,2026-01-30 16:00:00,5485.13,BROKEN,Human
PTP00003876,A002523,2026-02-23 13:00:00,2026-03-09 13:00:00,5253.83,BROKEN,AI Voice
PTP00003877,A001778,2026-08-25 11:00:00,2026-09-08 11:00:00,8376.85,KEPT,AI Voice
PTP00003878,A001431,2025-11-10 08:00:00,2025-11-11 08:00:00,4193.56,BROKEN,Field
PTP00003879,A003776,2025-10-07 18:00:00,2025-10-10 18:00:00,6401.39,KEPT,AI Voice
PTP00003880,A002654,2026-02-05 18:00:00,2026-02-19 18:00:00,10545.51,KEPT,Human
PTP00003881,A004075,2025-11-02 17:00:00,2025-11-09 17:00:00,2689.43,PENDING,Human
PTP00003882,A000932,2026-01-15 09:00:00,2026-01-29 09:00:00,10508.74,PENDING,Field
PTP00003883,A000810,2025-09-08 14:00:00,2025-09-22 14:00:00,14463.43,KEPT,WhatsApp
PTP00003884,A003344,2026-08-18 13:00:00,2026-08-21 13:00:00,6048.92,BROKEN,Field
PTP00003885,A002174,2025-11-02 20:00:00,2025-11-03 20:00:00,3962.29,KEPT,Field
PTP00003886,A000266,2026-07-10 10:00:00,2026-07-11 10:00:00,9991.6,KEPT,Field
PTP00003887,A003897,2026-07-21 12:00:00,2026-07-28 12:00:00,10979.7,PENDING,Field
PTP00003888,A002045,2025-10-19 12:00:00,2025-11-02 12:00:00,8711.83,KEPT,Human
PTP00003889,A002875,2026-05-09 12:00:00,2026-05-12 12:00:00,4796.71,KEPT,WhatsApp
PTP00003890,A002838,2026-05-20 13:00:00,2026-05-23 13:00:00,2232.77,KEPT,Field
PTP00003891,A001988,2025-09-14 17:00:00,2025-09-15 17:00:00,8056.96,BROKEN,AI Voice
PTP00003892,A003789,2025-09-21 09:00:00,2025-10-05 09:00:00,3629.37,BROKEN,WhatsApp
PTP00003893,A003244,2026-04-03 17:00:00,2026-04-17 17:00:00,10504.56,BROKEN,Field
PTP00003894,A002936,2025-11-23 14:00:00,2025-11-30 14:00:00,12226.23,KEPT,AI Voice
PTP00003895,A000272,2025-10-24 09:00:00,2025-11-07 09:00:00,9509.85,KEPT,Human
PTP00003896,A001273,2025-10-25 12:00:00,2025-11-08 12:00:00,6675.46,BROKEN,Field
PTP00003897,A003915,2026-02-12 09:00:00,2026-02-15 09:00:00,4128.23,KEPT,WhatsApp
PTP00003898,A002399,2026-05-18 12:00:00,2026-05-25 12:00:00,12633.85,KEPT,AI Voice
PTP00003899,A001782,2025-12-24 15:00:00,2025-12-25 15:00:00,2495.03,BROKEN,AI Voice
PTP00003900,A003424,2025-11-08 12:00:00,2025-11-15 12:00:00,6312.4,BROKEN,AI Voice
PTP00003901,A000691,2026-07-01 16:00:00,2026-07-04 16:00:00,2147.57,KEPT,Human
PTP00003902,A002222,2026-03-10 20:00:00,2026-03-11 20:00:00,11958.55,BROKEN,WhatsApp
PTP00003903,A002215,2026-07-22 17:00:00,2026-07-23 17:00:00,3818.59,BROKEN,AI Voice
PTP00003904,A002443,2026-02-27 09:00:00,2026-03-13 09:00:00,4736.39,KEPT,WhatsApp
PTP00003905,A003995,2026-06-04 19:00:00,2026-06-18 19:00:00,10482.82,KEPT,AI Voice
PTP00003906,A003931,2026-01-22 09:00:00,2026-01-25 09:00:00,10784.96,PENDING,AI Voice
PTP00003907,A001562,2026-07-27 15:00:00,2026-07-28 15:00:00,5834.48,KEPT,WhatsApp
PTP00003908,A001554,2025-11-23 09:00:00,2025-11-26 09:00:00,4975.28,KEPT,WhatsApp
PTP00003909,A002704,2025-10-08 18:00:00,2025-10-22 18:00:00,5211.21,BROKEN,WhatsApp
PTP00003910,A003256,2026-04-16 10:00:00,2026-04-17 10:00:00,6585.6,PENDING,AI Voice
PTP00003911,A003048,2025-10-16 08:00:00,2025-10-19 08:00:00,6918.19,BROKEN,WhatsApp
PTP00003912,A002123,2026-08-05 20:00:00,2026-08-19 20:00:00,7562.81,KEPT,WhatsApp
PTP00003913,A000613,2026-06-01 20:00:00,2026-06-02 20:00:00,11216.44,KEPT,Field
PTP00003914,A004180,2026-02-20 14:00:00,2026-02-21 14:00:00,8985.8,KEPT,AI Voice
PTP00003915,A000328,2025-09-03 20:00:00,2025-09-06 20:00:00,3839.46,BROKEN,WhatsApp
PTP00003916,A001687,2026-06-13 15:00:00,2026-06-14 15:00:00,5913.58,BROKEN,Human
PTP00003917,A000664,2026-07-15 16:00:00,2026-07-16 16:00:00,11695.92,KEPT,Field
PTP00003918,A000206,2026-02-10 14:00:00,2026-02-13 14:00:00,5676.55,KEPT,Field
PTP00003919,A002704,2026-06-09 17:00:00,2026-06-12 17:00:00,10957.75,BROKEN,Human
PTP00003920,A000160,2026-01-14 15:00:00,2026-01-15 15:00:00,8810.16,KEPT,Field
PTP00003921,A001642,2026-04-01 17:00:00,2026-04-04 17:00:00,7342.01,KEPT,WhatsApp
PTP00003922,A000138,2025-09-13 09:00:00,2025-09-27 09:00:00,14470.3,KEPT,Human
PTP00003923,A003508,2026-05-04 13:00:00,2026-05-07 13:00:00,5857.71,KEPT,AI Voice
PTP00003924,A000247,2026-05-10 15:00:00,2026-05-11 15:00:00,9303.5,KEPT,WhatsApp
PTP00003925,A001798,2026-04-17 12:00:00,2026-04-24 12:00:00,4668.52,BROKEN,WhatsApp
PTP00003926,A001546,2026-05-26 12:00:00,2026-05-29 12:00:00,13689.3,PENDING,Field
PTP00003927,A000228,2026-08-06 11:00:00,2026-08-07 11:00:00,2932.27,KEPT,WhatsApp
PTP00003928,A001682,2026-03-03 11:00:00,2026-03-06 11:00:00,4408.72,BROKEN,AI Voice
PTP00003929,A001356,2026-05-17 15:00:00,2026-05-31 15:00:00,6004.87,BROKEN,AI Voice
PTP00003930,A002002,2026-02-18 12:00:00,2026-03-04 12:00:00,7272.26,PENDING,Field
PTP00003931,A002221,2026-08-24 11:00:00,2026-08-27 11:00:00,7507.67,BROKEN,Field
PTP00003932,A000560,2025-09-21 11:00:00,2025-09-24 11:00:00,9300.86,KEPT,WhatsApp
PTP00003933,A002653,2026-06-08 09:00:00,2026-06-11 09:00:00,11845.11,KEPT,Field
PTP00003934,A003673,2026-07-04 17:00:00,2026-07-07 17:00:00,8871.28,KEPT,WhatsApp
PTP00003935,A002382,2026-06-06 19:00:00,2026-06-09 19:00:00,4064.07,BROKEN,Human
PTP00003936,A000173,2026-01-13 11:00:00,2026-01-14 11:00:00,4726.11,BROKEN,Human
PTP00003937,A001775,2025-09-20 17:00:00,2025-10-04 17:00:00,2021.45,KEPT,Human
PTP00003938,A003485,2026-01-05 18:00:00,2026-01-08 18:00:00,8952.24,PENDING,Human
PTP00003939,A003534,2026-06-13 11:00:00,2026-06-14 11:00:00,13687.61,PENDING,Field
PTP00003940,A002816,2025-09-23 13:00:00,2025-09-24 13:00:00,3686.36,BROKEN,AI Voice
PTP00003941,A000107,2026-06-13 15:00:00,2026-06-27 15:00:00,8809.41,KEPT,Field
PTP00003942,A001719,2025-10-18 20:00:00,2025-11-01 20:00:00,10519.64,PENDING,Human
PTP00003943,A003338,2025-12-24 10:00:00,2025-12-27 10:00:00,8659.38,KEPT,AI Voice
PTP00003944,A000268,2026-06-23 16:00:00,2026-06-30 16:00:00,2523.13,PENDING,Field
PTP00003945,A003145,2025-09-01 13:00:00,2025-09-02 13:00:00,5248.48,KEPT,WhatsApp
PTP00003946,A000728,2026-06-03 20:00:00,2026-06-04 20:00:00,5565.38,KEPT,WhatsApp
PTP00003947,A003978,2025-10-19 20:00:00,2025-10-20 20:00:00,13423.39,KEPT,Field
PTP00003948,A000663,2025-12-13 18:00:00,2025-12-16 18:00:00,8264.04,KEPT,Field
PTP00003949,A000957,2026-03-20 15:00:00,2026-03-23 15:00:00,9717.12,BROKEN,WhatsApp
PTP00003950,A001271,2026-02-18 09:00:00,2026-03-04 09:00:00,2870.83,BROKEN,WhatsApp
PTP00003951,A000191,2026-04-14 20:00:00,2026-04-21 20:00:00,12966.8,KEPT,Field
PTP00003952,A002218,2026-03-23 08:00:00,2026-03-30 08:00:00,12213.55,KEPT,Field
PTP00003953,A001710,2026-07-10 20:00:00,2026-07-17 20:00:00,12498.88,BROKEN,Human
PTP00003954,A000984,2026-06-06 14:00:00,2026-06-07 14:00:00,4999.34,BROKEN,WhatsApp
PTP00003955,A001537,2026-07-04 12:00:00,2026-07-05 12:00:00,4864.65,KEPT,WhatsApp
PTP00003956,A003469,2026-02-22 14:00:00,2026-02-25 14:00:00,14794.27,PENDING,AI Voice
PTP00003957,A003967,2026-04-03 08:00:00,2026-04-10 08:00:00,5777.19,KEPT,WhatsApp
PTP00003958,A002759,2026-06-27 09:00:00,2026-06-28 09:00:00,3028.61,BROKEN,Field
PTP00003959,A000999,2026-08-05 19:00:00,2026-08-19 19:00:00,6136.23,KEPT,AI Voice
PTP00003960,A003164,2025-12-21 09:00:00,2026-01-04 09:00:00,12854.62,BROKEN,WhatsApp
PTP00003961,A001448,2025-09-15 16:00:00,2025-09-22 16:00:00,3532.74,KEPT,Human
PTP00003962,A001438,2026-07-15 19:00:00,2026-07-29 19:00:00,3715.77,BROKEN,WhatsApp
PTP00003963,A001967,2026-03-09 16:00:00,2026-03-23 16:00:00,3634.95,KEPT,WhatsApp
PTP00003964,A000804,2026-05-27 12:00:00,2026-06-03 12:00:00,9831.53,KEPT,WhatsApp
PTP00003965,A002121,2025-09-26 08:00:00,2025-10-10 08:00:00,7012.03,BROKEN,WhatsApp
PTP00003966,A003729,2025-10-16 12:00:00,2025-10-19 12:00:00,8652.63,KEPT,Field
PTP00003967,A002808,2026-08-20 14:00:00,2026-08-27 14:00:00,12773.02,PENDING,Human
PTP00003968,A002569,2026-07-26 20:00:00,2026-08-09 20:00:00,13928.77,PENDING,Human
PTP00003969,A003170,2026-03-22 15:00:00,2026-03-25 15:00:00,10043.17,KEPT,AI Voice
PTP00003970,A001528,2026-01-17 20:00:00,2026-01-24 20:00:00,6988.73,BROKEN,WhatsApp
PTP00003971,A001252,2026-03-20 19:00:00,2026-03-23 19:00:00,5463.91,KEPT,Human
PTP00003972,A002517,2026-04-02 14:00:00,2026-04-09 14:00:00,7843.91,KEPT,WhatsApp
PTP00003973,A003739,2026-07-23 09:00:00,2026-07-30 09:00:00,5865.92,BROKEN,WhatsApp
PTP00003974,A002572,2025-11-09 12:00:00,2025-11-16 12:00:00,3213.26,KEPT,Field
PTP00003975,A003796,2026-03-08 13:00:00,2026-03-11 13:00:00,6148.27,PENDING,AI Voice
PTP00003976,A003016,2026-05-24 15:00:00,2026-05-27 15:00:00,3931.58,BROKEN,WhatsApp
PTP00003977,A002433,2026-02-13 19:00:00,2026-02-27 19:00:00,2212.74,KEPT,AI Voice
PTP00003978,A003294,2025-10-24 15:00:00,2025-10-31 15:00:00,6767.66,KEPT,AI Voice
PTP00003979,A002513,2026-01-06 08:00:00,2026-01-20 08:00:00,7716.34,BROKEN,Human
PTP00003980,A001776,2026-05-21 19:00:00,2026-05-28 19:00:00,13022.42,KEPT,WhatsApp
PTP00003981,A000106,2026-08-04 17:00:00,2026-08-07 17:00:00,3604.23,BROKEN,Human
PTP00003982,A003534,2025-12-23 12:00:00,2025-12-26 12:00:00,14376.89,KEPT,WhatsApp
PTP00003983,A000711,2026-02-09 20:00:00,2026-02-16 20:00:00,2573.45,KEPT,Field
PTP00003984,A002339,2026-04-25 09:00:00,2026-05-09 09:00:00,7556.96,PENDING,AI Voice
PTP00003985,A002153,2026-03-23 10:00:00,2026-03-24 10:00:00,4273.48,KEPT,AI Voice
PTP00003986,A002736,2025-09-01 14:00:00,2025-09-15 14:00:00,3816.24,KEPT,WhatsApp
PTP00003987,A000360,2026-08-19 20:00:00,2026-08-26 20:00:00,2270.5,KEPT,Field
PTP00003988,A000471,2025-11-15 16:00:00,2025-11-16 16:00:00,5903.75,PENDING,Field
PTP00003989,A002367,2026-02-08 15:00:00,2026-02-09 15:00:00,12214.52,KEPT,WhatsApp
PTP00003990,A002729,2026-01-19 18:00:00,2026-01-20 18:00:00,3251.06,KEPT,Human
PTP00003991,A000380,2025-09-20 12:00:00,2025-09-21 12:00:00,8576.44,KEPT,Human
PTP00003992,A001645,2025-12-12 15:00:00,2025-12-26 15:00:00,13193.53,KEPT,Human
PTP00003993,A000168,2026-04-11 12:00:00,2026-04-18 12:00:00,8370.76,KEPT,AI Voice
PTP00003994,A003477,2025-12-05 12:00:00,2025-12-06 12:00:00,9997.55,KEPT,Human
PTP00003995,A002773,2026-05-20 20:00:00,2026-06-03 20:00:00,14832.4,KEPT,WhatsApp
PTP00003996,A002530,2025-11-21 20:00:00,2025-11-28 20:00:00,14874.21,BROKEN,Human
PTP00003997,A000026,2026-08-19 16:00:00,2026-08-20 16:00:00,5498.43,KEPT,Field
PTP00003998,A003689,2026-01-02 09:00:00,2026-01-03 09:00:00,2912.57,KEPT,Human
PTP00003999,A002407,2025-12-08 08:00:00,2025-12-15 08:00:00,5133.12,BROKEN,AI Voice
