account_id,borrower_id,client,dpd,outstanding_amount,account_open_date,status
A002221,B01606,Client_A,90,53991.0,2025-01-16,ACTIVE
A002222,B02893,Client_A,120,63174.0,2025-05-11,ACTIVE
A002223,B01624,Client_A,150,21190.0,2025-01-24,ACTIVE
A002224,B00655,Client_B,75,11278.0,2025-04-11,ACTIVE
A002225,B02606,Client_D,180,18903.0,2025-09-15,WRITTEN_OFF
A002226,B02027,Client_D,45,12273.0,2024-10-07,ACTIVE
A002227,B01770,Client_C,75,48533.0,2024-11-04,ACTIVE
A002228,B01073,Client_B,15,11108.0,2024-01-20,CLOSED
A002229,B02147,Client_C,45,22545.0,2026-03-18,ACTIVE
A002230,B01553,Client_C,45,23710.0,2024-12-27,ACTIVE
A002231,B02770,Client_B,45,28173.0,2024-11-25,ACTIVE
A002232,B01122,Client_A,120,28868.0,2025-05-27,WRITTEN_OFF
A002233,B01574,Client_A,120,17134.0,2024-06-30,ACTIVE
A002234,B00550,Client_A,75,20593.0,2024-02-11,WRITTEN_OFF
A002235,B00732,Client_A,60,18882.0,2026-02-07,ACTIVE
A002236,B01976,Client_C,60,15849.0,2025-12-21,ACTIVE
A002237,B00630,Client_D,60,9499.0,2024-09-07,ACTIVE
A002238,B01411,Client_D,150,12704.0,2024-04-25,ACTIVE
A002239,B01887,Client_A,30,31137.0,2024-12-14,ACTIVE
A002240,B00089,Client_D,75,10078.0,2024-08-19,ACTIVE
A002241,B02049,Client_C,90,11695.0,2025-09-01,ACTIVE
A002242,B02036,Client_A,150,23565.0,2026-02-05,WRITTEN_OFF
A002243,B02648,Client_A,30,47088.0,2024-01-30,ACTIVE
A002244,B01122,Client_C,75,11027.0,2025-04-25,ACTIVE
A002245,B02157,Client_A,45,38785.0,2025-03-12,ACTIVE
A002246,B02213,Client_A,120,14386.0,2025-10-10,ACTIVE
A002247,B01348,Client_A,75,12148.0,2024-10-30,ACTIVE
A002248,B01785,Client_A,30,19832.0,2025-03-13,ACTIVE
A002249,B01101,Client_A,120,27975.0,2025-07-08,ACTIVE
A002250,B00916,Client_C,75,22157.0,2025-10-19,ACTIVE
A002251,B02195,Client_D,120,11802.0,2025-11-14,ACTIVE
A002252,B02573,Client_D,45,14397.0,2025-10-14,ACTIVE
A002253,B02834,Client_A,30,46955.0,2025-12-16,ACTIVE
A002254,B01593,Client_C,30,15787.0,2025-04-29,ACTIVE
A002255,B02063,Client_C,60,57908.0,2025-09-16,CLOSED
A002256,B01254,Client_A,15,24110.0,2024-09-18,ACTIVE
A002257,B00861,Client_A,90,12502.0,2025-02-24,ACTIVE
A002258,B01591,Client_B,150,10192.0,2026-02-12,ACTIVE
A002259,B00008,Client_C,15,12071.0,2024-10-05,ACTIVE
A002260,B00174,Client_A,45,21302.0,2025-08-19,CLOSED
A002261,B00273,Client_C,180,23763.0,2025-11-24,WRITTEN_OFF
A002262,B02556,Client_D,60,17851.0,2024-01-22,ACTIVE
A002263,B00927,Client_D,60,32630.0,2025-10-26,ACTIVE
A002264,B01350,Client_A,30,24514.0,2025-06-16,CLOSED
A002265,B01830,Client_A,90,47784.0,2025-09-12,ACTIVE
A002266,B01177,Client_A,90,29975.0,2025-11-02,ACTIVE
A002267,B01604,Client_C,45,21814.0,2024-05-05,ACTIVE
A002268,B01240,Client_C,90,25450.0,2024-06-22,ACTIVE
A002269,B00719,Client_C,45,20770.0,2024-10-06,ACTIVE
A002270,B01393,Client_A,45,18257.0,2024-10-25,ACTIVE
A002271,B02517,Client_A,60,40246.0,2024-06-23,ACTIVE
A002272,B02502,Client_C,15,48882.0,2024-06-12,ACTIVE
A002273,B00164,Client_B,90,25243.0,2024-05-08,ACTIVE
A002274,B00486,Client_B,30,70156.0,2024-09-15,ACTIVE
A002275,B00108,Client_B,60,35335.0,2024-02-06,ACTIVE
A002276,B00305,Client_A,15,15545.0,2025-05-23,ACTIVE
A002277,B02251,Client_D,90,20993.0,2024-11-23,ACTIVE
A002278,B02188,Client_D,150,30485.0,2024-09-26,ACTIVE
A002279,B02931,Client_B,90,17272.0,2025-11-03,CLOSED
A002280,B02387,Client_C,120,30502.0,2025-03-02,WRITTEN_OFF
A002281,B01067,Client_A,75,56568.0,2026-01-18,WRITTEN_OFF
A002282,B02618,Client_A,150,33970.0,2024-06-14,CLOSED
A002283,B02713,Client_B,15,17153.0,2025-01-28,ACTIVE
A002284,B02479,Client_A,60,36644.0,2025-08-27,ACTIVE
A002285,B02672,Client_C,30,23030.0,2024-06-30,ACTIVE
A002286,B02968,Client_A,120,22459.0,2026-05-04,ACTIVE
A002287,B01950,Client_A,120,56517.0,2024-02-06,CLOSED
A002288,B01044,Client_C,60,39362.0,2025-05-29,CLOSED
A002289,B01492,Client_C,90,22984.0,2024-01-08,ACTIVE
A002290,B00462,Client_C,60,82833.0,2026-05-23,ACTIVE
A002291,B00066,Client_B,150,23106.0,2024-06-05,ACTIVE
A002292,B01713,Client_D,30,47848.0,2024-12-15,ACTIVE
A002293,B01031,Client_B,75,20182.0,2025-03-31,CLOSED
A002294,B00173,Client_B,15,10298.0,2025-08-12,ACTIVE
A002295,B02202,Client_D,75,18419.0,2026-05-16,ACTIVE
A002296,B02550,Client_B,60,29897.0,2025-07-23,ACTIVE
A002297,B00506,Client_A,75,11496.0,2024-12-20,ACTIVE
A002298,B01882,Client_A,90,15240.0,2025-06-12,ACTIVE
A002299,B00288,Client_A,75,41708.0,2025-12-05,ACTIVE
A002300,B02007,Client_B,45,20417.0,2025-04-14,CLOSED
A002301,B02093,Client_A,90,33200.0,2025-07-11,CLOSED
A002302,B00011,Client_B,90,46692.0,2025-02-02,CLOSED
A002303,B01622,Client_A,60,33645.0,2024-06-09,ACTIVE
A002304,B02261,Client_A,75,15481.0,2026-03-03,CLOSED
A002305,B01731,Client_B,30,17400.0,2024-02-24,ACTIVE
A002306,B00428,Client_C,15,6806.0,2025-12-28,ACTIVE
A002307,B02274,Client_A,180,26843.0,2025-04-17,ACTIVE
A002308,B01534,Client_C,60,39339.0,2026-04-02,ACTIVE
A002309,B02634,Client_A,75,15827.0,2026-01-25,CLOSED
A002310,B02983,Client_C,120,18416.0,2026-03-30,ACTIVE
A002311,B00860,Client_D,180,15198.0,2024-10-22,ACTIVE
A002312,B01759,Client_A,45,31716.0,2025-04-30,ACTIVE
A002313,B00745,Client_B,45,15235.0,2025-06-26,ACTIVE
A002314,B00262,Client_A,120,16539.0,2026-02-22,ACTIVE
A002315,B01500,Client_B,45,17830.0,2025-10-11,ACTIVE
A002316,B01743,Client_A,120,39311.0,2025-03-16,ACTIVE
A002317,B01077,Client_A,15,49845.0,2026-02-23,ACTIVE
A002318,B02550,Client_A,45,25606.0,2025-05-03,ACTIVE
A002319,B01057,Client_B,45,8954.0,2026-01-12,ACTIVE
A002320,B02232,Client_A,90,20524.0,2024-03-02,ACTIVE
A002321,B01432,Client_C,90,11191.0,2025-03-14,ACTIVE
A002322,B02139,Client_A,30,28875.0,2025-11-11,CLOSED
A002323,B00713,Client_B,60,13985.0,2024-04-24,ACTIVE
A002324,B01311,Client_C,180,34423.0,2025-08-21,ACTIVE
A002325,B01194,Client_D,15,16611.0,2025-05-25,ACTIVE
A002326,B00438,Client_A,75,17976.0,2025-08-16,CLOSED
A002327,B01798,Client_C,30,19563.0,2024-03-07,ACTIVE
A002328,B02565,Client_A,150,39594.0,2026-05-11,CLOSED
A002329,B00902,Client_A,75,19905.0,2025-11-27,ACTIVE
A002330,B01933,Client_B,90,20689.0,2025-03-07,ACTIVE
A002331,B01496,Client_C,180,22279.0,2026-04-19,CLOSED
A002332,B01836,Client_C,150,68992.0,2024-11-18,ACTIVE
A002333,B00360,Client_A,90,19605.0,2026-02-11,ACTIVE
A002334,B02081,Client_A,75,14101.0,2024-08-30,ACTIVE
A002335,B01103,Client_D,45,25442.0,2024-08-10,ACTIVE
A002336,B01969,Client_B,75,18963.0,2025-11-13,ACTIVE
A002337,B02058,Client_B,60,33110.0,2025-11-10,ACTIVE
A002338,B01886,Client_A,60,8425.0,2025-07-13,ACTIVE
A002339,B00041,Client_D,45,41985.0,2024-07-22,ACTIVE
A002340,B02638,Client_A,45,21848.0,2026-05-02,ACTIVE
A002341,B02615,Client_A,180,12374.0,2024-07-27,ACTIVE
A002342,B00478,Client_A,90,21248.0,2024-11-27,ACTIVE
A002343,B00242,Client_A,45,25260.0,2026-02-14,ACTIVE
A002344,B01887,Client_A,150,9523.0,2026-05-06,ACTIVE
A002345,B00115,Client_A,60,11219.0,2026-04-05,ACTIVE
A002346,B01607,Client_A,75,9398.0,2025-10-07,ACTIVE
A002347,B00217,Client_D,15,27872.0,2024-02-28,ACTIVE
A002348,B02622,Client_D,30,146077.0,2024-08-29,ACTIVE
A002349,B01256,Client_A,90,15842.0,2024-01-29,ACTIVE
A002350,B00513,Client_A,45,18735.0,2025-10-17,ACTIVE
A002351,B02281,Client_B,60,7062.0,2026-03-15,ACTIVE
A002352,B01527,Client_A,90,25974.0,2024-11-25,ACTIVE
A002353,B01509,Client_A,45,44481.0,2024-03-31,ACTIVE
A002354,B02431,Client_A,120,31325.0,2026-05-28,CLOSED
A002355,B01670,Client_B,90,14533.0,2026-02-17,WRITTEN_OFF
A002356,B02313,Client_C,150,16101.0,2026-05-22,ACTIVE
A002357,B01564,Client_A,150,33834.0,2025-07-19,ACTIVE
A002358,B00352,Client_B,45,20839.0,2025-07-02,CLOSED
A002359,B00382,Client_B,45,24655.0,2025-08-27,ACTIVE
A002360,B02516,Client_C,75,39158.0,2026-01-12,ACTIVE
A002361,B02406,Client_B,120,6558.0,2026-03-10,CLOSED
A002362,B01118,Client_B,30,25755.0,2024-11-24,ACTIVE
A002363,B01002,Client_A,120,33717.0,2026-01-24,ACTIVE
A002364,B01167,Client_C,120,27653.0,2025-01-31,ACTIVE
A002365,B02081,Client_A,75,16730.0,2025-12-01,ACTIVE
A002366,B01929,Client_A,45,19927.0,2025-10-28,ACTIVE
A002367,B01957,Client_B,150,45329.0,2024-01-17,CLOSED
A002368,B01337,Client_A,30,12718.0,2026-04-19,ACTIVE
A002369,B01738,Client_A,45,17714.0,2024-10-29,ACTIVE
A002370,B02180,Client_C,60,25160.0,2025-09-13,ACTIVE
A002371,B00615,Client_B,45,15985.0,2025-05-17,ACTIVE
A002372,B01355,Client_A,60,21303.0,2025-06-25,ACTIVE
A002373,B00795,Client_A,60,7457.0,2025-12-28,WRITTEN_OFF
A002374,B00641,Client_D,90,27106.0,2024-03-20,ACTIVE
A002375,B01100,Client_B,180,25424.0,2025-11-05,CLOSED
A002376,B01803,Client_B,120,40166.0,2024-01-10,ACTIVE
A002377,B01409,Client_A,120,30739.0,2024-08-24,ACTIVE
A002378,B01510,Client_B,45,127070.0,2024-05-03,ACTIVE
A002379,B00898,Client_A,75,14083.0,2024-01-03,ACTIVE
A002380,B02753,Client_C,45,27621.0,2026-03-06,ACTIVE
A002381,B02321,Client_D,30,10110.0,2024-11-07,ACTIVE
A002382,B01257,Client_A,75,9101.0,2025-10-11,ACTIVE
A002383,B01423,Client_C,90,21349.0,2026-02-16,ACTIVE
A002384,B01090,Client_A,60,14708.0,2024-03-11,ACTIVE
A002385,B00967,Client_D,150,8576.0,2026-05-30,ACTIVE
A002386,B00272,Client_B,75,13194.0,2026-05-24,ACTIVE
A002387,B00191,Client_D,60,41074.0,2025-11-23,ACTIVE
A002388,B00507,Client_A,120,10307.0,2025-02-18,ACTIVE
A002389,B00905,Client_D,120,89554.0,2026-04-28,ACTIVE
A002390,B00635,Client_C,60,14252.0,2024-11-25,ACTIVE
A002391,B02383,Client_D,150,9267.0,2024-10-05,WRITTEN_OFF
A002392,B00475,Client_B,30,20138.0,2025-04-12,ACTIVE
A002393,B00565,Client_A,75,22230.0,2026-04-14,ACTIVE
A002394,B00350,Client_A,60,38361.0,2025-09-23,ACTIVE
A002395,B01533,Client_A,180,14246.0,2025-06-11,ACTIVE
A002396,B02902,Client_B,30,35057.0,2025-01-19,ACTIVE
A002397,B02337,Client_A,75,24188.0,2024-06-07,ACTIVE
A002398,B01429,Client_A,75,39881.0,2024-02-09,ACTIVE
A002399,B00078,Client_B,45,25453.0,2025-03-31,ACTIVE
A002400,B02224,Client_A,45,11308.0,2025-11-01,ACTIVE
A002401,B02858,Client_B,30,79144.0,2024-09-30,CLOSED
A002402,B00004,Client_A,150,22158.0,2024-12-15,ACTIVE
A002403,B01125,Client_D,15,12727.0,2024-07-08,ACTIVE
A002404,B02248,Client_A,15,20572.0,2024-07-18,CLOSED
A002405,B00028,Client_B,45,29590.0,2025-05-29,ACTIVE
A002406,B02291,Client_B,60,28149.0,2026-03-19,ACTIVE
A002407,B01568,Client_D,120,19569.0,2024-07-13,ACTIVE
A002408,B01564,Client_A,120,16375.0,2024-01-25,ACTIVE
A002409,B02946,Client_A,90,27568.0,2024-08-09,ACTIVE
A002410,B02139,Client_A,60,18793.0,2025-03-15,ACTIVE
A002411,B00839,Client_C,60,26162.0,2024-10-05,WRITTEN_OFF
A002412,B01555,Client_C,30,20321.0,2025-02-27,ACTIVE
A002413,B02691,Client_A,90,20656.0,2024-11-08,ACTIVE
A002414,B02632,Client_A,90,15424.0,2025-04-05,ACTIVE
A002415,B00026,Client_D,45,53434.0,2024-12-09,ACTIVE
A002416,B02473,Client_B,30,22937.0,2025-08-04,ACTIVE
A002417,B00687,Client_A,90,43334.0,2024-05-19,ACTIVE
A002418,B02031,Client_B,15,10060.0,2025-02-10,ACTIVE
A002419,B00244,Client_C,45,60264.0,2025-08-07,ACTIVE
A002420,B02745,Client_A,60,43007.0,2024-01-06,WRITTEN_OFF
A002421,B02817,Client_B,75,23941.0,2025-02-25,ACTIVE
A002422,B01565,Client_A,150,23451.0,2025-05-30,CLOSED
A002423,B01562,Client_C,60,13833.0,2025-08-19,ACTIVE
A002424,B00956,Client_B,60,12488.0,2025-08-24,ACTIVE
A002425,B00587,Client_A,180,23165.0,2025-08-29,ACTIVE
A002426,B02944,Client_B,75,17423.0,2024-04-02,ACTIVE
A002427,B02199,Client_B,120,16371.0,2025-01-21,CLOSED
A002428,B01349,Client_B,90,28363.0,2024-01-02,ACTIVE
A002429,B00416,Client_A,15,13299.0,2024-09-16,CLOSED
A002430,B02140,Client_D,15,8599.0,2025-12-06,ACTIVE
A002431,B02054,Client_D,120,19252.0,2025-09-08,ACTIVE
A002432,B00390,Client_A,90,26032.0,2026-04-09,ACTIVE
A002433,B02366,Client_A,120,25489.0,2024-04-16,ACTIVE
A002434,B01766,Client_C,60,28594.0,2026-04-08,ACTIVE
A002435,B02236,Client_A,60,7936.0,2024-07-06,ACTIVE
A002436,B00535,Client_C,60,27675.0,2025-02-13,ACTIVE
A002437,B02603,Client_C,90,50609.0,2026-05-24,CLOSED
A002438,B00027,Client_B,60,18209.0,2024-10-09,CLOSED
A002439,B00937,Client_C,60,23392.0,2024-05-19,CLOSED
A002440,B02072,Client_B,45,19864.0,2025-02-15,ACTIVE
A002441,B01309,Client_C,75,31647.0,2024-11-08,ACTIVE
A002442,B02555,Client_C,45,19389.0,2026-04-17,ACTIVE
A002443,B02691,Client_C,150,32172.0,2025-11-16,CLOSED
A002444,B02185,Client_A,60,15159.0,2024-09-21,ACTIVE
A002445,B01335,Client_A,90,12747.0,2025-10-18,ACTIVE
A002446,B00349,Client_B,120,6690.0,2025-03-15,ACTIVE
A002447,B02443,Client_B,75,15937.0,2024-01-09,ACTIVE
A002448,B02210,Client_D,45,20614.0,2024-02-08,ACTIVE
A002449,B02476,Client_C,120,27251.0,2024-01-22,ACTIVE
A002450,B02736,Client_C,90,32318.0,2025-05-05,CLOSED
A002451,B02413,Client_C,15,19207.0,2024-02-17,ACTIVE
A002452,B02654,Client_C,75,14620.0,2025-09-30,ACTIVE
A002453,B02024,Client_C,45,32569.0,2025-01-15,CLOSED
A002454,B01085,Client_A,30,24797.0,2024-04-02,ACTIVE
A002455,B00462,Client_D,90,71499.0,2026-01-24,ACTIVE
A002456,B01926,Client_A,75,5570.0,2025-06-01,ACTIVE
A002457,B02718,Client_B,15,30881.0,2025-06-14,ACTIVE
A002458,B01782,Client_D,45,31879.0,2025-10-01,ACTIVE
A002459,B02448,Client_C,90,36253.0,2024-02-25,ACTIVE
A002460,B01577,Client_B,30,29892.0,2025-07-12,ACTIVE
A002461,B00192,Client_A,45,97171.0,2025-08-08,ACTIVE
A002462,B01636,Client_A,180,15037.0,2026-01-07,ACTIVE
A002463,B00051,Client_B,60,52863.0,2025-05-02,WRITTEN_OFF
A002464,B00355,Client_B,60,22652.0,2025-12-19,ACTIVE
A002465,B00991,Client_C,60,25525.0,2024-05-16,ACTIVE
A002466,B02895,Client_A,120,23157.0,2024-01-11,ACTIVE
A002467,B02483,Client_B,15,42093.0,2024-08-24,ACTIVE
A002468,B02428,Client_D,120,17157.0,2025-02-27,ACTIVE
A002469,B02863,Client_A,60,14274.0,2025-10-09,ACTIVE
A002470,B00638,Client_C,90,13966.0,2026-03-26,ACTIVE
A002471,B01459,Client_B,45,30929.0,2025-04-27,ACTIVE
A002472,B01746,Client_A,30,8358.0,2024-01-11,ACTIVE
A002473,B01022,Client_C,75,15291.0,2025-03-02,ACTIVE
A002474,B02376,Client_A,30,55809.0,2025-02-24,ACTIVE
A002475,B00971,Client_B,75,28871.0,2024-10-08,WRITTEN_OFF
A002476,B02682,Client_C,45,15012.0,2026-02-12,ACTIVE
A002477,B02625,Client_C,30,15274.0,2025-05-23,ACTIVE
A002478,B01857,Client_A,60,15582.0,2024-03-06,ACTIVE
A002479,B00917,Client_A,30,13349.0,2025-01-22,ACTIVE
A002480,B00116,Client_B,15,18010.0,2025-11-26,ACTIVE
A002481,B02943,Client_B,45,19662.0,2024-09-03,ACTIVE
A002482,B02086,Client_B,75,16273.0,2026-04-23,ACTIVE
A002483,B02726,Client_C,120,8215.0,2025-09-23,ACTIVE
A002484,B02974,Client_D,30,19709.0,2024-03-23,ACTIVE
A002485,B00260,Client_D,15,59597.0,2024-06-11,ACTIVE
A002486,B01181,Client_A,30,17173.0,2024-08-15,WRITTEN_OFF
A002487,B01660,Client_C,180,25425.0,2024-07-07,CLOSED
A002488,B00624,Client_A,60,19812.0,2025-04-18,CLOSED
A002489,B02831,Client_C,90,27724.0,2026-04-11,ACTIVE
A002490,B00116,Client_D,75,12276.0,2025-11-28,ACTIVE
A002491,B01277,Client_B,75,14833.0,2026-02-03,CLOSED
A002492,B01468,Client_D,15,52234.0,2025-10-21,ACTIVE
A002493,B00054,Client_A,90,59895.0,2026-02-04,ACTIVE
A002494,B02333,Client_A,30,25742.0,2025-09-30,ACTIVE
A002495,B00952,Client_A,90,9391.0,2025-09-16,CLOSED
A002496,B00300,Client_A,75,10508.0,2026-04-15,ACTIVE
A002497,B01397,Client_B,30,25832.0,2025-09-07,ACTIVE
A002498,B02594,Client_A,75,27702.0,2024-03-15,ACTIVE
A002499,B02767,Client_D,120,13614.0,2024-11-18,ACTIVE
A002500,B02574,Client_A,60,10499.0,2025-07-12,ACTIVE
A002501,B02180,Client_B,75,16838.0,2024-09-25,CLOSED
A002502,B01712,Client_B,30,10908.0,2025-12-29,ACTIVE
A002503,B01598,Client_C,150,40417.0,2026-04-12,ACTIVE
A002504,B01184,Client_B,45,19758.0,2024-07-24,ACTIVE
A002505,B02448,Client_B,15,8132.0,2024-05-10,ACTIVE
A002506,B02280,Client_C,60,27120.0,2025-08-14,ACTIVE
A002507,B01854,Client_D,45,13631.0,2026-03-24,ACTIVE
A002508,B01483,Client_B,90,32312.0,2024-07-30,ACTIVE
A002509,B00312,Client_B,90,20564.0,2024-07-03,WRITTEN_OFF
A002510,B02185,Client_C,45,72964.0,2024-01-19,ACTIVE
A002511,B00332,Client_B,45,12933.0,2024-09-30,ACTIVE
A002512,B01042,Client_A,60,20306.0,2024-01-26,ACTIVE
A002513,B02309,Client_A,75,16763.0,2024-02-01,ACTIVE
A002514,B02957,Client_B,30,33111.0,2025-08-19,CLOSED
A002515,B00540,Client_D,90,69283.0,2024-04-09,WRITTEN_OFF
A002516,B00732,Client_A,30,52773.0,2024-10-22,ACTIVE
A002517,B02076,Client_C,45,7930.0,2024-12-06,ACTIVE
A002518,B00275,Client_C,45,27575.0,2024-01-28,ACTIVE
A002519,B02191,Client_A,180,30032.0,2025-10-16,ACTIVE
A002520,B02055,Client_D,180,17624.0,2025-12-10,ACTIVE
A002521,B02245,Client_B,180,14551.0,2024-08-19,ACTIVE
A002522,B00041,Client_B,180,23561.0,2024-04-27,CLOSED
A002523,B00772,Client_B,120,41787.0,2026-02-12,ACTIVE
A002524,B02712,Client_B,90,33408.0,2025-05-21,ACTIVE
A002525,B01847,Client_C,75,58699.0,2026-03-18,ACTIVE
A002526,B02075,Client_B,120,18345.0,2025-04-12,ACTIVE
A002527,B02174,Client_B,60,27277.0,2025-02-12,ACTIVE
A002528,B00514,Client_B,180,26395.0,2024-05-28,ACTIVE
A002529,B01221,Client_B,45,61604.0,2025-08-08,ACTIVE
A002530,B02856,Client_D,30,32508.0,2024-06-24,CLOSED
A002531,B02166,Client_B,90,11546.0,2025-07-03,ACTIVE
A002532,B02182,Client_A,75,38104.0,2026-05-26,ACTIVE
A002533,B01977,Client_D,30,20013.0,2025-03-31,ACTIVE
A002534,B02826,Client_B,30,18644.0,2025-08-11,ACTIVE
A002535,B00139,Client_B,45,50461.0,2025-01-31,ACTIVE
A002536,B00693,Client_C,75,24927.0,2025-05-17,ACTIVE
A002537,B00990,Client_D,150,43133.0,2024-03-18,ACTIVE
A002538,B00235,Client_C,15,13404.0,2025-11-25,ACTIVE
A002539,B02193,Client_A,150,69671.0,2025-06-23,ACTIVE
A002540,B02388,Client_B,90,54538.0,2024-07-01,CLOSED
A002541,B02487,Client_C,45,25316.0,2026-03-29,ACTIVE
A002542,B01689,Client_A,90,36349.0,2024-03-08,ACTIVE
A002543,B01073,Client_B,120,65715.0,2025-11-12,ACTIVE
A002544,B01994,Client_C,45,12942.0,2024-04-17,WRITTEN_OFF
A002545,B00740,Client_B,75,36339.0,2025-02-03,ACTIVE
A002546,B00881,Client_C,30,26618.0,2024-11-10,ACTIVE
A002547,B01894,Client_D,75,13054.0,2024-03-13,ACTIVE
A002548,B02891,Client_B,90,57790.0,2024-01-08,ACTIVE
A002549,B00996,Client_C,60,16332.0,2025-03-26,ACTIVE
A002550,B02344,Client_A,90,43207.0,2024-11-06,ACTIVE
A002551,B01558,Client_C,60,39408.0,2025-12-20,ACTIVE
A002552,B01315,Client_B,60,23668.0,2024-10-02,WRITTEN_OFF
A002553,B00165,Client_A,15,29605.0,2024-09-12,ACTIVE
A002554,B00419,Client_D,90,36007.0,2024-03-17,ACTIVE
A002555,B02437,Client_A,120,26806.0,2025-04-06,ACTIVE
A002556,B01247,Client_A,120,25309.0,2026-03-10,CLOSED
A002557,B00933,Client_A,15,36872.0,2024-11-29,ACTIVE
A002558,B00157,Client_B,75,147808.0,2025-02-06,ACTIVE
A002559,B02486,Client_B,45,48572.0,2026-01-25,ACTIVE
A002560,B02717,Client_A,45,24828.0,2025-09-16,ACTIVE
A002561,B02615,Client_B,30,15793.0,2025-02-18,ACTIVE
A002562,B02393,Client_B,30,24121.0,2024-08-16,ACTIVE
A002563,B01210,Client_A,90,33675.0,2024-11-17,ACTIVE
A002564,B00582,Client_B,60,25401.0,2026-05-02,CLOSED
A002565,B00902,Client_A,45,18491.0,2025-02-05,ACTIVE
A002566,B02545,Client_B,30,51307.0,2024-05-02,ACTIVE
A002567,B00154,Client_C,60,37927.0,2024-01-19,ACTIVE
A002568,B00676,Client_C,60,40348.0,2024-06-30,ACTIVE
A002569,B02561,Client_A,30,32031.0,2025-09-22,ACTIVE
A002570,B02653,Client_C,15,34523.0,2024-05-29,ACTIVE
A002571,B00816,Client_A,60,20471.0,2025-03-06,CLOSED
A002572,B00066,Client_A,60,5368.0,2025-04-18,ACTIVE
A002573,B02774,Client_C,150,35589.0,2026-01-20,ACTIVE
A002574,B00649,Client_C,45,57294.0,2024-04-22,ACTIVE
A002575,B00922,Client_A,75,47941.0,2026-03-29,CLOSED
A002576,B00253,Client_B,75,37167.0,2024-10-11,ACTIVE
A002577,B02570,Client_B,60,22968.0,2026-03-02,ACTIVE
A002578,B02201,Client_A,75,11667.0,2026-01-24,ACTIVE
A002579,B00613,Client_B,60,50770.0,2024-11-20,ACTIVE
A002580,B00764,Client_D,30,24385.0,2024-05-07,ACTIVE
A002581,B01910,Client_A,120,70969.0,2024-04-14,ACTIVE
A002582,B00132,Client_A,90,12707.0,2024-04-17,ACTIVE
A002583,B00709,Client_A,15,25723.0,2024-11-03,ACTIVE
A002584,B01575,Client_A,75,15741.0,2024-06-10,ACTIVE
A002585,B00380,Client_B,60,13467.0,2024-08-02,ACTIVE
A002586,B02934,Client_B,120,4854.0,2024-07-10,CLOSED
A002587,B01038,Client_A,75,31520.0,2024-01-10,ACTIVE
A002588,B00494,Client_D,120,8404.0,2025-06-16,ACTIVE
A002589,B00424,Client_B,90,60964.0,2024-03-11,ACTIVE
A002590,B02124,Client_B,75,36448.0,2024-02-10,ACTIVE
A002591,B00494,Client_A,150,30188.0,2025-07-30,WRITTEN_OFF
A002592,B01372,Client_B,15,58198.0,2024-11-22,ACTIVE
A002593,B02935,Client_A,45,45101.0,2025-03-25,CLOSED
A002594,B01686,Client_C,30,21545.0,2026-03-02,CLOSED
A002595,B02087,Client_D,30,9629.0,2024-06-09,ACTIVE
A002596,B01578,Client_A,75,24994.0,2024-04-10,ACTIVE
A002597,B01303,Client_C,90,79675.0,2025-07-31,ACTIVE
A002598,B00179,Client_D,30,15678.0,2025-11-07,ACTIVE
A002599,B00294,Client_B,150,23672.0,2025-12-31,ACTIVE
A002600,B00977,Client_D,150,55496.0,2024-06-27,ACTIVE
A002601,B02923,Client_A,15,26182.0,2024-07-16,CLOSED
A002602,B02509,Client_C,30,20130.0,2026-02-02,ACTIVE
A002603,B00179,Client_D,90,10461.0,2024-10-16,WRITTEN_OFF
A002604,B00678,Client_A,120,21686.0,2025-08-09,CLOSED
A002605,B01833,Client_A,60,25016.0,2025-12-12,CLOSED
A002606,B01272,Client_B,120,25583.0,2025-03-02,CLOSED
A002607,B02318,Client_B,45,18096.0,2025-05-20,ACTIVE
A002608,B01764,Client_B,45,41559.0,2024-07-01,ACTIVE
A002609,B02319,Client_C,75,12664.0,2024-05-16,CLOSED
A002610,B00496,Client_D,60,15464.0,2024-08-23,ACTIVE
A002611,B02522,Client_B,150,53190.0,2026-01-27,CLOSED
A002612,B02158,Client_B,15,10177.0,2024-10-15,ACTIVE
A002613,B01778,Client_A,150,22318.0,2026-04-07,ACTIVE
A002614,B02735,Client_D,150,12619.0,2024-11-08,ACTIVE
A002615,B00016,Client_D,60,23392.0,2024-11-17,ACTIVE
A002616,B02435,Client_A,30,18514.0,2024-08-19,ACTIVE
A002617,B00220,Client_C,75,16394.0,2025-01-15,ACTIVE
A002618,B01812,Client_B,120,42159.0,2025-05-24,ACTIVE
A002619,B01918,Client_D,15,8284.0,2024-11-16,ACTIVE
A002620,B01147,Client_A,120,36094.0,2024-12-10,ACTIVE
A002621,B00713,Client_A,15,25144.0,2026-04-18,ACTIVE
A002622,B00484,Client_A,30,17617.0,2026-04-05,ACTIVE
A002623,B00977,Client_D,90,15809.0,2026-02-04,ACTIVE
A002624,B00299,Client_C,90,17008.0,2024-06-20,ACTIVE
A002625,B02526,Client_B,60,11184.0,2024-02-29,ACTIVE
A002626,B01730,Client_C,60,28427.0,2026-03-07,ACTIVE
A002627,B02111,Client_A,60,18256.0,2026-03-08,CLOSED
A002628,B00502,Client_A,120,81288.0,2024-02-08,ACTIVE
A002629,B02041,Client_A,45,29805.0,2025-06-10,ACTIVE
A002630,B01405,Client_A,45,25978.0,2024-11-27,ACTIVE
