disposition_id,call_id,raw_disposition_code,disposition_timestamp
DISP000014747,CALL00014747,ANSWERED,2025-11-08 21:47:00
DISP000014748,CALL00014748,WRONG_PARTY,2025-10-15 13:51:00
DISP000014749,CALL00014749,BUSY,2026-06-23 16:39:00
DISP000014750,CALL00014750,WRONG_NUMBER,2026-07-24 09:07:00
DISP000014751,CALL00014751,NO_ANSWER,2025-09-19 18:49:00
DISP000014752,CALL00014752,NA,2026-05-03 17:30:00
DISP000014753,CALL00014753,WRONG_PARTY,2026-03-18 11:38:00
DISP000014754,CALL00014754,NO_ANSWER,2025-11-23 23:13:00
DISP000014755,CALL00014755,BUSY,2026-03-06 14:36:00
DISP000014756,CALL00014756,NA,2026-07-25 23:35:00
DISP000014757,CALL00014757,CONNECTED,2026-04-21 06:27:00
DISP000014758,CALL00014758,BUSY,2025-09-02 08:50:00
DISP000014759,CALL00014759,CONNECTED,2026-08-17 07:25:00
DISP000014760,CALL00014760,ANSWERED,2025-09-06 13:38:00
DISP000014761,CALL00014761,NO_ANSWER,2025-10-27 08:37:00
DISP000014762,CALL00014762,NA,2026-04-25 06:00:00
DISP000014763,CALL00014763,PROMISE,2026-07-16 14:25:00
DISP000014764,CALL00014764,CONNECTED,2026-08-20 12:44:00
DISP000014765,CALL00014765,BUSY,2025-12-04 08:31:00
DISP000014766,CALL00014766,BUSY,2026-03-23 22:02:00
DISP000014767,CALL00014767,NO_ANSWER,2026-03-19 13:12:00
DISP000014768,CALL00014768,NO_ANSWER,2025-12-03 06:47:00
DISP000014769,CALL00014769,NA,2026-06-16 19:46:00
DISP000014770,CALL00014770,BUSY,2025-11-05 23:37:00
DISP000014771,CALL00014771,WRONG_NUMBER,2026-05-24 21:11:00
DISP000014772,CALL00014772,NO_ANSWER,2025-12-18 21:58:00
DISP000014773,CALL00014773,WRONG_NUMBER,2026-04-19 22:13:00
DISP000014774,CALL00014774,BUSY,2026-04-01 13:28:00
DISP000014775,CALL00014775,BUSY,2026-01-25 15:45:00
DISP000014776,CALL00014776,ANSWERED,2025-12-07 09:11:00
DISP000014777,CALL00014777,NA,2026-08-27 08:48:00
DISP000014778,CALL00014778,NA,2026-06-19 12:37:00
DISP000014779,CALL00014779,NA,2026-08-12 16:55:00
DISP000014780,CALL00014780,NO_ANSWER,2026-01-03 19:33:00
DISP000014781,CALL00014781,WRONG_PARTY,2025-11-16 08:43:00
DISP000014782,CALL00014782,ANSWERED,2025-11-08 11:26:00
DISP000014783,CALL00014783,BUSY,2026-03-21 07:51:00
DISP000014784,CALL00014784,ANSWERED,2025-09-21 22:05:00
DISP000014785,CALL00014785,WRONG_NUMBER,2026-04-06 16:31:00
DISP000014786,CALL00014786,NO_ANSWER,2025-09-19 09:52:00
DISP000014787,CALL00014787,NA,2026-06-09 19:24:00
DISP000014788,CALL00014788,NO_ANSWER,2025-12-26 12:43:00
DISP000014789,CALL00014789,BUSY,2025-10-08 15:58:00
DISP000014790,CALL00014790,NA,2026-06-26 12:43:00
DISP000014791,CALL00014791,BUSY,2026-06-22 19:22:00
DISP000014792,CALL00014792,ANSWERED,2025-10-12 09:47:00
DISP000014793,CALL00014793,NA,2026-05-23 13:38:00
DISP000014794,CALL00014794,ANSWERED,2025-11-22 15:08:00
DISP000014795,CALL00014795,PTP,2026-01-18 21:47:00
DISP000014796,CALL00014796,WRONG_NUMBER,2026-04-05 17:39:00
DISP000014797,CALL00014797,ANSWERED,2025-10-07 15:56:00
DISP000014798,CALL00014798,ANSWERED,2026-02-27 22:26:00
DISP000014799,CALL00014799,ANSWERED,2025-09-02 21:33:00
DISP000014800,CALL00014800,ANSWERED,2026-01-21 08:58:00
DISP000014801,CALL00014801,NA,2026-07-15 06:19:00
DISP000014802,CALL00014802,CONNECTED,2026-05-07 06:17:00
DISP000014803,CALL00014803,NO_ANSWER,2025-09-24 17:27:00
DISP000014804,CALL00014804,CONNECTED,2026-04-19 13:20:00
DISP000014805,CALL00014805,BUSY,2026-06-13 08:59:00
DISP000014806,CALL00014806,NO_ANSWER,2025-11-21 10:11:00
DISP000014807,CALL00014807,CONNECTED,2026-08-10 15:17:00
DISP000014808,CALL00014808,NO_ANSWER,2026-01-18 13:38:00
DISP000014809,CALL00014809,NA,2026-08-26 15:41:00
DISP000014810,CALL00014810,ANSWERED,2025-10-08 20:35:00
DISP000014811,CALL00014811,NO_ANSWER,2025-09-27 19:09:00
DISP000014812,CALL00014812,NA,2026-05-27 17:36:00
DISP000014813,CALL00014813,NA,2026-07-05 21:26:00
DISP000014814,CALL00014814,NA,2026-05-01 11:13:00
DISP000014815,CALL00014815,BUSY,2025-11-04 22:29:00
DISP000014816,CALL00014816,NA,2026-06-04 18:18:00
DISP000014817,CALL00014817,NO_ANSWER,2026-02-12 18:25:00
DISP000014818,CALL00014818,NO_ANSWER,2025-10-17 22:44:00
DISP000014819,CALL00014819,NO_ANSWER,2025-11-18 20:45:00
DISP000014820,CALL00014820,PTP,2025-11-12 07:14:00
DISP000014821,CALL00014821,ANSWERED,2026-02-13 08:46:00
DISP000014822,CALL00014822,CONNECTED,2026-04-10 10:39:00
DISP000014823,CALL00014823,NO_ANSWER,2026-02-06 15:57:00
DISP000014824,CALL00014824,NA,2026-08-23 11:57:00
DISP000014825,CALL00014825,ANSWERED,2025-11-09 12:22:00
DISP000014826,CALL00014826,WRONG_PARTY,2026-02-04 22:44:00
DISP000014827,CALL00014827,ANSWERED,2025-10-25 17:00:00
DISP000014828,CALL00014828,CONNECTED,2026-06-04 16:13:00
DISP000014829,CALL00014829,ANSWERED,2025-11-06 16:16:00
DISP000014830,CALL00014830,NA,2026-04-11 11:17:00
DISP000014831,CALL00014831,WRONG_PARTY,2026-03-25 23:05:00
DISP000014832,CALL00014832,NO_ANSWER,2026-01-11 14:28:00
DISP000014833,CALL00014833,PTP,2026-01-10 06:27:00
DISP000014834,CALL00014834,NO_ANSWER,2025-09-23 13:59:00
DISP000014835,CALL00014835,NO_ANSWER,2025-12-11 12:01:00
DISP000014836,CALL00014836,NA,2026-05-05 10:26:00
DISP000014837,CALL00014837,ANSWERED,2026-03-02 20:12:00
DISP000014838,CALL00014838,PROMISE,2026-06-04 16:24:00
DISP000014839,CALL00014839,NO_ANSWER,2025-11-07 10:56:00
DISP000014840,CALL00014840,ANSWERED,2026-03-05 07:22:00
DISP000014841,CALL00014841,ANSWERED,2026-02-20 18:00:00
DISP000014842,CALL00014842,NA,2026-04-05 21:42:00
DISP000014843,CALL00014843,ANSWERED,2025-12-24 17:29:00
DISP000014844,CALL00014844,PTP,2026-01-07 10:24:00
DISP000014845,CALL00014845,ANSWERED,2026-03-27 06:54:00
DISP000014846,CALL00014846,WRONG_NUMBER,2026-05-01 22:52:00
DISP000014847,CALL00014847,WRONG_NUMBER,2026-04-19 08:04:00
DISP000014848,CALL00014848,ANSWERED,2025-10-19 19:04:00
DISP000014849,CALL00014849,CONNECTED,2026-04-07 21:06:00
DISP000014850,CALL00014850,NO_ANSWER,2026-02-04 18:55:00
DISP000014851,CALL00014851,CONNECTED,2026-05-04 06:43:00
DISP000014852,CALL00014852,WRONG_NUMBER,2026-04-05 14:30:00
DISP000014853,CALL00014853,ANSWERED,2025-09-10 09:08:00
DISP000014854,CALL00014854,NA,2026-05-21 10:16:00
DISP000014855,CALL00014855,WRONG_PARTY,2025-12-19 23:00:00
DISP000014856,CALL00014856,WRONG_PARTY,2025-09-15 09:19:00
DISP000014857,CALL00014857,NA,2026-05-20 17:34:00
DISP000014858,CALL00014858,WRONG_PARTY,2025-12-16 12:13:00
DISP000014859,CALL00014859,ANSWERED,2025-09-17 15:38:00
DISP000014860,CALL00014860,WRONG_PARTY,2025-10-20 17:17:00
DISP000014861,CALL00014861,NO_ANSWER,2025-10-17 17:56:00
DISP000014862,CALL00014862,ANSWERED,2026-01-18 13:03:00
DISP000014863,CALL00014863,ANSWERED,2026-02-20 17:03:00
DISP000014864,CALL00014864,PROMISE,2026-05-17 15:46:00
DISP000014865,CALL00014865,NO_ANSWER,2025-10-24 06:56:00
DISP000014866,CALL00014866,NO_ANSWER,2026-01-17 12:03:00
DISP000014867,CALL00014867,NA,2026-06-03 20:08:00
DISP000014868,CALL00014868,CONNECTED,2026-08-18 23:33:00
DISP000014869,CALL00014869,BUSY,2026-01-01 09:06:00
DISP000014870,CALL00014870,NO_ANSWER,2025-12-24 17:56:00
DISP000014871,CALL00014871,NA,2026-05-12 15:35:00
DISP000014872,CALL00014872,ANSWERED,2025-09-11 08:49:00
DISP000014873,CALL00014873,ANSWERED,2025-12-03 14:13:00
DISP000014874,CALL00014874,NA,2026-06-19 12:46:00
DISP000014875,CALL00014875,CONNECTED,2026-07-03 15:59:00
DISP000014876,CALL00014876,NA,2026-06-05 09:10:00
DISP000014877,CALL00014877,NO_ANSWER,2025-09-10 20:03:00
DISP000014878,CALL00014878,WRONG_PARTY,2025-09-25 10:08:00
DISP000014879,CALL00014879,ANSWERED,2025-10-14 09:45:00
DISP000014880,CALL00014880,WRONG_PARTY,2026-03-27 06:40:00
DISP000014881,CALL00014881,PTP,2025-12-17 11:17:00
DISP000014882,CALL00014882,ANSWERED,2025-10-26 18:11:00
DISP000014883,CALL00014883,PROMISE,2026-08-21 17:53:00
DISP000014884,CALL00014884,NA,2026-04-26 12:26:00
DISP000014885,CALL00014885,NO_ANSWER,2026-01-07 14:03:00
DISP000014886,CALL00014886,CONNECTED,2026-07-19 08:24:00
DISP000014887,CALL00014887,CONNECTED,2026-08-04 07:33:00
DISP000014888,CALL00014888,CONNECTED,2026-07-15 20:52:00
DISP000014889,CALL00014889,NO_ANSWER,2025-10-27 10:58:00
DISP000014890,CALL00014890,NO_ANSWER,2025-11-03 07:00:00
DISP000014891,CALL00014891,ANSWERED,2025-11-13 17:18:00
DISP000014892,CALL00014892,NO_ANSWER,2026-01-23 06:17:00
DISP000014893,CALL00014893,BUSY,2026-08-03 19:39:00
DISP000014894,CALL00014894,NO_ANSWER,2025-09-15 07:56:00
DISP000014895,CALL00014895,WRONG_PARTY,2026-02-01 06:34:00
DISP000014896,CALL00014896,NO_ANSWER,2026-02-22 23:31:00
DISP000014897,CALL00014897,NA,2026-04-13 08:05:00
DISP000014898,CALL00014898,BUSY,2026-01-17 14:39:00
DISP000014899,CALL00014899,CONNECTED,2026-07-05 16:35:00
DISP000014900,CALL00014900,NA,2026-08-26 07:39:00
DISP000014901,CALL00014901,CONNECTED,2026-04-18 19:21:00
DISP000014902,CALL00014902,WRONG_PARTY,2025-12-05 12:00:00
DISP000014903,CALL00014903,ANSWERED,2026-02-14 19:25:00
DISP000014904,CALL00014904,NA,2026-08-01 12:18:00
DISP000014905,CALL00014905,CONNECTED,2026-05-17 10:02:00
DISP000014906,CALL00014906,PTP,2025-11-01 21:02:00
DISP000014907,CALL00014907,BUSY,2026-06-05 13:56:00
DISP000014908,CALL00014908,ANSWERED,2025-11-23 06:38:00
DISP000014909,CALL00014909,NA,2026-04-01 10:07:00
DISP000014910,CALL00014910,NO_ANSWER,2025-11-07 09:54:00
DISP000014911,CALL00014911,NO_ANSWER,2026-02-10 12:47:00
DISP000014912,CALL00014912,NO_ANSWER,2025-10-05 10:14:00
DISP000014913,CALL00014913,NA,2026-05-23 21:05:00
DISP000014914,CALL00014914,CONNECTED,2026-08-01 11:17:00
DISP000014915,CALL00014915,PTP,2025-11-20 11:35:00
DISP000014916,CALL00014916,PTP,2025-11-14 11:27:00
DISP000014917,CALL00014917,NO_ANSWER,2025-09-11 09:06:00
DISP000014918,CALL00014918,ANSWERED,2025-09-05 06:08:00
DISP000014919,CALL00014919,NA,2026-08-09 09:05:00
DISP000014920,CALL00014920,NO_ANSWER,2026-03-07 16:47:00
DISP000014921,CALL00014921,NO_ANSWER,2025-11-14 09:51:00
DISP000014922,CALL00014922,CONNECTED,2026-05-02 10:33:00
DISP000014923,CALL00014923,ANSWERED,2026-02-10 15:13:00
DISP000014924,CALL00014924,CONNECTED,2026-04-09 11:45:00
DISP000014925,CALL00014925,NO_ANSWER,2025-12-14 14:46:00
DISP000014926,CALL00014926,BUSY,2026-07-06 14:35:00
DISP000014927,CALL00014927,NA,2026-06-18 21:51:00
DISP000014928,CALL00014928,NA,2026-07-16 22:49:00
DISP000014929,CALL00014929,NO_ANSWER,2026-03-05 14:07:00
DISP000014930,CALL00014930,NO_ANSWER,2026-03-23 10:24:00
DISP000014931,CALL00014931,NA,2026-06-02 22:33:00
DISP000014932,CALL00014932,CONNECTED,2026-06-14 15:38:00
DISP000014933,CALL00014933,CONNECTED,2026-08-20 14:06:00
DISP000014934,CALL00014934,NO_ANSWER,2025-12-07 11:02:00
DISP000014935,CALL00014935,WRONG_PARTY,2025-11-11 15:55:00
DISP000014936,CALL00014936,CONNECTED,2026-05-27 11:12:00
DISP000014937,CALL00014937,BUSY,2025-12-16 22:29:00
DISP000014938,CALL00014938,WRONG_PARTY,2025-10-08 07:51:00
DISP000014939,CALL00014939,ANSWERED,2025-12-09 22:58:00
DISP000014940,CALL00014940,CONNECTED,2026-07-27 14:45:00
DISP000014941,CALL00014941,NO_ANSWER,2026-01-12 19:17:00
DISP000014942,CALL00014942,NA,2026-04-20 13:12:00
DISP000014943,CALL00014943,WRONG_NUMBER,2026-08-08 21:20:00
DISP000014944,CALL00014944,PROMISE,2026-08-19 10:31:00
DISP000014945,CALL00014945,ANSWERED,2026-02-27 20:37:00
DISP000014946,CALL00014946,NO_ANSWER,2025-12-17 19:20:00
DISP000014947,CALL00014947,ANSWERED,2025-10-04 14:06:00
DISP000014948,CALL00014948,ANSWERED,2025-09-05 07:26:00
DISP000014949,CALL00014949,ANSWERED,2025-12-16 13:38:00
DISP000014950,CALL00014950,NA,2026-07-26 16:02:00
DISP000014951,CALL00014951,WRONG_PARTY,2025-11-01 11:21:00
DISP000014952,CALL00014952,WRONG_PARTY,2025-10-22 21:16:00
DISP000014953,CALL00014953,NA,2026-04-01 08:16:00
DISP000014954,CALL00014954,BUSY,2025-10-06 20:12:00
DISP000014955,CALL00014955,WRONG_PARTY,2026-03-07 09:49:00
DISP000014956,CALL00014956,WRONG_NUMBER,2026-04-06 16:25:00
DISP000014957,CALL00014957,NO_ANSWER,2026-01-20 18:41:00
DISP000014958,CALL00014958,NO_ANSWER,2025-12-16 06:31:00
DISP000014959,CALL00014959,ANSWERED,2025-09-09 08:00:00
DISP000014960,CALL00014960,ANSWERED,2026-03-02 07:45:00
DISP000014961,CALL00014961,PTP,2025-11-19 11:58:00
DISP000014962,CALL00014962,CONNECTED,2026-08-18 08:43:00
DISP000014963,CALL00014963,NA,2026-08-26 06:42:00
DISP000014964,CALL00014964,CONNECTED,2026-07-26 21:34:00
DISP000014965,CALL00014965,WRONG_PARTY,2026-03-12 10:24:00
DISP000014966,CALL00014966,NA,2026-05-17 22:15:00
DISP000014967,CALL00014967,PROMISE,2026-06-27 12:13:00
DISP000014968,CALL00014968,NO_ANSWER,2026-02-27 17:51:00
DISP000014969,CALL00014969,BUSY,2026-06-24 23:29:00
DISP000014970,CALL00014970,CONNECTED,2026-04-04 07:18:00
DISP000014971,CALL00014971,ANSWERED,2025-12-04 23:19:00
DISP000014972,CALL00014972,WRONG_PARTY,2025-10-17 10:42:00
DISP000014973,CALL00014973,WRONG_PARTY,2026-03-07 09:33:00
DISP000014974,CALL00014974,NO_ANSWER,2026-03-18 11:13:00
DISP000014975,CALL00014975,NO_ANSWER,2025-11-25 06:03:00
DISP000014976,CALL00014976,CONNECTED,2026-06-03 17:54:00
DISP000014977,CALL00014977,WRONG_NUMBER,2026-05-04 10:17:00
DISP000014978,CALL00014978,BUSY,2026-02-18 09:27:00
DISP000014979,CALL00014979,NA,2026-08-10 14:55:00
DISP000014980,CALL00014980,ANSWERED,2026-03-15 20:59:00
DISP000014981,CALL00014981,NA,2026-07-14 23:35:00
DISP000014982,CALL00014982,BUSY,2026-05-23 16:25:00
DISP000014983,CALL00014983,CONNECTED,2026-07-02 19:06:00
DISP000014984,CALL00014984,BUSY,2026-08-25 09:34:00
DISP000014985,CALL00014985,WRONG_PARTY,2026-02-02 19:53:00
DISP000014986,CALL00014986,CONNECTED,2026-05-18 11:47:00
DISP000014987,CALL00014987,BUSY,2026-02-02 15:20:00
DISP000014988,CALL00014988,NA,2026-07-12 18:07:00
DISP000014989,CALL00014989,NO_ANSWER,2026-02-24 17:04:00
DISP000014990,CALL00014990,NA,2026-06-04 15:01:00
DISP000014991,CALL00014991,NA,2026-05-09 13:58:00
DISP000014992,CALL00014992,NO_ANSWER,2025-12-22 14:23:00
DISP000014993,CALL00014993,CONNECTED,2026-04-02 17:30:00
DISP000014994,CALL00014994,NA,2026-06-06 10:59:00
DISP000014995,CALL00014995,ANSWERED,2025-10-03 10:12:00
DISP000014996,CALL00014996,NO_ANSWER,2026-02-02 08:53:00
DISP000014997,CALL00014997,NO_ANSWER,2025-09-11 18:52:00
DISP000014998,CALL00014998,NO_ANSWER,2025-09-07 13:14:00
DISP000014999,CALL00014999,NO_ANSWER,2025-11-12 21:45:00
DISP000015000,CALL00015000,NA,2026-07-15 14:34:00
DISP000015001,CALL00015001,NO_ANSWER,2025-10-09 12:56:00
DISP000015002,CALL00015002,ANSWERED,2025-12-20 19:09:00
DISP000015003,CALL00015003,WRONG_PARTY,2026-03-05 08:16:00
DISP000015004,CALL00015004,BUSY,2025-09-07 18:33:00
DISP000015005,CALL00015005,BUSY,2026-05-23 14:27:00
DISP000015006,CALL00015006,NA,2026-07-09 14:33:00
DISP000015007,CALL00015007,NO_ANSWER,2026-01-25 16:36:00
DISP000015008,CALL00015008,NO_ANSWER,2026-01-04 07:46:00
DISP000015009,CALL00015009,WRONG_PARTY,2026-02-02 21:00:00
DISP000015010,CALL00015010,WRONG_PARTY,2025-10-13 18:23:00
DISP000015011,CALL00015011,CONNECTED,2026-08-11 21:51:00
DISP000015012,CALL00015012,NA,2026-08-13 08:08:00
DISP000015013,CALL00015013,WRONG_NUMBER,2026-07-27 16:01:00
DISP000015014,CALL00015014,BUSY,2026-04-06 23:39:00
DISP000015015,CALL00015015,ANSWERED,2026-01-04 17:08:00
DISP000015016,CALL00015016,NO_ANSWER,2025-11-04 10:07:00
DISP000015017,CALL00015017,NO_ANSWER,2025-12-27 15:16:00
DISP000015018,CALL00015018,ANSWERED,2026-03-14 21:56:00
DISP000015019,CALL00015019,CONNECTED,2026-06-20 12:37:00
DISP000015020,CALL00015020,WRONG_PARTY,2025-10-27 23:00:00
DISP000015021,CALL00015021,NO_ANSWER,2025-12-21 09:19:00
DISP000015022,CALL00015022,NA,2026-05-23 12:12:00
DISP000015023,CALL00015023,ANSWERED,2026-02-24 06:31:00
DISP000015024,CALL00015024,ANSWERED,2025-09-15 08:05:00
DISP000015025,CALL00015025,PTP,2026-02-19 18:11:00
DISP000015026,CALL00015026,BUSY,2026-02-23 13:57:00
DISP000015027,CALL00015027,NO_ANSWER,2025-11-21 12:37:00
DISP000015028,CALL00015028,NA,2026-08-16 15:43:00
DISP000015029,CALL00015029,PROMISE,2026-06-27 06:50:00
DISP000015030,CALL00015030,NO_ANSWER,2025-09-25 07:30:00
DISP000015031,CALL00015031,NO_ANSWER,2026-02-18 10:38:00
DISP000015032,CALL00015032,NO_ANSWER,2025-09-16 09:07:00
DISP000015033,CALL00015033,NO_ANSWER,2026-03-25 11:37:00
DISP000015034,CALL00015034,NO_ANSWER,2026-02-19 16:43:00
DISP000015035,CALL00015035,CONNECTED,2026-04-10 17:55:00
DISP000015036,CALL00015036,CONNECTED,2026-05-23 14:50:00
DISP000015037,CALL00015037,ANSWERED,2026-01-13 09:38:00
DISP000015038,CALL00015038,CONNECTED,2026-05-08 13:22:00
DISP000015039,CALL00015039,WRONG_NUMBER,2026-07-11 06:15:00
DISP000015040,CALL00015040,CONNECTED,2026-05-14 20:23:00
DISP000015041,CALL00015041,NA,2026-08-07 23:04:00
DISP000015042,CALL00015042,NA,2026-06-10 10:42:00
DISP000015043,CALL00015043,NO_ANSWER,2025-12-19 19:07:00
DISP000015044,CALL00015044,PTP,2025-09-12 14:53:00
DISP000015045,CALL00015045,ANSWERED,2025-09-17 23:14:00
DISP000015046,CALL00015046,PTP,2025-09-27 15:09:00
DISP000015047,CALL00015047,PTP,2025-12-23 11:31:00
DISP000015048,CALL00015048,ANSWERED,2025-10-13 15:26:00
DISP000015049,CALL00015049,BUSY,2026-06-18 17:52:00
DISP000015050,CALL00015050,NA,2026-05-10 12:05:00
DISP000015051,CALL00015051,CONNECTED,2026-07-07 08:31:00
DISP000015052,CALL00015052,NO_ANSWER,2026-02-27 09:55:00
DISP000015053,CALL00015053,NO_ANSWER,2025-10-16 21:57:00
DISP000015054,CALL00015054,ANSWERED,2025-09-17 21:39:00
DISP000015055,CALL00015055,ANSWERED,2026-01-17 13:48:00
DISP000015056,CALL00015056,NO_ANSWER,2025-09-06 13:36:00
DISP000015057,CALL00015057,ANSWERED,2025-11-04 07:15:00
DISP000015058,CALL00015058,NO_ANSWER,2025-11-01 12:13:00
DISP000015059,CALL00015059,NA,2026-04-06 06:01:00
DISP000015060,CALL00015060,BUSY,2026-08-17 18:40:00
DISP000015061,CALL00015061,NO_ANSWER,2026-01-24 06:56:00
DISP000015062,CALL00015062,ANSWERED,2026-03-04 17:29:00
DISP000015063,CALL00015063,WRONG_PARTY,2025-12-03 13:47:00
DISP000015064,CALL00015064,NA,2026-05-21 16:45:00
DISP000015065,CALL00015065,ANSWERED,2025-12-22 17:59:00
DISP000015066,CALL00015066,NO_ANSWER,2025-10-10 13:05:00
DISP000015067,CALL00015067,NO_ANSWER,2026-01-02 22:30:00
DISP000015068,CALL00015068,NA,2026-07-02 22:26:00
DISP000015069,CALL00015069,ANSWERED,2025-10-09 21:12:00
DISP000015070,CALL00015070,NA,2026-08-21 09:18:00
DISP000015071,CALL00015071,NA,2026-08-01 12:23:00
DISP000015072,CALL00015072,NO_ANSWER,2025-12-24 13:45:00
DISP000015073,CALL00015073,PROMISE,2026-04-21 19:11:00
DISP000015074,CALL00015074,ANSWERED,2025-10-18 12:56:00
DISP000015075,CALL00015075,BUSY,2026-03-27 22:30:00
DISP000015076,CALL00015076,BUSY,2026-01-27 19:44:00
DISP000015077,CALL00015077,ANSWERED,2025-11-01 20:26:00
DISP000015078,CALL00015078,ANSWERED,2025-11-15 18:24:00
DISP000015079,CALL00015079,NO_ANSWER,2025-11-23 21:04:00
DISP000015080,CALL00015080,CONNECTED,2026-08-10 06:31:00
DISP000015081,CALL00015081,NO_ANSWER,2026-02-06 13:12:00
DISP000015082,CALL00015082,PTP,2026-02-13 13:05:00
DISP000015083,CALL00015083,NA,2026-06-03 13:03:00
DISP000015084,CALL00015084,PTP,2025-09-18 07:28:00
DISP000015085,CALL00015085,BUSY,2025-11-17 22:09:00
DISP000015086,CALL00015086,NA,2026-08-25 13:32:00
DISP000015087,CALL00015087,ANSWERED,2026-02-21 16:54:00
DISP000015088,CALL00015088,NA,2026-08-17 23:15:00
DISP000015089,CALL00015089,NA,2026-05-25 13:14:00
DISP000015090,CALL00015090,NA,2026-04-10 17:09:00
DISP000015091,CALL00015091,NA,2026-04-20 08:37:00
DISP000015092,CALL00015092,WRONG_PARTY,2026-02-13 09:40:00
DISP000015093,CALL00015093,CONNECTED,2026-06-25 11:26:00
DISP000015094,CALL00015094,NO_ANSWER,2025-12-14 21:31:00
DISP000015095,CALL00015095,BUSY,2025-09-09 15:08:00
DISP000015096,CALL00015096,BUSY,2026-06-06 10:40:00
DISP000015097,CALL00015097,BUSY,2025-11-08 18:12:00
DISP000015098,CALL00015098,NO_ANSWER,2025-11-04 21:28:00
DISP000015099,CALL00015099,PTP,2026-01-24 08:33:00
DISP000015100,CALL00015100,WRONG_PARTY,2026-01-25 14:16:00
DISP000015101,CALL00015101,ANSWERED,2025-10-21 18:15:00
DISP000015102,CALL00015102,PTP,2025-09-15 08:03:00
DISP000015103,CALL00015103,BUSY,2026-08-22 23:33:00
DISP000015104,CALL00015104,WRONG_PARTY,2026-01-11 09:24:00
DISP000015105,CALL00015105,BUSY,2025-09-10 10:17:00
DISP000015106,CALL00015106,BUSY,2026-07-26 19:43:00
DISP000015107,CALL00015107,NO_ANSWER,2026-02-10 08:25:00
DISP000015108,CALL00015108,NO_ANSWER,2025-12-17 17:22:00
DISP000015109,CALL00015109,PTP,2025-10-25 09:59:00
DISP000015110,CALL00015110,NO_ANSWER,2025-10-19 12:28:00
DISP000015111,CALL00015111,WRONG_PARTY,2025-10-07 13:43:00
DISP000015112,CALL00015112,WRONG_NUMBER,2026-06-01 07:14:00
DISP000015113,CALL00015113,NA,2026-04-18 06:18:00
DISP000015114,CALL00015114,ANSWERED,2025-11-27 23:00:00
DISP000015115,CALL00015115,NA,2026-06-27 22:18:00
DISP000015116,CALL00015116,CONNECTED,2026-08-19 22:59:00
DISP000015117,CALL00015117,CONNECTED,2026-07-24 06:54:00
DISP000015118,CALL00015118,NA,2026-04-24 11:56:00
DISP000015119,CALL00015119,ANSWERED,2026-02-07 09:27:00
DISP000015120,CALL00015120,WRONG_PARTY,2025-12-02 18:54:00
DISP000015121,CALL00015121,ANSWERED,2026-01-21 15:29:00
DISP000015122,CALL00015122,NO_ANSWER,2025-10-24 10:52:00
DISP000015123,CALL00015123,NA,2026-06-15 23:23:00
DISP000015124,CALL00015124,NA,2026-04-10 18:16:00
DISP000015125,CALL00015125,BUSY,2026-05-16 17:40:00
DISP000015126,CALL00015126,NO_ANSWER,2025-09-02 13:19:00
DISP000015127,CALL00015127,NA,2026-04-15 09:23:00
DISP000015128,CALL00015128,NA,2026-08-19 17:57:00
DISP000015129,CALL00015129,ANSWERED,2026-02-23 21:29:00
DISP000015130,CALL00015130,NA,2026-04-20 08:24:00
DISP000015131,CALL00015131,NA,2026-04-16 08:52:00
DISP000015132,CALL00015132,BUSY,2026-05-11 18:41:00
DISP000015133,CALL00015133,WRONG_NUMBER,2026-04-09 09:55:00
DISP000015134,CALL00015134,NO_ANSWER,2026-01-24 18:14:00
DISP000015135,CALL00015135,NA,2026-06-02 08:59:00
DISP000015136,CALL00015136,ANSWERED,2026-02-15 12:11:00
DISP000015137,CALL00015137,ANSWERED,2025-09-02 08:42:00
DISP000015138,CALL00015138,PROMISE,2026-04-26 12:29:00
DISP000015139,CALL00015139,PROMISE,2026-08-11 07:39:00
DISP000015140,CALL00015140,BUSY,2026-02-19 13:11:00
DISP000015141,CALL00015141,BUSY,2025-10-23 21:34:00
DISP000015142,CALL00015142,CONNECTED,2026-05-04 18:27:00
DISP000015143,CALL00015143,WRONG_PARTY,2025-11-13 10:00:00
DISP000015144,CALL00015144,NO_ANSWER,2026-02-20 07:48:00
DISP000015145,CALL00015145,PTP,2026-02-04 12:27:00
DISP000015146,CALL00015146,CONNECTED,2026-05-16 21:44:00
DISP000015147,CALL00015147,WRONG_PARTY,2026-01-17 11:54:00
DISP000015148,CALL00015148,NO_ANSWER,2025-11-05 15:52:00
DISP000015149,CALL00015149,CONNECTED,2026-06-18 13:31:00
DISP000015150,CALL00015150,BUSY,2025-12-19 13:38:00
DISP000015151,CALL00015151,BUSY,2026-01-10 18:41:00
DISP000015152,CALL00015152,PROMISE,2026-06-09 12:07:00
DISP000015153,CALL00015153,NA,2026-06-14 15:34:00
DISP000015154,CALL00015154,NA,2026-06-17 13:46:00
DISP000015155,CALL00015155,WRONG_PARTY,2026-02-25 21:02:00
DISP000015156,CALL00015156,WRONG_PARTY,2025-10-23 08:13:00
DISP000015157,CALL00015157,ANSWERED,2026-02-08 13:17:00
DISP000015158,CALL00015158,PTP,2025-10-11 22:12:00
DISP000015159,CALL00015159,PTP,2026-01-08 11:52:00
DISP000015160,CALL00015160,CONNECTED,2026-07-19 14:18:00
