borrower_id,client,geography,language,borrower_segment,income_band
B01076,Client_B,South,English,Salaried,<20K
B01077,Client_C,East,English,Informal,<20K
B01078,Client_B,South,Tamil,Informal,>70K
B01079,Client_C,West,Telugu,Informal,<20K
B01080,Client_A,West,Tamil,Self_Employed,>70K
B01081,Client_B,East,Telugu,Salaried,40K-70K
B01082,Client_C,North,English,Self_Employed,20K-40K
B01083,Client_B,South,English,Salaried,>70K
B01084,Client_D,North,English,Self_Employed,40K-70K
B01085,Client_B,West,Telugu,Salaried,>70K
B01086,Client_A,East,Tamil,Salaried,20K-40K
B01087,Client_D,West,English,Informal,<20K
B01088,Client_B,North,Bengali,Salaried,20K-40K
B01089,Client_B,North,Hindi,Self_Employed,>70K
B01090,Client_B,North,Bengali,Salaried,40K-70K
B01091,Client_D,South,Hindi,Salaried,40K-70K
B01092,Client_A,East,English,Informal,20K-40K
B01093,Client_D,East,English,Self_Employed,<20K
B01094,Client_B,North,Telugu,Informal,20K-40K
B01095,Client_B,North,Hindi,Salaried,<20K
B01096,Client_A,West,Bengali,Informal,>70K
B01097,Client_D,North,English,Informal,>70K
B01098,Client_D,North,English,Salaried,<20K
B01099,Client_B,North,English,Salaried,>70K
B01100,Client_A,East,English,Salaried,>70K
B01101,Client_D,West,English,Self_Employed,20K-40K
B01102,Client_A,West,Telugu,Self_Employed,<20K
B01103,Client_A,West,Hindi,Self_Employed,<20K
B01104,Client_B,South,English,Salaried,40K-70K
B01105,Client_B,West,English,Informal,40K-70K
B01106,Client_A,East,Telugu,Salaried,<20K
B01107,Client_A,South,Tamil,Salaried,>70K
B01108,Client_A,South,Bengali,Self_Employed,40K-70K
B01109,Client_A,South,English,Salaried,<20K
B01110,Client_A,West,English,Self_Employed,40K-70K
B01111,Client_A,South,Bengali,Salaried,40K-70K
B01112,Client_A,South,Bengali,Self_Employed,>70K
B01113,Client_B,North,Bengali,Self_Employed,20K-40K
B01114,Client_A,East,English,Salaried,<20K
B01115,Client_C,West,English,Self_Employed,40K-70K
B01116,Client_B,South,Bengali,Salaried,<20K
B01117,Client_A,East,Hindi,Self_Employed,>70K
B01118,Client_C,South,Telugu,Salaried,20K-40K
B01119,Client_C,West,Telugu,Informal,20K-40K
B01120,Client_B,East,Tamil,Self_Employed,20K-40K
B01121,Client_A,West,Hindi,Self_Employed,<20K
B01122,Client_C,East,Hindi,Self_Employed,40K-70K
B01123,Client_C,East,English,Salaried,40K-70K
B01124,Client_D,North,English,Salaried,40K-70K
B01125,Client_C,West,Hindi,Salaried,<20K
B01126,Client_B,East,Telugu,Salaried,<20K
B01127,Client_A,West,Telugu,Salaried,40K-70K
B01128,Client_A,South,Telugu,Informal,40K-70K
B01129,Client_A,North,Hindi,Informal,40K-70K
B01130,Client_C,North,Tamil,Informal,<20K
B01131,Client_B,South,Bengali,Salaried,<20K
B01132,Client_A,East,Hindi,Informal,40K-70K
B01133,Client_A,East,Telugu,Self_Employed,40K-70K
B01134,Client_A,West,Telugu,Salaried,<20K
B01135,Client_C,North,Bengali,Informal,>70K
B01136,Client_A,North,Telugu,Informal,>70K
B01137,Client_A,West,Telugu,Informal,<20K
B01138,Client_B,South,Hindi,Salaried,>70K
B01139,Client_A,South,Bengali,Informal,>70K
B01140,Client_C,East,Bengali,Self_Employed,40K-70K
B01141,Client_B,North,English,Informal,20K-40K
B01142,Client_B,East,Bengali,Self_Employed,40K-70K
B01143,Client_D,North,Telugu,Salaried,20K-40K
B01144,Client_C,South,English,Self_Employed,<20K
B01145,Client_A,East,Bengali,Salaried,20K-40K
B01146,Client_A,East,Bengali,Self_Employed,40K-70K
B01147,Client_B,West,English,Salaried,<20K
B01148,Client_A,South,Telugu,Self_Employed,<20K
B01149,Client_C,North,Bengali,Self_Employed,>70K
B01150,Client_C,South,Tamil,Salaried,20K-40K
B01151,Client_A,East,English,Salaried,<20K
B01152,Client_D,East,Tamil,Self_Employed,40K-70K
B01153,Client_B,North,Telugu,Salaried,<20K
B01154,Client_A,East,Tamil,Informal,>70K
B01155,Client_B,North,Hindi,Self_Employed,<20K
B01156,Client_C,South,Tamil,Salaried,20K-40K
B01157,Client_C,North,Telugu,Self_Employed,20K-40K
B01158,Client_D,West,Tamil,Self_Employed,<20K
B01159,Client_D,West,Telugu,Salaried,40K-70K
B01160,Client_B,South,English,Informal,40K-70K
B01161,Client_B,West,Bengali,Self_Employed,>70K
B01162,Client_A,North,Telugu,Self_Employed,20K-40K
B01163,Client_B,West,Bengali,Self_Employed,>70K
B01164,Client_A,South,English,Self_Employed,40K-70K
B01165,Client_A,East,English,Self_Employed,20K-40K
B01166,Client_C,South,Tamil,Informal,40K-70K
B01167,Client_A,West,Tamil,Salaried,20K-40K
B01168,Client_A,East,Hindi,Self_Employed,20K-40K
B01169,Client_C,East,Telugu,Self_Employed,>70K
B01170,Client_B,East,Hindi,Self_Employed,40K-70K
B01171,Client_B,North,Hindi,Self_Employed,40K-70K
B01172,Client_C,East,Bengali,Salaried,20K-40K
B01173,Client_A,South,Hindi,Salaried,<20K
B01174,Client_A,North,Bengali,Informal,>70K
B01175,Client_B,South,English,Salaried,>70K
B01176,Client_A,East,English,Salaried,>70K
B01177,Client_C,North,Bengali,Salaried,<20K
B01178,Client_D,East,Tamil,Salaried,40K-70K
B01179,Client_C,East,Hindi,Salaried,40K-70K
B01180,Client_D,West,Bengali,Informal,40K-70K
B01181,Client_A,West,Bengali,Salaried,20K-40K
B01182,Client_B,North,Telugu,Self_Employed,>70K
B01183,Client_D,West,Telugu,Salaried,>70K
B01184,Client_C,North,Hindi,Self_Employed,<20K
B01185,Client_B,South,Telugu,Self_Employed,40K-70K
B01186,Client_C,South,Telugu,Self_Employed,<20K
B01187,Client_A,South,English,Self_Employed,20K-40K
B01188,Client_A,South,Telugu,Salaried,<20K
B01189,Client_A,South,Hindi,Salaried,40K-70K
B01190,Client_D,South,Telugu,Informal,<20K
B01191,Client_A,South,Telugu,Self_Employed,>70K
B01192,Client_D,East,Tamil,Informal,20K-40K
B01193,Client_A,East,Tamil,Salaried,<20K
B01194,Client_C,East,Hindi,Self_Employed,>70K
B01195,Client_B,North,Hindi,Informal,>70K
B01196,Client_A,South,Telugu,Salaried,20K-40K
B01197,Client_C,West,Tamil,Informal,40K-70K
B01198,Client_C,North,English,Salaried,>70K
B01199,Client_C,North,English,Informal,<20K
B01200,Client_C,West,English,Salaried,>70K
B01201,Client_C,East,English,Informal,40K-70K
B01202,Client_C,East,English,Self_Employed,<20K
B01203,Client_B,North,Bengali,Salaried,20K-40K
B01204,Client_D,South,Tamil,Self_Employed,20K-40K
B01205,Client_B,West,Hindi,Self_Employed,20K-40K
B01206,Client_A,East,Hindi,Salaried,<20K
B01207,Client_D,North,Telugu,Self_Employed,40K-70K
B01208,Client_A,East,Telugu,Salaried,40K-70K
B01209,Client_B,East,English,Self_Employed,>70K
B01210,Client_C,South,Bengali,Salaried,>70K
B01211,Client_C,South,Hindi,Salaried,<20K
B01212,Client_A,East,Hindi,Self_Employed,40K-70K
B01213,Client_A,North,Hindi,Salaried,20K-40K
B01214,Client_B,South,Bengali,Informal,20K-40K
B01215,Client_B,North,Hindi,Informal,>70K
B01216,Client_C,North,English,Salaried,20K-40K
B01217,Client_A,East,English,Informal,40K-70K
B01218,Client_C,West,Bengali,Informal,20K-40K
B01219,Client_C,West,Tamil,Informal,>70K
B01220,Client_D,East,Hindi,Salaried,40K-70K
B01221,Client_C,West,Bengali,Salaried,20K-40K
B01222,Client_C,West,English,Salaried,<20K
B01223,Client_B,South,Hindi,Salaried,>70K
B01224,Client_D,West,English,Salaried,20K-40K
B01225,Client_A,North,English,Self_Employed,40K-70K
B01226,Client_C,West,Bengali,Informal,20K-40K
B01227,Client_C,North,Tamil,Salaried,<20K
B01228,Client_C,West,Tamil,Self_Employed,>70K
B01229,Client_A,North,Telugu,Self_Employed,<20K
B01230,Client_A,West,Hindi,Salaried,>70K
B01231,Client_D,West,Telugu,Salaried,>70K
B01232,Client_C,South,Tamil,Informal,<20K
B01233,Client_A,South,Bengali,Self_Employed,>70K
B01234,Client_B,North,English,Informal,<20K
B01235,Client_C,West,Telugu,Salaried,20K-40K
B01236,Client_D,North,English,Salaried,<20K
B01237,Client_B,East,Tamil,Salaried,>70K
B01238,Client_A,West,Bengali,Salaried,40K-70K
B01239,Client_A,North,Bengali,Salaried,40K-70K
B01240,Client_A,East,Tamil,Salaried,40K-70K
B01241,Client_A,North,Hindi,Salaried,<20K
B01242,Client_A,North,Tamil,Self_Employed,20K-40K
B01243,Client_C,South,English,Salaried,>70K
B01244,Client_C,East,Bengali,Self_Employed,<20K
B01245,Client_B,West,Hindi,Salaried,20K-40K
B01246,Client_D,North,Tamil,Self_Employed,<20K
B01247,Client_A,North,Bengali,Salaried,40K-70K
B01248,Client_A,North,Telugu,Salaried,<20K
B01249,Client_B,West,Telugu,Salaried,40K-70K
B01250,Client_B,North,English,Self_Employed,<20K
B01251,Client_A,South,Telugu,Salaried,20K-40K
B01252,Client_D,East,Telugu,Salaried,<20K
B01253,Client_B,East,English,Salaried,>70K
B01254,Client_B,West,Tamil,Salaried,20K-40K
B01255,Client_B,South,Tamil,Informal,40K-70K
B01256,Client_B,West,Hindi,Self_Employed,40K-70K
B01257,Client_A,West,Hindi,Salaried,<20K
B01258,Client_A,West,Hindi,Salaried,>70K
B01259,Client_B,North,Hindi,Self_Employed,<20K
B01260,Client_B,West,Bengali,Salaried,40K-70K
B01261,Client_B,East,English,Informal,<20K
B01262,Client_A,West,Hindi,Informal,<20K
B01263,Client_A,East,Hindi,Salaried,40K-70K
B01264,Client_D,North,Hindi,Self_Employed,20K-40K
B01265,Client_D,East,Telugu,Self_Employed,<20K
B01266,Client_C,West,Bengali,Self_Employed,40K-70K
B01267,Client_A,North,Tamil,Informal,<20K
B01268,Client_A,West,Bengali,Self_Employed,<20K
B01269,Client_A,East,Hindi,Salaried,20K-40K
B01270,Client_C,West,Bengali,Self_Employed,40K-70K
B01271,Client_A,North,Tamil,Self_Employed,>70K
B01272,Client_A,South,English,Salaried,<20K
B01273,Client_A,East,Hindi,Salaried,20K-40K
B01274,Client_C,East,Telugu,Informal,>70K
B01275,Client_B,West,English,Informal,20K-40K
B01276,Client_D,West,English,Salaried,20K-40K
B01277,Client_A,North,Telugu,Informal,20K-40K
B01278,Client_A,East,English,Informal,20K-40K
B01279,Client_C,West,Bengali,Salaried,40K-70K
B01280,Client_A,North,Telugu,Informal,>70K
B01281,Client_C,West,Bengali,Informal,>70K
B01282,Client_B,East,Tamil,Self_Employed,20K-40K
B01283,Client_A,North,Tamil,Self_Employed,40K-70K
B01284,Client_A,East,Hindi,Salaried,20K-40K
B01285,Client_C,West,Telugu,Salaried,20K-40K
B01286,Client_A,South,Tamil,Informal,40K-70K
B01287,Client_D,South,Tamil,Self_Employed,20K-40K
B01288,Client_A,South,Bengali,Self_Employed,<20K
B01289,Client_A,East,Tamil,Informal,>70K
B01290,Client_B,East,English,Self_Employed,40K-70K
B01291,Client_A,North,Tamil,Salaried,40K-70K
B01292,Client_D,South,Telugu,Salaried,20K-40K
B01293,Client_B,North,Hindi,Self_Employed,>70K
B01294,Client_A,South,English,Salaried,20K-40K
B01295,Client_A,North,Tamil,Self_Employed,20K-40K
B01296,Client_B,South,Telugu,Self_Employed,>70K
B01297,Client_D,West,English,Self_Employed,20K-40K
B01298,Client_A,West,Hindi,Salaried,40K-70K
B01299,Client_B,North,Bengali,Salaried,>70K
B01300,Client_B,East,Tamil,Salaried,20K-40K
B01301,Client_C,South,Bengali,Self_Employed,20K-40K
B01302,Client_C,South,Tamil,Salaried,20K-40K
B01303,Client_A,West,Bengali,Salaried,20K-40K
B01304,Client_B,North,Bengali,Informal,40K-70K
B01305,Client_D,North,Bengali,Salaried,40K-70K
B01306,Client_D,West,Bengali,Self_Employed,>70K
B01307,Client_B,East,Bengali,Self_Employed,<20K
B01308,Client_D,West,Bengali,Self_Employed,>70K
B01309,Client_A,East,Hindi,Informal,20K-40K
B01310,Client_C,North,Tamil,Self_Employed,<20K
B01311,Client_D,South,Tamil,Salaried,>70K
B01312,Client_B,East,English,Self_Employed,<20K
B01313,Client_C,East,English,Self_Employed,<20K
B01314,Client_A,South,English,Salaried,<20K
B01315,Client_C,East,Hindi,Self_Employed,20K-40K
B01316,Client_C,South,English,Salaried,20K-40K
B01317,Client_B,South,Bengali,Informal,40K-70K
B01318,Client_B,South,Bengali,Salaried,40K-70K
B01319,Client_A,South,Telugu,Informal,40K-70K
B01320,Client_C,West,Bengali,Salaried,>70K
B01321,Client_B,North,Telugu,Self_Employed,>70K
B01322,Client_B,South,Tamil,Self_Employed,40K-70K
B01323,Client_A,West,Telugu,Self_Employed,<20K
B01324,Client_B,North,Bengali,Self_Employed,20K-40K
B01325,Client_A,West,Telugu,Self_Employed,20K-40K
B01326,Client_C,East,Bengali,Self_Employed,<20K
B01327,Client_A,North,Hindi,Self_Employed,>70K
B01328,Client_A,West,Tamil,Salaried,40K-70K
B01329,Client_A,South,English,Informal,40K-70K
B01330,Client_B,North,Hindi,Self_Employed,20K-40K
B01331,Client_D,North,Telugu,Salaried,20K-40K
B01332,Client_A,West,Telugu,Salaried,>70K
B01333,Client_B,West,Telugu,Informal,>70K
B01334,Client_A,South,Tamil,Salaried,20K-40K
B01335,Client_B,West,Bengali,Self_Employed,40K-70K
B01336,Client_A,North,Tamil,Salaried,40K-70K
B01337,Client_A,South,Telugu,Salaried,<20K
B01338,Client_B,South,Telugu,Salaried,40K-70K
B01339,Client_A,East,Tamil,Self_Employed,20K-40K
B01340,Client_A,North,Bengali,Salaried,40K-70K
B01341,Client_B,South,Bengali,Informal,20K-40K
B01342,Client_A,East,English,Informal,<20K
B01343,Client_D,West,Bengali,Salaried,>70K
B01344,Client_A,South,Telugu,Self_Employed,40K-70K
B01345,Client_D,West,Hindi,Salaried,20K-40K
B01346,Client_A,West,Telugu,Informal,20K-40K
B01347,Client_D,East,English,Salaried,>70K
B01348,Client_A,East,Bengali,Informal,>70K
B01349,Client_A,West,English,Salaried,<20K
B01350,Client_A,West,Bengali,Informal,20K-40K
B01351,Client_C,South,Hindi,Informal,40K-70K
B01352,Client_A,West,Tamil,Salaried,20K-40K
B01353,Client_A,South,Telugu,Informal,>70K
B01354,Client_C,South,Hindi,Salaried,40K-70K
B01355,Client_A,North,English,Salaried,20K-40K
B01356,Client_B,East,Tamil,Self_Employed,>70K
B01357,Client_B,North,English,Salaried,>70K
B01358,Client_A,East,English,Salaried,40K-70K
B01359,Client_D,West,Bengali,Informal,>70K
B01360,Client_B,North,Hindi,Self_Employed,40K-70K
B01361,Client_A,North,Tamil,Salaried,20K-40K
B01362,Client_C,West,Bengali,Self_Employed,>70K
B01363,Client_D,North,Bengali,Informal,>70K
B01364,Client_A,North,Hindi,Self_Employed,>70K
B01365,Client_A,West,Bengali,Salaried,>70K
B01366,Client_D,West,Hindi,Salaried,20K-40K
B01367,Client_B,South,Bengali,Salaried,20K-40K
B01368,Client_B,South,Bengali,Salaried,<20K
B01369,Client_B,South,English,Salaried,40K-70K
B01370,Client_C,East,English,Self_Employed,>70K
B01371,Client_B,West,Hindi,Informal,20K-40K
B01372,Client_C,North,Telugu,Informal,<20K
B01373,Client_B,East,Hindi,Self_Employed,>70K
B01374,Client_A,South,Tamil,Self_Employed,>70K
B01375,Client_B,North,Hindi,Salaried,<20K
B01376,Client_D,East,Telugu,Salaried,40K-70K
B01377,Client_B,South,Telugu,Salaried,>70K
B01378,Client_B,East,English,Self_Employed,<20K
B01379,Client_A,West,Hindi,Salaried,40K-70K
B01380,Client_C,East,Bengali,Salaried,<20K
B01381,Client_B,South,Telugu,Salaried,20K-40K
B01382,Client_A,West,Hindi,Salaried,<20K
B01383,Client_B,West,Hindi,Self_Employed,20K-40K
B01384,Client_B,North,Tamil,Self_Employed,40K-70K
B01385,Client_A,South,English,Salaried,40K-70K
B01386,Client_A,North,Bengali,Salaried,20K-40K
B01387,Client_B,North,Telugu,Salaried,<20K
B01388,Client_A,West,Hindi,Salaried,>70K
B01389,Client_A,West,Bengali,Informal,40K-70K
B01390,Client_B,East,Telugu,Self_Employed,40K-70K
B01391,Client_D,East,Hindi,Self_Employed,<20K
B01392,Client_B,East,English,Self_Employed,>70K
B01393,Client_B,West,Hindi,Self_Employed,40K-70K
B01394,Client_D,East,Telugu,Salaried,20K-40K
B01395,Client_C,West,Telugu,Self_Employed,<20K
B01396,Client_C,South,English,Self_Employed,40K-70K
B01397,Client_B,North,Bengali,Self_Employed,40K-70K
B01398,Client_B,North,Hindi,Self_Employed,20K-40K
B01399,Client_A,North,Bengali,Self_Employed,>70K
B01400,Client_A,North,Hindi,Salaried,>70K
B01401,Client_A,North,Bengali,Salaried,40K-70K
B01402,Client_A,East,Telugu,Informal,<20K
B01403,Client_B,South,Tamil,Self_Employed,<20K
B01404,Client_B,North,Tamil,Salaried,<20K
B01405,Client_A,North,Telugu,Informal,20K-40K
B01406,Client_C,East,Tamil,Informal,>70K
B01407,Client_B,West,Bengali,Self_Employed,<20K
B01408,Client_B,South,Tamil,Salaried,<20K
B01409,Client_A,South,Hindi,Self_Employed,20K-40K
B01410,Client_D,East,Telugu,Self_Employed,>70K
B01411,Client_A,West,Bengali,Self_Employed,<20K
B01412,Client_A,South,English,Self_Employed,<20K
B01413,Client_B,West,English,Self_Employed,20K-40K
B01414,Client_B,South,Bengali,Informal,<20K
B01415,Client_B,South,Hindi,Self_Employed,>70K
B01416,Client_D,East,Bengali,Self_Employed,40K-70K
B01417,Client_A,South,Bengali,Self_Employed,20K-40K
B01418,Client_C,East,Bengali,Self_Employed,<20K
B01419,Client_B,West,Hindi,Salaried,40K-70K
B01420,Client_C,South,English,Informal,>70K
B01421,Client_C,East,Hindi,Informal,20K-40K
B01422,Client_C,South,Hindi,Salaried,20K-40K
B01423,Client_D,South,Tamil,Salaried,40K-70K
B01424,Client_C,East,Bengali,Self_Employed,20K-40K
B01425,Client_A,East,Telugu,Informal,>70K
B01426,Client_B,East,Tamil,Informal,40K-70K
B01427,Client_C,East,Telugu,Self_Employed,20K-40K
B01428,Client_C,South,Tamil,Salaried,40K-70K
B01429,Client_D,South,Bengali,Salaried,>70K
B01430,Client_B,North,Bengali,Salaried,20K-40K
B01431,Client_A,East,Hindi,Salaried,<20K
B01432,Client_C,South,Hindi,Salaried,>70K
B01433,Client_A,West,Telugu,Salaried,20K-40K
B01434,Client_C,West,Telugu,Self_Employed,20K-40K
B01435,Client_A,West,Tamil,Self_Employed,20K-40K
B01436,Client_B,South,Hindi,Self_Employed,20K-40K
B01437,Client_B,South,Tamil,Salaried,<20K
B01438,Client_A,West,Tamil,Salaried,<20K
B01439,Client_A,South,Bengali,Self_Employed,<20K
B01440,Client_A,West,Bengali,Self_Employed,20K-40K
B01441,Client_D,East,Bengali,Self_Employed,40K-70K
B01442,Client_C,North,Bengali,Salaried,>70K
B01443,Client_B,West,Telugu,Informal,<20K
B01444,Client_B,East,English,Salaried,<20K
B01445,Client_D,North,Telugu,Self_Employed,>70K
B01446,Client_A,South,Telugu,Salaried,20K-40K
B01447,Client_C,South,Tamil,Salaried,<20K
B01448,Client_A,West,Hindi,Self_Employed,>70K
B01449,Client_B,North,Telugu,Self_Employed,40K-70K
B01450,Client_A,North,Bengali,Salaried,20K-40K
B01451,Client_A,West,Bengali,Salaried,>70K
B01452,Client_D,West,Bengali,Self_Employed,<20K
B01453,Client_A,East,English,Self_Employed,40K-70K
B01454,Client_D,East,Tamil,Self_Employed,>70K
B01455,Client_C,South,Hindi,Informal,>70K
B01456,Client_C,East,Telugu,Self_Employed,<20K
B01457,Client_C,South,Hindi,Informal,>70K
B01458,Client_D,North,Bengali,Self_Employed,20K-40K
B01459,Client_A,West,Tamil,Salaried,<20K
B01460,Client_D,North,Tamil,Informal,40K-70K
B01461,Client_A,South,Hindi,Self_Employed,>70K
B01462,Client_A,West,Tamil,Salaried,40K-70K
B01463,Client_D,West,Tamil,Salaried,40K-70K
B01464,Client_A,South,English,Salaried,20K-40K
B01465,Client_B,North,Tamil,Salaried,40K-70K
B01466,Client_C,East,Hindi,Salaried,>70K
B01467,Client_A,West,English,Self_Employed,>70K
B01468,Client_C,East,Tamil,Self_Employed,>70K
B01469,Client_B,South,English,Informal,>70K
B01470,Client_C,North,Telugu,Informal,<20K
B01471,Client_A,North,Tamil,Salaried,>70K
B01472,Client_C,East,Tamil,Salaried,20K-40K
B01473,Client_C,West,English,Self_Employed,>70K
B01474,Client_A,West,Tamil,Informal,<20K
B01475,Client_D,West,Tamil,Self_Employed,<20K
B01476,Client_D,North,Hindi,Informal,>70K
B01477,Client_A,West,Bengali,Self_Employed,40K-70K
B01478,Client_D,East,Hindi,Salaried,>70K
B01479,Client_D,West,Bengali,Salaried,20K-40K
B01480,Client_A,North,Hindi,Salaried,20K-40K
B01481,Client_C,North,Bengali,Informal,>70K
B01482,Client_D,North,Telugu,Self_Employed,>70K
B01483,Client_C,East,Telugu,Salaried,>70K
B01484,Client_A,East,Tamil,Self_Employed,20K-40K
B01485,Client_B,North,English,Salaried,40K-70K
B01486,Client_B,West,Bengali,Salaried,40K-70K
B01487,Client_B,West,Hindi,Salaried,>70K
B01488,Client_B,West,Hindi,Informal,20K-40K
B01489,Client_A,West,Hindi,Self_Employed,<20K
B01490,Client_A,North,English,Self_Employed,40K-70K
B01491,Client_A,North,Tamil,Informal,20K-40K
B01492,Client_B,West,Hindi,Salaried,<20K
B01493,Client_B,North,Hindi,Salaried,>70K
B01494,Client_D,West,Hindi,Salaried,>70K
B01495,Client_A,East,Hindi,Informal,20K-40K
B01496,Client_A,East,Tamil,Salaried,40K-70K
B01497,Client_D,East,Bengali,Informal,>70K
B01498,Client_C,South,Tamil,Salaried,40K-70K
B01499,Client_A,East,Bengali,Informal,>70K
B01500,Client_C,South,Hindi,Informal,40K-70K
B01501,Client_A,North,Tamil,Informal,<20K
B01502,Client_D,East,Hindi,Self_Employed,40K-70K
B01503,Client_A,West,English,Informal,>70K
B01504,Client_B,East,English,Self_Employed,40K-70K
B01505,Client_B,North,Tamil,Self_Employed,>70K
B01506,Client_B,East,Tamil,Salaried,20K-40K
B01507,Client_A,East,English,Salaried,>70K
B01508,Client_B,South,Telugu,Self_Employed,40K-70K
B01509,Client_A,East,English,Informal,>70K
B01510,Client_B,South,Tamil,Informal,<20K
B01511,Client_B,South,Bengali,Salaried,>70K
B01512,Client_B,West,Bengali,Salaried,<20K
B01513,Client_B,South,English,Salaried,>70K
B01514,Client_C,East,Tamil,Informal,>70K
B01515,Client_D,North,Tamil,Salaried,20K-40K
B01516,Client_B,East,Bengali,Salaried,<20K
B01517,Client_B,West,Bengali,Salaried,40K-70K
B01518,Client_B,North,Bengali,Salaried,40K-70K
B01519,Client_B,North,Telugu,Salaried,<20K
B01520,Client_B,West,Tamil,Informal,20K-40K
B01521,Client_A,North,Telugu,Salaried,<20K
B01522,Client_B,South,Hindi,Salaried,40K-70K
B01523,Client_A,North,English,Salaried,20K-40K
B01524,Client_C,North,Bengali,Self_Employed,20K-40K
B01525,Client_D,West,Tamil,Informal,40K-70K
B01526,Client_C,West,Hindi,Salaried,>70K
B01527,Client_C,West,Telugu,Salaried,40K-70K
B01528,Client_A,West,Tamil,Self_Employed,>70K
B01529,Client_A,East,Bengali,Informal,40K-70K
B01530,Client_A,South,English,Informal,40K-70K
B01531,Client_B,West,Hindi,Self_Employed,<20K
B01532,Client_A,West,English,Salaried,<20K
B01533,Client_A,West,English,Self_Employed,>70K
B01534,Client_D,North,English,Self_Employed,20K-40K
B01535,Client_B,South,Bengali,Salaried,20K-40K
B01536,Client_A,South,Telugu,Informal,>70K
B01537,Client_B,South,Hindi,Informal,40K-70K
B01538,Client_C,West,Telugu,Self_Employed,<20K
B01539,Client_B,North,Telugu,Self_Employed,>70K
B01540,Client_A,South,Bengali,Informal,40K-70K
B01541,Client_B,South,Bengali,Informal,<20K
B01542,Client_A,South,Tamil,Salaried,>70K
B01543,Client_C,South,Telugu,Self_Employed,40K-70K
B01544,Client_D,South,Hindi,Salaried,>70K
B01545,Client_A,East,Telugu,Salaried,20K-40K
B01546,Client_B,South,English,Self_Employed,40K-70K
B01547,Client_C,West,Bengali,Salaried,20K-40K
B01548,Client_B,South,English,Salaried,40K-70K
B01549,Client_A,West,Telugu,Salaried,40K-70K
B01550,Client_A,West,English,Self_Employed,40K-70K
B01551,Client_B,East,Telugu,Salaried,<20K
B01552,Client_A,East,Bengali,Self_Employed,<20K
B01553,Client_C,West,English,Salaried,<20K
B01554,Client_B,South,English,Self_Employed,<20K
B01555,Client_A,East,Hindi,Salaried,<20K
B01556,Client_C,East,Hindi,Informal,>70K
B01557,Client_A,North,Hindi,Self_Employed,<20K
B01558,Client_B,West,Hindi,Salaried,>70K
B01559,Client_B,East,Tamil,Self_Employed,20K-40K
B01560,Client_A,South,Telugu,Self_Employed,20K-40K
B01561,Client_C,North,English,Self_Employed,40K-70K
B01562,Client_C,South,Bengali,Salaried,40K-70K
B01563,Client_A,South,Hindi,Salaried,>70K
B01564,Client_B,West,English,Salaried,<20K
B01565,Client_A,East,Telugu,Salaried,40K-70K
B01566,Client_D,East,English,Salaried,20K-40K
B01567,Client_C,North,Tamil,Informal,20K-40K
B01568,Client_D,North,Bengali,Self_Employed,20K-40K
B01569,Client_C,East,English,Self_Employed,<20K
B01570,Client_C,East,Hindi,Salaried,<20K
B01571,Client_A,South,English,Salaried,<20K
B01572,Client_C,North,Tamil,Informal,<20K
B01573,Client_A,West,Tamil,Salaried,40K-70K
B01574,Client_C,East,Telugu,Informal,20K-40K
B01575,Client_C,West,English,Salaried,40K-70K
B01576,Client_B,North,Bengali,Self_Employed,>70K
B01577,Client_A,South,Bengali,Self_Employed,<20K
B01578,Client_B,West,English,Salaried,>70K
B01579,Client_B,South,Tamil,Self_Employed,40K-70K
B01580,Client_C,West,Bengali,Self_Employed,40K-70K
B01581,Client_A,South,English,Salaried,<20K
B01582,Client_A,North,Telugu,Informal,>70K
B01583,Client_B,West,English,Salaried,40K-70K
B01584,Client_D,South,English,Informal,40K-70K
B01585,Client_A,West,English,Self_Employed,>70K
B01586,Client_D,North,Hindi,Self_Employed,20K-40K
B01587,Client_D,South,Hindi,Informal,<20K
B01588,Client_A,East,Telugu,Salaried,>70K
B01589,Client_C,West,Telugu,Self_Employed,>70K
B01590,Client_B,West,Hindi,Self_Employed,<20K
B01591,Client_A,South,Bengali,Salaried,>70K
B01592,Client_A,East,English,Self_Employed,40K-70K
B01593,Client_B,North,Telugu,Salaried,>70K
B01594,Client_A,East,Hindi,Self_Employed,<20K
B01595,Client_C,East,Hindi,Informal,<20K
B01596,Client_B,North,Hindi,Informal,20K-40K
B01597,Client_A,East,Telugu,Self_Employed,40K-70K
B01598,Client_D,West,Telugu,Salaried,40K-70K
B01599,Client_D,East,Telugu,Self_Employed,20K-40K
B01600,Client_B,South,Bengali,Informal,20K-40K
B01601,Client_A,East,Telugu,Salaried,40K-70K
B01602,Client_B,West,Hindi,Salaried,20K-40K
B01603,Client_B,North,English,Salaried,<20K
B01604,Client_D,West,Hindi,Salaried,20K-40K
B01605,Client_A,East,English,Self_Employed,40K-70K
B01606,Client_A,West,Bengali,Informal,20K-40K
B01607,Client_A,East,Hindi,Self_Employed,40K-70K
B01608,Client_A,West,Tamil,Salaried,40K-70K
B01609,Client_A,North,Bengali,Informal,>70K
B01610,Client_D,South,Telugu,Salaried,<20K
B01611,Client_C,South,Telugu,Self_Employed,<20K
B01612,Client_B,North,English,Informal,40K-70K
B01613,Client_D,East,Telugu,Informal,>70K
B01614,Client_B,East,Hindi,Informal,>70K
B01615,Client_C,North,Hindi,Salaried,>70K
